代码,名称,综合得分,选股日价格,次日开盘价,次日收益%,胜负
688608,恒玄科技,0.5566,159.3,161.96,1.67,胜
688220,翱捷科技-U,0.5559,101.11,101.29,0.18,胜
688256,寒武纪,0.5553,1507.46,1480.0,-1.82,负
301468,博盈特焊,0.5545,48.89,49.87,2.0,胜
300861,美畅股份,0.5536,24.32,27.01,11.06,胜
301548,崇德科技,0.5532,77.55,78.52,1.25,胜
300503,昊志机电,0.5508,88.28,88.52,0.27,胜
300606,金太阳,0.5503,51.59,51.61,0.04,胜
688478,晶升股份,0.55,80.44,88.0,9.4,胜
688699,明微电子,0.55,72.68,72.13,-0.76,负
002426,胜利精密,0.5498,4.13,4.15,0.48,胜
300553,集智股份,0.5498,77.6,74.12,-4.48,负
605111,新洁能,0.5497,74.3,76.67,3.19,胜
000516,国际医学,0.549,4.17,4.12,-1.2,负
688790,昂瑞微-UW,0.5486,133.51,133.58,0.05,胜
301261,恒工精密,0.5483,90.9,90.32,-0.64,负
605100,华丰股份,0.5482,39.16,38.75,-1.05,负
688525,佰维存储,0.5463,386.2,394.62,2.18,胜
688512,慧智微-U,0.5455,15.23,15.3,0.46,胜
301205,联特科技,0.5434,361.02,359.9,-0.31,负
002158,汉钟精机,0.5425,34.35,35.51,3.38,胜
001314,亿道信息,0.5422,58.59,58.61,0.03,胜
002281,光迅科技,0.5402,266.2,279.0,4.81,胜
002881,美格智能,0.5402,43.68,43.64,-0.09,负
603893,瑞芯微,0.5397,180.66,182.0,0.74,胜
603090,宏盛股份,0.5396,62.88,60.41,-3.93,负
603991,领先股份,0.5387,129.69,135.0,4.09,胜
300557,理工光科,0.5384,32.87,33.32,1.37,胜
688107,安路科技,0.5382,43.8,44.0,0.46,胜
300161,华中数控,0.5372,32.68,32.48,-0.61,负
002396,星网锐捷,0.5368,19.94,19.91,-0.15,负
688710,益诺思,0.5365,57.12,56.59,-0.93,负
920807,奔朗新材,0.536,12.68,13.49,6.39,胜
300349,金卡智能,0.5349,12.38,12.41,0.24,胜
002896,中大力德,0.5343,82.3,81.13,-1.42,负
603339,四方科技,0.5343,13.52,13.52,0.0,平
688260,昀冢科技,0.5336,129.03,125.01,-3.12,负
688796,百奥赛图,0.5333,94.15,94.17,0.02,胜
002559,亚威股份,0.5332,10.85,10.77,-0.74,负
603629,利通电子,0.533,176.58,175.0,-0.89,负
688678,福立旺,0.5329,23.97,24.22,1.04,胜
603068,博通集成,0.5328,37.38,37.99,1.63,胜
688618,三旺通信,0.5326,35.56,35.87,0.87,胜
300502,新易盛,0.5318,581.48,584.1,0.45,胜
301230,泓博医药,0.5314,34.58,34.0,-1.68,负
688222,XD成都先,0.5307,27.53,27.35,-0.65,负
688120,华海清科,0.53,226.86,230.5,1.6,胜
688379,华光新材,0.5289,96.13,97.3,1.22,胜
301369,联动科技,0.5283,221.2,217.08,-1.86,负
300404,博济医药,0.5275,8.67,8.6,-0.81,负
002888,惠威科技,0.5272,21.79,21.88,0.41,胜
600360,华微电子,0.5249,12.4,12.58,1.45,胜
603108,润达医疗,0.5247,10.39,10.32,-0.67,负
688362,甬矽电子,0.5238,72.5,74.32,2.51,胜
688583,思看科技,0.5234,143.46,143.48,0.01,胜
688711,宏微科技,0.5232,40.34,42.31,4.88,胜
688270,ST臻镭,0.5227,85.15,84.8,-0.41,负
920961,创远信科,0.5221,26.05,22.8,-12.48,负
603341,龙旗科技,0.5215,37.88,37.88,0.0,平
600558,大西洋,0.521,5.56,5.51,-0.9,负
603690,至纯科技,0.5206,29.32,29.72,1.36,胜
300623,捷捷微电,0.5206,37.49,37.9,1.09,胜
603380,易德龙,0.5195,41.03,43.14,5.14,胜
688808,联讯仪器,0.5188,2373.0,2359.99,-0.55,负
301197,工大科雅,0.5186,31.37,31.8,1.37,胜
688652,京仪装备,0.5169,154.3,154.42,0.08,胜
688458,美芯晟,0.5168,41.58,41.59,0.02,胜
301191,菲菱科思,0.5164,110.98,111.24,0.23,胜
301123,奕东电子,0.5154,125.0,123.88,-0.9,负
300554,三超新材,0.5144,31.76,32.51,2.36,胜
688012,中微公司,0.5135,360.0,371.99,3.33,胜
688498,源杰科技,0.5129,1673.36,1673.36,0.0,平
301070,开勒股份,0.5124,87.16,88.74,1.81,胜
002241,歌尔股份,0.5123,23.92,23.93,0.04,胜
603667,五洲新春,0.5116,67.73,67.02,-1.05,负
001237,惠康科技,0.5112,66.56,67.01,0.68,胜
300347,泰格医药,0.5106,40.12,39.67,-1.12,负
002849,威星智能,0.5088,17.9,17.8,-0.56,负
300700,岱勒新材,0.5087,24.55,24.58,0.12,胜
301165,锐捷网络,0.5083,67.8,67.91,0.16,胜
603890,XD春秋电,0.5067,25.75,26.0,0.97,胜
300913,兆龙互连,0.5066,58.93,58.41,-0.88,负
300885,海昌新材,0.5056,26.33,26.33,0.0,平
300951,博硕科技,0.5051,49.5,49.5,0.0,平
301333,诺思格,0.5047,47.05,47.13,0.17,胜
600522,中天科技,0.5035,56.55,58.38,3.24,胜
688557,兰剑智能,0.5013,31.93,32.5,1.79,胜
002520,日发精机,0.5009,6.98,6.92,-0.86,负
600641,先导基电,0.4997,33.45,34.9,4.33,胜
301151,冠龙节能,0.499,20.69,20.44,-1.21,负
300843,胜蓝股份,0.4988,126.8,128.68,1.48,胜
688008,澜起科技,0.4982,269.9,276.0,2.26,胜
603986,兆易创新,0.4982,629.0,643.0,2.23,胜
000063,中兴通讯,0.497,37.89,38.07,0.48,胜
920045,蘅东光,0.4966,646.99,700.0,8.19,胜
002681,奋达科技,0.4959,4.97,4.94,-0.6,负
301360,荣旗科技,0.4959,78.29,78.51,0.28,胜
301285,鸿日达,0.4958,135.3,135.3,0.0,平
002248,华东数控,0.4948,9.86,9.7,-1.62,负
002925,盈趣科技,0.4934,21.63,21.64,0.05,胜
688072,拓荆科技,0.4934,734.0,740.0,0.82,胜
300149,睿智医药,0.4928,7.65,7.64,-0.13,负
688697,纽威数控,0.492,15.38,15.43,0.33,胜
301377,鼎泰高科,0.4916,600.0,605.0,0.83,胜
300866,安克创新,0.4913,117.11,116.24,-0.74,负
688709,成都华微,0.4912,36.65,36.66,0.03,胜
688591,泰凌微,0.4909,35.21,35.56,0.99,胜
688234,天岳先进,0.4905,149.2,159.0,6.57,胜
300780,德恩精工,0.4902,31.68,31.4,-0.88,负
688200,华峰测控,0.49,375.0,378.02,0.81,胜
002371,北方华创,0.4897,721.04,739.98,2.63,胜
688601,力芯微,0.4894,61.25,61.38,0.21,胜
688720,艾森股份,0.4889,85.85,88.0,2.5,胜
301125,腾亚精工,0.4889,16.45,16.44,-0.06,负
300916,朗特智能,0.4887,25.41,25.27,-0.55,负
688112,鼎阳科技,0.4883,78.01,78.88,1.12,胜
688308,欧科亿,0.4875,188.56,194.0,2.89,胜
688257,新锐股份,0.4859,108.51,111.77,3.0,胜
688620,安凯微,0.4858,13.43,13.37,-0.45,负
688056,莱伯泰科,0.4835,70.36,69.23,-1.61,负
688381,帝奥微,0.4818,48.0,49.0,2.08,胜
000039,中集集团,0.4793,8.88,8.76,-1.35,负
603042,华脉科技,0.4785,20.73,20.98,1.21,胜
920693,阿为特,0.4781,27.1,26.69,-1.51,负
688661,和林微纳,0.4779,158.2,155.1,-1.96,负
300077,国民技术,0.4774,23.33,23.31,-0.09,负
300244,迪安诊断,0.4773,18.24,18.17,-0.38,负
300809,华辰装备,0.4762,31.97,31.8,-0.53,负
002819,东方中科,0.4759,21.84,21.81,-0.14,负
300157,新锦动力,0.4758,4.05,4.08,0.74,胜
301389,隆扬电子,0.475,103.17,103.1,-0.07,负
920002,万达轴承,0.4746,61.74,61.56,-0.29,负
603912,佳力图,0.4745,8.68,8.69,0.12,胜
301626,苏州天脉,0.4736,337.12,335.97,-0.34,负
300145,南方泵业,0.4724,5.64,5.81,3.01,胜
688182,灿勤科技,0.4717,44.6,44.57,-0.07,负
301307,美利信,0.4716,65.88,66.0,0.18,胜
688729,屹唐股份,0.4715,33.07,33.55,1.45,胜
000811,冰轮环境,0.4709,40.17,43.3,7.79,胜
600763,通策医疗,0.4708,34.66,34.32,-0.98,负
688558,国盛智科,0.4706,34.28,34.82,1.58,胜
688046,药康生物,0.4704,19.13,19.04,-0.47,负
603456,九洲药业,0.4701,13.12,13.02,-0.76,负
002272,川润股份,0.4701,21.2,21.49,1.37,胜
688368,晶丰明源,0.4698,219.2,226.0,3.1,胜
301577,美信科技,0.4697,96.96,97.89,0.96,胜
600130,波导股份,0.4679,4.73,4.67,-1.27,负
300604,长川科技,0.4667,264.1,267.0,1.1,胜
001309,德明利,0.4667,712.0,726.0,1.97,胜
688337,XD普源精,0.4657,78.7,78.78,0.1,胜
688283,坤恒顺维,0.4656,36.6,36.0,-1.64,负
301536,星宸科技,0.4656,112.64,115.0,2.1,胜
603633,徕木股份,0.4651,8.07,8.01,-0.74,负
300353,东土科技,0.4645,22.67,22.58,-0.4,负
300976,达瑞电子,0.464,94.2,90.03,-4.43,负
301326,捷邦科技,0.4637,152.0,151.18,-0.54,负
002903,宇环数控,0.4629,54.25,54.28,0.06,胜
688508,芯朋微,0.4622,90.1,91.4,1.44,胜
688130,晶华微,0.462,27.7,27.7,0.0,平
300223,北京君正,0.4618,186.05,190.0,2.12,胜
688396,华润微,0.4615,73.59,76.02,3.3,胜
688628,优利德,0.4615,106.08,112.0,5.58,胜
301399,英特科技,0.4615,18.18,18.06,-0.66,负
688418,震有科技,0.4614,46.14,46.64,1.08,胜
300666,江丰电子,0.4602,311.2,323.0,3.79,胜
001306,夏厦精密,0.4598,62.9,63.01,0.17,胜
688233,神工股份,0.4597,124.37,129.2,3.88,胜
600343,航天动力,0.4584,24.88,24.86,-0.08,负
001696,宗申动力,0.4583,24.31,24.06,-1.03,负
688668,鼎通科技,0.457,429.86,434.0,0.96,胜
300667,必创科技,0.4553,19.31,19.3,-0.05,负
301028,鼎熔岩,0.455,17.62,17.62,0.0,平
301293,三博脑科,0.4548,54.14,53.52,-1.15,负
301596,瑞迪智驱,0.4545,59.74,59.48,-0.44,负
688173,希荻微,0.453,17.39,17.78,2.24,胜
300943,春晖智控,0.4529,41.4,41.87,1.14,胜
688387,信科移动-U,0.4527,17.72,17.6,-0.68,负
688665,四方光电,0.4521,61.48,61.23,-0.41,负
301257,普蕊斯,0.4519,40.38,40.0,-0.94,负
300735,光弘科技,0.4516,23.19,23.2,0.04,胜
688037,芯源微,0.4501,293.05,293.0,-0.02,负
603088,宁波精达,0.45,10.53,10.44,-0.85,负
300709,精研科技,0.4496,63.06,64.26,1.9,胜
920725,惠丰钻石,0.4494,84.95,99.99,17.7,胜
688073,毕得医药,0.4471,45.38,45.18,-0.44,负
002445,中南文化,0.4461,3.18,3.15,-0.94,负
688380,中微半导,0.4456,49.68,49.7,0.04,胜
920012,创达新材,0.4451,69.73,71.02,1.85,胜
301509,金凯生科,0.4444,27.24,27.09,-0.55,负
688409,富创精密,0.4438,203.3,201.27,-1.0,负
000837,秦川机床,0.4437,12.2,12.2,0.0,平
300165,天瑞仪器,0.4437,6.07,6.0,-1.15,负
688577,浙海德曼,0.4431,50.37,50.65,0.56,胜
300679,电连技术,0.4426,72.19,72.51,0.44,胜
003043,华亚智能,0.4422,82.21,81.93,-0.34,负
300402,宝色股份,0.4418,17.41,17.36,-0.29,负
603131,上海沪工,0.4415,18.5,18.42,-0.43,负
920181,赛英电子,0.4401,105.45,109.9,4.22,胜
301060,兰卫医学,0.4383,8.66,8.57,-1.04,负
688589,力合微,0.438,20.75,20.93,0.87,胜
000070,特发信息,0.4365,20.73,22.01,6.17,胜
002173,创新医疗,0.4355,17.1,16.81,-1.7,负
002409,雅克科技,0.4354,150.16,152.86,1.8,胜
920179,凯德石英,0.4345,77.7,79.9,2.83,胜
603882,金域医学,0.4338,24.59,24.75,0.65,胜
603915,国茂股份,0.4331,15.92,15.86,-0.38,负
603270,金帝股份,0.4318,31.73,31.84,0.35,胜
300488,恒锋工具,0.4318,41.68,42.5,1.97,胜
688131,皓元医药,0.431,86.37,85.6,-0.89,负
300725,药石科技,0.4301,33.21,32.88,-0.99,负
300956,英力股份,0.4298,12.57,12.57,0.0,平
300828,锐新科技,0.4297,21.62,21.6,-0.09,负
301387,光大同创,0.4289,106.97,107.51,0.5,胜
300421,力星股份,0.4289,20.29,20.28,-0.05,负
920186,中科仪,0.4272,96.81,97.21,0.41,胜
002077,大港股份,0.4269,17.96,17.95,-0.06,负
002524,光正眼科,0.4267,3.4,3.37,-0.88,负
300718,长盛轴承,0.4225,67.65,67.0,-0.96,负
688147,微导纳米,0.4211,112.95,112.95,0.0,平
300638,广和通,0.4199,20.3,20.2,-0.49,负
300787,海能实业,0.4197,9.58,9.56,-0.21,负
301180,万祥科技,0.4174,13.92,13.91,-0.07,负
300647,超频三,0.4165,6.23,6.24,0.16,胜
300143,盈康生命,0.4156,6.97,6.9,-1.0,负
301314,科瑞思,0.4146,54.52,53.66,-1.58,负
600202,哈空调,0.4146,4.83,4.81,-0.41,负
300831,ST派瑞,0.4141,19.73,19.5,-1.17,负
300985,致远新能,0.4131,33.55,33.55,0.0,平
600860,京城股份,0.4131,8.64,8.52,-1.39,负
603061,金海通,0.4126,350.8,358.95,2.32,胜
920509,同惠电子,0.4118,33.16,32.99,-0.51,负
301202,朗威股份,0.4115,37.0,37.0,0.0,平
301629,矽电股份,0.4113,401.93,402.0,0.02,胜
300784,利安科技,0.4111,47.4,47.19,-0.44,负
688530,欧莱新材,0.4109,65.91,71.0,7.72,胜
301606,绿联科技,0.4104,63.77,63.79,0.03,胜
002871,伟隆股份,0.4091,20.19,20.1,-0.45,负
920510,丰光精密,0.4085,20.7,20.8,0.48,胜
002444,巨星科技,0.4076,29.58,29.58,0.0,平
300793,佳禾智能,0.4064,12.45,12.34,-0.88,负
301096,百诚医药,0.4061,55.72,55.55,-0.31,负
920505,九菱科技,0.4053,35.6,35.88,0.79,胜
002164,宁波东力,0.4053,12.86,12.86,0.0,平
002119,康强电子,0.4052,34.51,34.4,-0.32,负
603327,福蓉科技,0.4051,10.65,10.63,-0.19,负
300417,南华仪器,0.4041,11.03,10.91,-1.09,负
300686,智动力,0.4037,19.35,19.35,0.0,平
688262,国芯科技,0.4036,39.63,39.52,-0.28,负
301528,多浦乐,0.4034,94.99,94.25,-0.78,负
688209,英集芯,0.4031,25.61,25.59,-0.08,负
920177,恒道科技,0.4029,29.21,29.28,0.24,胜
300363,博腾股份,0.4024,14.28,14.17,-0.77,负
920662,方盛股份,0.402,18.61,18.61,0.0,平
002635,安洁科技,0.401,18.2,18.3,0.55,胜
002139,拓邦股份,0.4009,9.88,9.87,-0.1,负
300817,双飞集团,0.4006,17.96,17.91,-0.28,负
300327,中颖电子,0.4,28.8,29.0,0.69,胜
300394,天孚通信,0.3998,336.6,338.0,0.42,胜
301383,天键股份,0.3993,27.56,27.56,0.0,平
300183,东软载波,0.3992,11.16,11.15,-0.09,负
688448,磁谷科技,0.3988,59.77,58.07,-2.84,负
600460,士兰微,0.3987,41.83,44.25,5.79,胜
301603,乔锋智能,0.3987,146.8,146.8,0.0,平
301201,诚达药业,0.3976,35.72,35.88,0.45,胜
301129,瑞纳智能,0.3952,23.22,23.27,0.22,胜
688622,*ST禾信,0.3952,134.6,133.0,-1.19,负
688028,沃尔德,0.3936,117.29,124.56,6.2,胜
688325,赛微微电,0.3922,142.42,142.58,0.11,胜
300683,海特生物,0.3908,24.22,23.92,-1.24,负
688286,敏芯股份,0.3901,79.9,82.32,3.03,胜
688115,思林杰,0.3897,58.96,58.96,0.0,平
300838,浙江力诺,0.3893,14.31,14.0,-2.17,负
600206,有研新材,0.3891,42.51,45.22,6.37,胜
688809,强一股份,0.3878,626.0,619.89,-0.98,负
688146,中船特气,0.3876,364.0,368.0,1.1,胜
301189,奥尼电子,0.3872,67.02,67.62,0.9,胜
688110,东芯股份,0.3872,154.42,152.8,-1.05,负
301567,贝隆精密,0.387,39.52,39.15,-0.94,负
688279,峰岹科技,0.3866,209.19,209.61,0.2,胜
002947,恒铭达,0.3863,90.5,91.31,0.9,胜
603278,大业股份,0.3857,12.54,12.4,-1.12,负
003026,中晶科技,0.3849,37.86,38.05,0.5,胜
300458,全志科技,0.3844,35.64,35.82,0.51,胜
002046,国机精工,0.3843,63.69,66.7,4.73,胜
301267,华厦眼科,0.3836,16.18,16.02,-0.99,负
001379,腾达科技,0.3829,16.94,16.81,-0.77,负
920689,克莱特,0.3827,24.43,24.23,-0.82,负
301611,珂玛科技,0.3825,121.77,122.0,0.19,胜
002993,奥海科技,0.3822,68.47,68.5,0.04,胜
688153,唯捷创芯,0.3819,32.01,32.08,0.22,胜
688315,诺禾致源,0.3808,12.49,12.4,-0.72,负
300711,广哈通信,0.3807,17.8,17.81,0.06,胜
002194,武汉凡谷,0.3802,12.5,12.44,-0.48,负
688600,皖仪科技,0.3793,30.4,30.82,1.38,胜
002583,海能达,0.3787,8.7,8.65,-0.57,负
920876,慧为智能,0.3769,18.74,18.65,-0.48,负
301448,开创电气,0.3765,42.83,42.33,-1.17,负
688265,南模生物,0.3754,31.85,31.57,-0.88,负
301491,汉桑科技,0.3753,44.31,44.32,0.02,胜
300115,长盈精密,0.3753,31.19,31.19,0.0,平
002622,皓宸医疗,0.3743,2.26,2.25,-0.44,负
300661,圣邦股份,0.3735,132.77,135.0,1.68,胜
603375,盛景微,0.3731,49.49,49.0,-0.99,负
300563,神宇股份,0.3723,29.22,29.06,-0.55,负
603296,华勤技术,0.3721,80.4,81.68,1.59,胜
603699,纽威股份,0.3719,57.46,58.23,1.34,胜
603700,宁水集团,0.3717,10.73,10.62,-1.03,负
688249,晶合集成,0.3716,49.96,50.86,1.8,胜
000710,贝瑞基因,0.371,7.86,7.8,-0.76,负
688099,晶晨股份,0.37,96.76,97.48,0.74,胜
301525,儒竞科技,0.3699,53.59,53.8,0.39,胜
688536,思瑞浦,0.369,341.0,344.0,0.88,胜
300992,泰福泵业,0.3689,25.3,25.39,0.36,胜
688419,耐科装备,0.3688,69.25,67.93,-1.91,负
688138,清溢光电,0.3685,39.26,39.88,1.58,胜
301272,英华特,0.3685,36.29,36.02,-0.74,负
300414,中光防雷,0.3668,12.04,12.04,0.0,平
688584,上海合晶,0.3668,29.87,30.19,1.07,胜
002795,永和智控,0.3664,7.32,7.26,-0.82,负
603595,ST东尼,0.366,28.97,30.42,5.01,胜
688820,盛合晶微,0.366,185.6,191.0,2.91,胜
002026,山东威达,0.366,11.99,12.01,0.17,胜
002175,*ST东智,0.3655,2.05,2.15,4.88,胜
002131,利欧股份,0.3646,5.33,5.26,-1.31,负
688621,阳光诺和,0.3632,52.4,52.39,-0.02,负
301239,普瑞眼科,0.3631,32.65,32.45,-0.61,负
000021,深科技,0.3628,44.04,45.36,3.0,胜
688605,先锋精科,0.3621,86.93,88.9,2.27,胜
688261,东微半导,0.3608,93.7,97.75,4.32,胜
601882,海天精工,0.3604,21.2,21.18,-0.09,负
002296,辉煌科技,0.3603,9.4,9.36,-0.43,负
301308,江波龙,0.3603,577.79,590.0,2.11,胜
688592,司南导航,0.3599,40.75,41.55,1.96,胜
300136,信维通信,0.3598,107.45,105.45,-1.86,负
603662,柯力传感,0.3595,70.09,69.47,-0.88,负
688059,华锐精密,0.3593,205.91,213.98,3.92,胜
002049,紫光国微,0.3591,80.39,80.89,0.62,胜
002347,泰尔股份,0.3586,6.37,6.32,-0.78,负
688582,芯动联科,0.3585,60.5,60.0,-0.83,负
603236,移远通信,0.3584,52.81,52.7,-0.21,负
688238,和元生物,0.3584,5.55,5.55,0.0,平
688049,炬芯科技,0.3584,46.0,46.39,0.85,胜
688401,路维光电,0.3577,81.12,82.04,1.13,胜
300466,赛摩智能,0.3561,7.57,7.58,0.13,胜
300228,富瑞特装,0.356,7.79,7.79,0.0,平
300555,ST路通,0.3557,13.76,13.8,0.29,胜
002351,漫步者,0.3552,10.0,9.96,-0.4,负
688355,明志科技,0.3543,18.17,18.15,-0.11,负
603290,斯达半导,0.3535,130.9,133.51,1.99,胜
301348,蓝箭电子,0.3534,28.2,28.29,0.32,胜
600105,永鼎股份,0.3514,62.12,63.48,2.19,胜
688007,光峰科技,0.3514,13.21,13.21,0.0,平
601002,晋亿实业,0.3505,4.65,4.65,0.0,平
301486,致尚科技,0.3498,255.47,258.0,0.99,胜
300990,同飞股份,0.3496,99.24,103.01,3.8,胜
300015,爱尔眼科,0.3493,8.27,8.2,-0.85,负
688332,中科蓝讯,0.3492,128.0,129.8,1.41,胜
301086,鸿富瀚,0.3483,213.0,214.6,0.75,胜
300984,金沃股份,0.3481,57.69,57.19,-0.87,负
920857,泓禧科技,0.3477,15.18,15.15,-0.2,负
300689,澄天伟业,0.3476,63.0,62.4,-0.95,负
301368,丰立智能,0.3471,44.4,44.02,-0.86,负
002369,卓翼科技,0.3467,5.98,5.98,0.0,平
600114,东睦股份,0.3467,43.85,44.4,1.25,胜
600203,福日电子,0.3464,12.46,12.48,0.16,胜
003025,思进智能,0.3459,17.0,17.0,0.0,平
300007,汉威科技,0.3458,39.93,39.72,-0.53,负
002861,瀛通通讯,0.3456,18.7,18.68,-0.11,负
603118,共进股份,0.3454,13.2,13.15,-0.38,负
300862,蓝盾光电,0.3453,21.57,21.38,-0.88,负
300257,开山股份,0.3452,27.96,27.96,0.0,平
002017,东信和平,0.3451,15.96,15.92,-0.25,负
920670,数字人,0.3442,13.75,13.88,0.95,胜
688595,芯海科技,0.344,40.0,40.01,0.02,胜
300098,高新兴,0.3437,4.96,4.93,-0.6,负
300710,万隆光电,0.3437,34.73,34.07,-1.9,负
300812,易天股份,0.3425,29.58,30.47,3.01,胜
600877,电科芯片,0.3419,14.16,14.12,-0.28,负
920223,荣亿精密,0.3418,14.16,14.2,0.28,胜
600171,上海贝岭,0.3413,28.09,28.12,0.11,胜
300615,欣天科技,0.3412,10.81,10.8,-0.09,负
300759,康龙化成,0.3412,22.71,22.59,-0.53,负
603626,科森科技,0.3403,21.18,21.0,-0.85,负
300456,赛微电子,0.3403,42.82,43.18,0.84,胜
688210,统联精密,0.3395,45.26,45.31,0.11,胜
603100,川仪股份,0.3394,17.37,17.6,1.32,胜
301329,信音电子,0.3393,26.37,26.38,0.04,胜
920879,基康技术,0.339,14.78,14.78,0.0,平
600592,XD龙溪股,0.3389,15.39,15.15,-1.56,负
002981,朝阳科技,0.3386,21.23,21.0,-1.08,负
688259,创耀科技,0.3379,39.18,39.5,0.82,胜
300112,万讯自控,0.3379,6.58,6.47,-1.67,负
688593,新相微,0.3363,33.16,33.28,0.36,胜
688252,天德钰,0.3361,22.7,22.94,1.06,胜
603421,鼎信通讯,0.336,6.55,6.55,0.0,平
920249,利尔达,0.3358,8.71,8.66,-0.57,负
301137,哈焊华通,0.3348,37.8,37.52,-0.74,负
920833,美心翼申,0.3346,14.03,14.14,0.78,胜
