代码,名称,综合得分,选股日价格,次日开盘价,次日收益%,胜负
300370,安控科技,0.3328,2.21,2.21,0.0,平
920651,天罡股份,0.332,20.51,20.32,-0.93,负
002058,威尔泰,0.332,22.31,22.52,0.94,胜
603028,赛福天,0.3319,7.45,7.44,-0.13,负
002767,先锋电子,0.3319,17.35,17.25,-0.58,负
000530,冰山冷热,0.3316,5.43,5.4,-0.55,负
688036,传音控股,0.3314,53.51,54.18,1.25,胜
688484,南芯科技,0.3314,53.68,55.0,2.46,胜
605277,新亚电子,0.3309,18.35,18.8,2.45,胜
002931,锋龙股份,0.3306,74.81,74.91,0.13,胜
301353,普莱得,0.3305,18.17,17.95,-1.21,负
300613,富瀚微,0.3277,68.61,69.16,0.8,胜
301107,瑜欣电子,0.3277,24.5,24.42,-0.33,负
300046,台基股份,0.3271,30.87,31.2,1.07,胜
002156,通富微电,0.3264,68.27,69.7,2.09,胜
300720,海川智能,0.3264,81.6,81.86,0.32,胜
920640,富士达,0.3261,34.0,33.99,-0.03,负
920346,威贸电子,0.326,17.15,17.01,-0.82,负
003040,楚天龙,0.3257,11.73,11.7,-0.26,负
002841,视源股份,0.3256,34.92,34.94,0.06,胜
301051,信濠光电,0.3253,15.85,15.83,-0.13,负
600775,XD南京熊,0.3247,10.59,10.46,-1.23,负
300306,远方信息,0.3245,10.1,10.06,-0.4,负
920685,新芝生物,0.3239,11.06,11.18,1.08,胜
301303,真兰仪表,0.3239,17.98,17.55,-2.39,负
301255,通力科技,0.3234,23.84,23.38,-1.93,负
920407,驰诚股份,0.3229,14.12,14.12,0.0,平
002866,传艺科技,0.3228,17.97,17.82,-0.83,负
002185,华天科技,0.3219,19.61,19.99,1.94,胜
300818,耐普矿机,0.3218,22.4,22.18,-0.98,负
002639,雪人集团,0.3218,14.33,14.44,0.77,胜
688216,气派科技,0.3216,39.2,39.0,-0.51,负
920139,华岭股份,0.3215,16.8,17.01,1.25,胜
002792,通宇通讯,0.3214,37.11,37.12,0.03,胜
688305,科德数控,0.3211,70.0,70.0,0.0,平
688082,盛美上海,0.3185,378.75,362.87,-4.19,负
603279,景津装备,0.318,13.12,13.04,-0.61,负
301268,铭利达,0.318,16.32,16.24,-0.49,负
300371,汇中股份,0.3177,10.43,10.28,-1.44,负
002943,宇晶股份,0.3174,51.75,52.19,0.85,胜
002045,国光电器,0.3172,8.61,8.59,-0.23,负
600363,联创光电,0.3172,34.45,33.8,-1.89,负
300032,金龙机电,0.317,4.06,4.03,-0.74,负
688653,康希通信,0.3159,15.4,15.48,0.52,胜
688432,有研硅,0.3141,25.44,25.8,1.42,胜
920720,吉冈精密,0.3141,10.42,10.36,-0.58,负
688045,必易微,0.313,79.05,80.1,1.33,胜
301413,安培龙,0.3116,80.28,79.13,-1.43,负
600992,贵绳股份,0.3108,9.69,9.69,0.0,平
688061,灿瑞科技,0.3102,47.8,47.51,-0.61,负
600198,大唐电信,0.3083,9.01,8.8,-2.33,负
600498,烽火通信,0.308,75.31,79.0,4.9,胜
300822,贝仕达克,0.3072,12.89,12.89,0.0,平
300126,锐奇股份,0.3072,6.14,6.03,-1.79,负
688798,艾为电子,0.3066,71.03,71.08,0.07,胜
300445,康斯特,0.3064,23.37,23.37,0.0,平
300602,飞荣达,0.3051,49.52,50.41,1.8,胜
300968,格林精密,0.3043,10.8,10.7,-0.93,负
301067,显盈科技,0.3043,35.46,35.2,-0.73,负
688469,芯联集成-U,0.3043,8.71,8.83,1.38,胜
603969,银龙股份,0.3037,7.35,7.31,-0.54,负
603005,晶方科技,0.3036,45.71,46.37,1.44,胜
688361,中科飞测,0.3033,252.21,254.0,0.71,胜
605358,立昂微,0.3028,70.2,71.6,1.99,胜
688230,芯导科技,0.3019,71.07,71.3,0.32,胜
920363,莱赛激光,0.3013,11.47,11.42,-0.44,负
605056,咸亨国际,0.301,17.75,17.71,-0.23,负
002213,大为股份,0.3005,40.07,40.07,0.0,平
920183,海菲曼,0.2999,33.6,33.8,0.6,胜
300504,天邑股份,0.2997,18.34,18.43,0.49,胜
300154,瑞凌股份,0.2992,9.04,9.03,-0.11,负
600584,长电科技,0.299,83.03,85.88,3.43,胜
300590,移为通信,0.2981,15.61,15.56,-0.32,负
002884,凌霄泵业,0.298,15.56,15.54,-0.13,负
920082,方正阀门,0.2979,8.7,8.69,-0.11,负
301006,迈拓股份,0.2978,13.45,13.44,-0.07,负
688721,龙图光罩,0.2977,53.02,53.02,0.0,平
920870,恒进感应,0.2967,13.36,13.37,0.07,胜
688360,德马科技,0.2965,21.1,21.1,0.0,平
603277,银都股份,0.2962,10.01,10.06,0.5,胜
688391,XD钜泉科,0.2961,33.08,33.24,0.48,胜
688433,华曙高科,0.2959,125.02,124.97,-0.04,负
688126,沪硅产业,0.2958,32.2,33.33,3.51,胜
300946,恒而达,0.2954,46.65,46.8,0.32,胜
920357,雅葆轩,0.2951,21.46,22.0,2.52,胜
920212,智新电子,0.2941,10.12,10.07,-0.49,负
600745,*ST闻泰,0.2933,16.9,16.79,-0.65,负
600776,东方通信,0.2924,15.37,15.3,-0.46,负
688372,伟测科技,0.2912,165.2,165.0,-0.12,负
301559,中集环科,0.29,13.3,13.29,-0.08,负
002282,博深股份,0.2898,5.86,5.86,0.0,平
300470,中密控股,0.2898,30.2,30.2,0.0,平
688775,影石创新,0.2885,147.4,147.4,0.0,平
301273,瑞晨环保,0.2882,32.22,32.02,-0.62,负
920476,海能技术,0.2877,19.21,19.14,-0.36,负
688528,秦川物联,0.2861,10.21,10.2,-0.1,负
002342,巨力索具,0.2859,9.97,9.97,0.0,平
300053,航宇微,0.2855,16.42,16.5,0.49,胜
300441,鲍斯股份,0.2853,6.05,6.08,0.5,胜
603617,君禾股份,0.2852,7.37,7.35,-0.27,负
002843,泰嘉股份,0.2831,22.19,22.09,-0.45,负
920374,云里物里,0.2824,16.92,17.02,0.59,胜
300256,星星科技,0.2824,2.83,2.81,-0.71,负
000777,中核科技,0.2822,19.67,18.82,-4.32,负
688768,容知日新,0.2802,54.84,54.83,-0.02,负
000410,沈阳机床,0.2798,5.11,5.09,-0.39,负
300698,万马科技,0.2783,31.99,31.99,0.0,平
920029,开发科技,0.2783,35.79,36.09,0.84,胜
300906,日月明,0.278,27.23,27.23,0.0,平
300259,新天科技,0.2774,5.6,5.72,2.14,胜
300430,*ST益通,0.2766,4.88,4.8,-1.64,负
600568,ST中珠,0.2759,2.37,2.39,0.84,胜
002633,申科股份,0.2754,16.19,16.16,-0.19,负
002855,捷荣技术,0.275,10.62,10.49,-1.22,负
000586,汇源通信,0.2748,15.26,15.58,2.1,胜
300091,*ST金灵,0.2746,2.69,2.65,-1.49,负
301309,万得凯,0.2737,31.89,31.61,-0.88,负
002438,江苏神通,0.2734,15.46,15.36,-0.65,负
002598,ST章鼓,0.273,6.96,6.9,-0.86,负
920570,坤博精工,0.2709,26.15,26.13,-0.08,负
301103,何氏眼科,0.2699,15.68,15.63,-0.32,负
002104,恒宝股份,0.2697,11.11,11.04,-0.63,负
300213,佳讯飞鸿,0.2686,6.8,6.81,0.15,胜
603187,海容冷链,0.2683,12.09,12.09,0.0,平
920701,豪声电子,0.2682,12.09,12.09,0.0,平
300565,科信技术,0.2681,12.0,11.94,-0.5,负
300203,聚光科技,0.2677,13.05,13.11,0.46,胜
920005,鼎佳精密,0.2676,28.84,29.01,0.59,胜
002760,凤形股份,0.2676,17.36,17.2,-0.92,负
600243,*ST海华,0.2668,3.75,3.7,-1.33,负
301043,绿岛风,0.2667,44.68,44.68,0.0,平
688610,埃科光电,0.2662,232.36,232.55,0.08,胜
603109,神驰机电,0.2653,17.52,17.51,-0.06,负
002122,ST汇洲,0.265,2.53,2.51,-0.79,负
002132,恒星科技,0.265,5.11,5.19,1.57,胜
002877,智能自控,0.2641,7.51,7.44,-0.93,负
002686,亿利达,0.2635,5.66,5.6,-1.06,负
688635,长进光子,0.2628,498.68,505.0,1.27,胜
300134,大富科技,0.2627,10.02,10.03,0.1,胜
920169,七丰精工,0.2625,23.63,23.43,-0.85,负
920124,南特科技,0.2624,14.09,14.1,0.07,胜
002660,茂硕电源,0.2613,7.05,7.0,-0.71,负
603160,汇顶科技,0.2612,59.04,59.02,-0.03,负
301311,昆船智能,0.2609,14.15,14.15,0.0,平
600487,亨通光电,0.2604,111.01,115.2,3.77,胜
002172,澳洋健康,0.2598,3.0,2.97,-1.0,负
688080,映翰通,0.2597,41.9,42.02,0.29,胜
301616,浙江华业,0.2595,36.64,36.5,-0.38,负
301520,万邦医药,0.2579,24.4,24.19,-0.86,负
300420,五洋自控,0.2576,7.49,7.46,-0.4,负
002796,世嘉科技,0.2572,41.76,41.76,0.0,平
300897,山科智能,0.2569,15.15,15.33,1.19,胜
300570,太辰光,0.2568,268.6,264.0,-1.71,负
300620,光库科技,0.2563,390.8,396.8,1.54,胜
000504,南华生物,0.2554,7.84,7.84,0.0,平
300627,华测导航,0.2547,29.28,29.1,-0.61,负
601177,杭齿前进,0.2529,13.64,13.6,-0.29,负
002514,*ST宝馨,0.2515,2.9,2.86,-1.38,负
603501,豪威集团,0.2513,89.97,89.9,-0.08,负
300706,阿石创,0.2497,75.01,76.57,2.08,胜
688052,纳芯微,0.2491,266.6,271.89,1.98,胜
300628,亿联网络,0.2482,33.2,33.35,0.45,胜
688727,恒坤新材,0.247,58.31,58.24,-0.12,负
600889,*ST京化,0.2462,15.69,15.7,0.06,胜
603122,合富中国,0.2461,11.66,11.56,-0.86,负
600721,百花医药,0.2444,7.11,7.01,-1.41,负
688167,炬光科技,0.2443,393.0,386.33,-1.7,负
688728,格科微,0.2381,14.37,14.39,0.14,胜
603331,百达精工,0.2373,11.52,11.45,-0.61,负
002313,日海智能,0.2358,8.0,7.92,-1.0,负
688100,威胜信息,0.2352,31.4,31.73,1.05,胜
002530,金财互联,0.2334,7.22,7.22,0.0,平
688783,西安奕材-U,0.2329,50.39,51.21,1.63,胜
300205,*ST天喻,0.2312,5.41,5.45,0.74,胜
920943,优机股份,0.2282,14.32,14.34,0.14,胜
300263,隆华科技,0.2271,16.26,16.57,1.91,胜
300515,三德科技,0.2257,14.49,14.52,0.21,胜
300193,佳士科技,0.2255,8.16,8.16,0.0,平
301032,新柴股份,0.2246,10.27,10.27,0.0,平
