代码,名称,综合得分,选股日价格,次日开盘价,次日收益%,胜负
002681,奋达科技,0.5475,4.76,4.74,-0.42,负
603766,隆鑫通用,0.5474,11.37,11.3,-0.62,负
300224,正海磁材,0.5473,14.0,13.85,-1.07,负
688091,上海谊众,0.5472,40.65,40.3,-0.86,负
603698,航天工程,0.5471,34.65,34.07,-1.67,负
300569,天能重工,0.5471,4.97,4.92,-1.01,负
002831,裕同科技,0.547,33.57,34.19,1.85,胜
603823,百合花,0.5468,51.38,54.5,6.07,胜
920946,森萱医药,0.5468,9.22,9.28,0.65,胜
301003,江苏博云,0.5467,59.25,58.5,-1.27,负
603175,超颖电子,0.5466,98.04,97.58,-0.47,负
002986,宇新股份,0.5465,11.98,11.85,-1.09,负
600281,华阳新材,0.5465,4.8,4.78,-0.42,负
688046,药康生物,0.5465,19.48,19.4,-0.41,负
301275,汉朔科技,0.5463,45.81,45.36,-0.98,负
002123,梦网科技,0.5463,7.76,7.75,-0.13,负
601186,中国铁建,0.546,6.36,6.37,0.16,胜
301393,昊帆生物,0.546,52.0,52.23,0.44,胜
601199,江南水务,0.5458,5.92,5.91,-0.17,负
301326,捷邦科技,0.5458,142.53,146.07,2.48,胜
600570,恒生电子,0.5457,23.57,23.49,-0.34,负
920245,威博液压,0.5456,14.63,14.69,0.41,胜
600977,中国电影,0.5455,14.22,14.61,2.74,胜
002301,齐心集团,0.5455,7.72,7.72,0.0,平
301222,浙江恒威,0.5454,32.0,31.0,-3.12,负
603186,华正新材,0.5453,249.19,248.94,-0.1,负
000503,国新健康,0.5453,6.89,6.83,-0.87,负
920433,大唐药业,0.5453,4.56,4.54,-0.44,负
000970,中科三环,0.5452,14.98,14.83,-1.0,负
601388,怡球资源,0.5451,3.28,3.24,-1.22,负
688799,华纳药厂,0.5451,46.76,46.38,-0.81,负
301031,中熔电气,0.5451,123.8,123.26,-0.44,负
601128,常熟银行,0.545,6.17,6.15,-0.32,负
603275,众辰科技,0.545,40.67,40.73,0.15,胜
000933,神火股份,0.5449,25.11,24.8,-1.23,负
688516,奥特维,0.5449,57.89,56.94,-1.64,负
002640,跨境通,0.5448,3.34,3.33,-0.3,负
300836,佰奥智能,0.5447,74.67,73.62,-1.41,负
301355,南王科技,0.5447,10.28,10.22,-0.58,负
000672,上峰材料,0.5445,18.76,18.85,0.48,胜
002967,广电计量,0.5444,19.12,19.04,-0.42,负
002454,松芝股份,0.5444,5.24,5.24,0.0,平
002041,登海种业,0.5443,8.59,8.53,-0.7,负
301256,华融化学,0.5442,11.9,11.87,-0.25,负
002481,双塔食品,0.5442,3.96,3.93,-0.76,负
300180,华峰超纤,0.544,4.58,4.56,-0.44,负
301580,爱迪特,0.5438,75.8,85.55,12.86,胜
300308,中际旭创,0.5438,1382.33,1395.0,0.92,胜
603690,至纯科技,0.5437,30.83,30.43,-1.3,负
002396,星网锐捷,0.5437,20.02,19.89,-0.65,负
002810,山东赫达,0.5437,24.25,24.25,0.0,平
601212,白银有色,0.5436,6.11,6.08,-0.49,负
002492,恒基达鑫,0.5436,5.78,5.75,-0.52,负
300207,欣旺达,0.5435,21.26,21.16,-0.47,负
300784,利安科技,0.5435,46.43,45.88,-1.18,负
920230,欧康医药,0.5434,10.3,10.4,0.97,胜
002570,贝因美,0.5434,4.6,4.56,-0.87,负
603811,诚意药业,0.5431,10.93,10.86,-0.64,负
603656,泰禾智能,0.5431,18.4,18.26,-0.76,负
600362,江西铜业,0.5431,54.86,54.0,-1.57,负
300828,锐新科技,0.543,20.86,20.95,0.43,胜
301157,华塑科技,0.543,69.97,70.0,0.04,胜
301356,天振股份,0.5427,28.73,29.55,2.85,胜
002888,惠威科技,0.5426,22.48,22.48,0.0,平
600626,申达股份,0.5426,3.52,3.53,0.28,胜
301607,富特科技,0.5425,44.47,45.11,1.44,胜
300968,格林精密,0.5424,10.74,10.64,-0.93,负
002907,华森制药,0.5424,13.09,13.02,-0.53,负
688162,巨一科技,0.5422,25.38,25.19,-0.75,负
600929,雪天盐业,0.5422,5.0,5.0,0.0,平
688157,松井股份,0.5419,27.83,28.2,1.33,胜
002470,金正大,0.5414,2.17,2.2,1.38,胜
603598,引力传媒,0.5414,20.1,19.75,-1.74,负
688004,博汇科技,0.5413,20.38,20.29,-0.44,负
301111,粤万年青,0.5413,26.75,27.12,1.38,胜
603223,恒通股份,0.5413,10.37,10.41,0.39,胜
000429,粤高速Ａ,0.541,13.69,13.6,-0.66,负
002666,德联集团,0.541,4.26,4.25,-0.23,负
300980,祥源新材,0.541,27.22,27.02,-0.73,负
300556,丝路视觉,0.5408,20.17,19.9,-1.34,负
002631,德尔未来,0.5408,8.17,8.34,2.08,胜
301033,迈普医学,0.5407,48.96,48.78,-0.37,负
600643,爱建集团,0.5407,4.12,4.1,-0.49,负
002897,意华股份,0.5407,94.1,94.5,0.43,胜
920821,则成电子,0.5405,22.63,22.6,-0.13,负
688681,科汇股份,0.5405,15.25,15.01,-1.57,负
603279,景津装备,0.5405,12.97,12.96,-0.08,负
688077,大地熊,0.5404,31.15,31.01,-0.45,负
300984,金沃股份,0.5404,54.63,54.3,-0.6,负
688779,五矿新能,0.5403,9.18,9.12,-0.65,负
603301,振德医疗,0.5402,86.46,86.25,-0.24,负
600843,上工申贝,0.5402,7.8,7.96,2.05,胜
300663,科蓝软件,0.5402,7.53,7.46,-0.93,负
688631,莱斯信息,0.5402,48.5,47.65,-1.75,负
600743,华远控股,0.5401,2.21,2.19,-0.9,负
688680,海优新材,0.5401,45.12,45.12,0.0,平
300163,先锋新材,0.54,6.2,6.18,-0.32,负
300816,艾可蓝,0.54,87.7,87.0,-0.8,负
301231,荣信文化,0.5398,35.6,34.9,-1.97,负
600037,歌华有线,0.5398,6.7,6.7,0.0,平
002848,高斯贝尔,0.5397,14.3,14.15,-1.05,负
002870,香山股份,0.5397,38.98,38.99,0.03,胜
002692,远程股份,0.5396,4.1,4.11,0.24,胜
000541,佛山照明,0.5396,5.05,5.0,-0.99,负
002635,安洁科技,0.5396,18.1,17.93,-0.94,负
688098,申联生物,0.5395,8.64,8.78,1.62,胜
301188,力诺药包,0.5394,68.2,68.0,-0.29,负
688270,ST臻镭,0.5393,80.2,77.61,-3.23,负
688301,奕瑞科技,0.5393,110.76,110.76,0.0,平
688318,财富趋势,0.5392,82.86,81.0,-2.24,负
300726,宏达电子,0.5392,86.38,84.45,-2.23,负
002423,中粮资本,0.5391,9.24,9.23,-0.11,负
301613,新铝时代,0.5391,39.74,39.84,0.25,胜
300619,金银河,0.539,40.29,40.06,-0.57,负
001268,联合精密,0.5388,38.59,38.6,0.03,胜
002167,东方锆业,0.5387,17.74,19.51,9.98,胜
603995,甬金股份,0.5387,24.25,24.36,0.45,胜
600893,航发动力,0.5383,41.6,41.42,-0.43,负
603177,德创环保,0.5383,11.2,10.63,-5.09,负
301072,中捷精工,0.5383,39.85,38.74,-2.79,负
300843,胜蓝股份,0.5382,133.89,136.72,2.11,胜
605258,协和电子,0.5381,36.3,36.22,-0.22,负
300293,蓝英装备,0.5381,18.25,18.26,0.05,胜
300834,星辉环材,0.5381,48.9,48.93,0.06,胜
301067,显盈科技,0.538,36.95,36.94,-0.03,负
300727,润禾材料,0.538,35.45,36.95,4.23,胜
601990,南京证券,0.5379,6.84,6.8,-0.58,负
603956,威派格,0.5378,5.17,5.17,0.0,平
601399,国机重装,0.5378,3.73,3.75,0.54,胜
002309,中利集团,0.5377,3.12,3.07,-1.6,负
300860,锋尚文化,0.5377,26.1,26.09,-0.04,负
300056,中创环保,0.5376,8.28,8.2,-0.97,负
002617,露笑科技,0.5375,9.58,9.4,-1.88,负
688055,龙腾光电,0.5375,5.4,5.35,-0.93,负
300570,太辰光,0.5373,281.18,274.0,-2.55,负
920092,汉鑫科技,0.5371,31.99,31.73,-0.81,负
605005,合兴股份,0.537,16.66,16.65,-0.06,负
920932,科达自控,0.537,14.8,14.8,0.0,平
920112,巴兰仕,0.5369,25.48,25.45,-0.12,负
000524,岭南控股,0.5369,8.86,8.8,-0.68,负
301132,满坤科技,0.5369,48.49,48.0,-1.01,负
603010,万盛股份,0.5369,13.81,13.77,-0.29,负
002290,禾盛新材,0.5369,87.13,87.13,0.0,平
301098,金埔园林,0.5367,8.7,8.82,1.38,胜
002875,安奈儿,0.5366,16.54,16.42,-0.73,负
920753,天纺标,0.5366,18.66,18.5,-0.86,负
300326,ST凯利,0.5366,6.06,5.97,-1.49,负
603191,望变电气,0.5366,18.08,17.9,-1.0,负
920580,科创新材,0.5365,13.05,12.91,-1.07,负
000848,承德露露,0.5365,7.62,7.62,0.0,平
600756,浪潮软件,0.5365,13.6,13.46,-1.03,负
688788,科思科技,0.5363,43.55,40.06,-8.01,负
000681,视觉中国,0.5361,23.02,22.7,-1.39,负
603065,宿迁联盛,0.5361,17.18,17.0,-1.05,负
601577,长沙银行,0.536,9.15,9.14,-0.11,负
002590,万安科技,0.536,10.71,10.67,-0.37,负
301133,金钟股份,0.536,39.6,39.6,0.0,平
002783,凯龙股份,0.536,7.37,7.33,-0.54,负
000691,亚太实业,0.536,11.61,11.73,1.03,胜
003000,劲仔食品,0.5359,10.13,10.2,0.69,胜
000608,阳光股份,0.5359,7.64,7.55,-1.18,负
603315,福鞍股份,0.5357,16.99,16.99,0.0,平
000831,中国稀土,0.5356,66.3,65.0,-1.96,负
920748,路桥信息,0.5356,24.55,23.99,-2.28,负
688795,摩尔线程-U,0.5356,670.5,661.0,-1.42,负
002987,京北方,0.5355,11.54,11.46,-0.69,负
688265,南模生物,0.5355,31.69,31.57,-0.38,负
688513,苑东生物,0.5355,43.39,43.59,0.46,胜
301087,可孚医疗,0.5355,44.8,44.89,0.2,胜
688789,宏华数科,0.5354,52.37,53.0,1.2,胜
600397,江钨装备,0.5352,22.22,24.44,9.99,胜
000506,招金黄金,0.5351,15.04,14.95,-0.6,负
300622,博士眼镜,0.5351,15.85,15.6,-1.58,负
601858,中国科传,0.5351,20.28,20.0,-1.38,负
600536,中国软件,0.5349,30.22,30.3,0.26,胜
688252,天德钰,0.5349,22.57,22.5,-0.31,负
300610,晨化股份,0.5348,10.67,10.6,-0.66,负
300497,富祥股份,0.5348,20.66,20.9,1.16,胜
603800,洪田股份,0.5348,76.69,75.08,-2.1,负
603668,天马科技,0.5347,12.24,12.21,-0.25,负
688639,华恒生物,0.5347,21.0,20.99,-0.05,负
603276,恒兴新材,0.5346,15.85,15.85,0.0,平
920693,阿为特,0.5345,26.98,27.22,0.89,胜
603310,巍华新材,0.5344,15.59,15.49,-0.64,负
300787,海能实业,0.5344,9.74,9.67,-0.72,负
688573,信宇人,0.5343,19.37,19.17,-1.03,负
920046,亿能电力,0.534,24.8,24.41,-1.57,负
600285,羚锐制药,0.5339,19.93,19.75,-0.9,负
002272,川润股份,0.5334,22.61,23.28,2.96,胜
001324,长青科技,0.5334,18.8,18.76,-0.21,负
001367,海森药业,0.5333,20.04,19.86,-0.9,负
002965,祥鑫科技,0.5332,43.47,43.59,0.28,胜
688126,沪硅产业,0.5331,33.9,33.0,-2.65,负
000552,甘肃能化,0.5331,2.47,2.45,-0.81,负
300917,特发服务,0.5331,26.14,25.77,-1.42,负
002651,利君股份,0.5331,7.88,7.81,-0.89,负
300554,三超新材,0.533,31.48,31.28,-0.64,负
603029,天鹅股份,0.5329,15.08,15.1,0.13,胜
603041,XD美思德,0.5329,11.15,11.14,-0.09,负
688619,罗普特,0.5328,17.74,17.65,-0.51,负
002966,苏州银行,0.5328,7.67,7.66,-0.13,负
603055,台华新材,0.5328,8.11,8.09,-0.25,负
002075,沙钢股份,0.5327,3.73,3.71,-0.54,负
002179,中航光电,0.5326,42.73,42.74,0.02,胜
600120,浙江东方,0.5325,4.67,4.64,-0.64,负
003012,东鹏控股,0.5325,4.71,4.7,-0.21,负
300274,阳光电源,0.5324,163.46,161.0,-1.5,负
688816,易思维,0.5324,64.78,64.9,0.19,胜
300302,同有科技,0.5324,51.58,50.62,-1.86,负
002204,大连重工,0.5323,5.55,5.69,2.52,胜
601168,西部矿业,0.5322,33.37,32.77,-1.8,负
002613,北玻股份,0.5322,5.0,4.96,-0.8,负
002645,华宏科技,0.5322,35.97,35.26,-1.97,负
300553,集智股份,0.5321,79.26,77.66,-2.02,负
600854,春兰股份,0.532,4.34,4.28,-1.38,负
000807,云铝股份,0.5316,25.99,25.54,-1.73,负
600123,兰花科创,0.5316,6.11,6.06,-0.82,负
600105,永鼎股份,0.5316,63.7,63.7,0.0,平
600425,青松建化,0.5315,3.5,3.5,0.0,平
300720,海川智能,0.5315,83.94,82.0,-2.31,负
603701,德宏股份,0.5312,22.33,22.39,0.27,胜
300072,海新能科,0.5312,3.55,3.53,-0.56,负
002960,青鸟智控,0.5312,8.95,8.88,-0.78,负
003028,振邦智能,0.5312,24.25,24.25,0.0,平
605058,澳弘电子,0.5312,40.31,40.33,0.05,胜
688398,XD赛特新,0.5311,27.19,27.39,0.74,胜
002073,软控股份,0.5311,5.4,5.4,0.0,平
300288,朗玛信息,0.5311,9.59,9.54,-0.52,负
603818,曲美家居,0.5311,3.03,3.04,0.33,胜
600019,宝钢股份,0.531,5.75,5.75,0.0,平
601888,中国中免,0.5309,56.79,56.0,-1.39,负
920564,天润科技,0.5309,18.27,18.27,0.0,平
600320,振华重工,0.5309,4.5,4.52,0.44,胜
301118,恒光股份,0.5308,30.8,30.8,0.0,平
001256,炜冈科技,0.5306,25.38,25.1,-1.1,负
000027,深圳能源,0.5305,7.02,6.96,-0.85,负
001313,粤海饲料,0.5305,7.56,7.49,-0.93,负
920058,华洋赛车,0.5305,21.8,21.69,-0.5,负
601838,成都银行,0.5304,18.39,18.34,-0.27,负
301170,锡南科技,0.5304,23.3,23.14,-0.69,负
002475,立讯精密,0.5304,68.4,68.39,-0.01,负
002206,海 利 得,0.5303,5.63,5.59,-0.71,负
920475,三友科技,0.5303,13.36,13.3,-0.45,负
688592,司南导航,0.5303,39.27,38.93,-0.87,负
000930,中粮科技,0.5303,4.72,4.71,-0.21,负
300459,汤姆猫,0.5301,3.6,3.58,-0.56,负
300993,玉马科技,0.5301,10.21,10.19,-0.2,负
300808,久量股份,0.53,23.69,23.46,-0.97,负
603317,天味食品,0.5298,13.42,13.5,0.6,胜
600467,好当家,0.5297,2.13,2.13,0.0,平
603323,苏农银行,0.5297,4.15,4.14,-0.24,负
002812,恩捷股份,0.5296,72.05,72.0,-0.07,负
300333,兆日科技,0.5296,10.34,10.09,-2.42,负
301668,昊创瑞通,0.5296,36.05,36.14,0.25,胜
002739,儒意电影,0.5295,8.04,8.05,0.12,胜
300257,开山股份,0.5293,27.46,27.69,0.84,胜
605580,恒盛能源,0.529,26.43,27.99,5.9,胜
002775,文科股份,0.529,3.87,3.88,0.26,胜
301135,瑞德智能,0.5289,17.97,17.91,-0.33,负
603960,克来机电,0.5289,20.43,20.84,2.01,胜
600770,综艺股份,0.5289,5.89,5.82,-1.19,负
000880,潍柴重机,0.5288,26.29,25.7,-2.24,负
000973,佛塑科技,0.5285,16.19,15.92,-1.67,负
300604,长川科技,0.5284,268.49,269.98,0.55,胜
920188,悦龙科技,0.5283,25.09,25.09,0.0,平
688030,山石网科,0.5282,17.11,16.95,-0.94,负
301151,冠龙节能,0.5281,20.09,20.1,0.05,胜
300322,硕贝德,0.5281,28.91,29.81,3.11,胜
688236,春立医疗,0.528,14.74,14.99,1.7,胜
688509,正元地信,0.5279,4.75,4.75,0.0,平
600470,六国化工,0.5278,5.91,6.16,4.23,胜
688345,博力威,0.5278,53.67,53.24,-0.8,负
000738,航发控制,0.5276,19.24,19.0,-1.25,负
688131,皓元医药,0.5276,86.1,86.1,0.0,平
002442,龙星科技,0.5275,5.64,5.6,-0.71,负
301333,诺思格,0.5275,49.05,48.8,-0.51,负
603332,苏州龙杰,0.5275,11.38,11.36,-0.18,负
688106,金宏气体,0.5275,32.81,33.13,0.98,胜
601117,中国化学,0.5274,8.42,8.34,-0.95,负
603611,诺力股份,0.5274,17.44,17.31,-0.75,负
300926,博俊科技,0.527,19.13,19.13,0.0,平
603312,西典新能,0.527,37.52,37.72,0.53,胜
000650,仁和药业,0.5269,5.15,5.13,-0.39,负
688203,海正生材,0.5269,11.05,10.91,-1.27,负
300071,福石控股,0.5268,3.92,3.9,-0.51,负
688486,龙迅股份,0.5268,54.49,54.4,-0.17,负
920181,赛英电子,0.5268,103.43,104.0,0.55,胜
688153,唯捷创芯,0.5268,30.96,30.56,-1.29,负
002861,瀛通通讯,0.5268,20.1,20.15,0.25,胜
002418,康盛股份,0.5267,4.66,5.13,10.09,胜
688302,海创药业-U,0.5267,34.64,34.61,-0.09,负
300062,中能电气,0.5267,6.2,6.19,-0.16,负
603722,阿科力,0.5266,38.28,38.0,-0.73,负
000726,鲁  泰Ａ,0.5265,5.74,5.72,-0.35,负
001221,悍高集团,0.5265,43.8,43.5,-0.68,负
000757,浩物股份,0.5264,3.75,3.71,-1.07,负
300848,美瑞新材,0.5264,14.93,14.9,-0.2,负
301500,飞南资源,0.5263,29.98,29.42,-1.87,负
300360,炬华科技,0.5263,12.44,12.4,-0.32,负
920163,方大新材,0.5263,10.16,10.14,-0.2,负
688585,上纬新材,0.5263,162.59,161.58,-0.62,负
688037,芯源微,0.5263,288.12,282.02,-2.12,负
688510,航亚科技,0.5262,26.02,26.03,0.04,胜
920174,五新智能,0.5262,34.31,34.27,-0.12,负
001278,一彬科技,0.5262,16.96,16.88,-0.47,负
600617,国新能源,0.5262,2.9,2.9,0.0,平
300437,清水源,0.5261,13.09,12.91,-1.38,负
002104,恒宝股份,0.5261,11.46,11.55,0.79,胜
300341,麦克奥迪,0.5258,15.43,15.36,-0.45,负
301106,骏成科技,0.5257,22.65,22.42,-1.02,负
300018,中元股份,0.5257,13.71,13.78,0.51,胜
301293,三博脑科,0.5257,53.07,52.66,-0.77,负
300826,测绘股份,0.5256,15.17,15.0,-1.12,负
300408,三环集团,0.5255,156.11,155.75,-0.23,负
603091,众鑫股份,0.5254,68.07,67.74,-0.48,负
601216,君正集团,0.5253,5.06,5.06,0.0,平
000720,新能泰山,0.5253,4.07,4.03,-0.98,负
002771,真视通,0.5252,14.38,14.38,0.0,平
301519,舜禹股份,0.5252,11.98,11.85,-1.09,负
603779,威龙股份,0.5251,8.1,8.1,0.0,平
603198,迎驾贡酒,0.525,32.14,32.0,-0.44,负
603861,白云电器,0.525,15.36,15.2,-1.04,负
000881,中广核技,0.5249,6.79,6.7,-1.33,负
603888,新华网,0.5249,19.13,18.94,-0.99,负
301097,天益医疗,0.5248,38.11,38.06,-0.13,负
002377,国创高新,0.5248,2.69,2.67,-0.74,负
002819,东方中科,0.5248,21.44,21.19,-1.17,负
605155,西大门,0.5246,13.6,13.58,-0.15,负
600787,中储股份,0.5246,4.5,4.5,0.0,平
002768,国恩股份,0.5246,52.95,53.51,1.06,胜
688443,智翔金泰-U,0.5245,21.29,21.3,0.05,胜
003004,声迅股份,0.5244,71.6,70.11,-2.08,负
300485,赛升药业,0.5244,8.19,8.18,-0.12,负
300421,力星股份,0.5244,19.8,19.75,-0.25,负
601929,吉视传媒,0.5243,2.36,2.34,-0.85,负
601188,龙江交通,0.5243,2.93,2.92,-0.34,负
688211,中科微至,0.5242,34.06,33.77,-0.85,负
301041,金百泽,0.5242,37.61,37.61,0.0,平
301149,隆华新材,0.5242,12.1,12.03,-0.58,负
603667,五洲新春,0.5242,65.77,65.12,-0.99,负
603881,数据港,0.5241,33.38,27.85,-16.57,负
002939,长城证券,0.5239,8.68,8.64,-0.46,负
002555,三七互娱,0.5239,18.26,18.05,-1.15,负
301449,天溯计量,0.5238,41.9,41.66,-0.57,负
300378,鼎捷数智,0.5238,38.74,38.09,-1.68,负
301060,兰卫医学,0.5236,8.65,8.66,0.12,胜
002520,日发精机,0.5236,6.74,6.67,-1.04,负
001325,元创股份,0.5235,39.04,39.51,1.2,胜
002135,东南网架,0.5235,7.17,7.18,0.14,胜
002029,七 匹 狼,0.5234,8.39,8.26,-1.55,负
605178,时空科技,0.5233,70.45,69.43,-1.45,负
301095,广立微,0.5233,98.1,97.49,-0.62,负
688339,亿华通-U,0.5233,20.34,20.39,0.25,胜
301220,亚香股份,0.5233,34.59,34.58,-0.03,负
600208,衢州发展,0.5232,3.18,3.15,-0.94,负
603197,保隆科技,0.5232,28.86,28.9,0.14,胜
600486,扬农化工,0.5231,56.84,56.8,-0.07,负
600203,福日电子,0.523,12.33,12.18,-1.22,负
301459,丰茂股份,0.523,34.14,33.94,-0.59,负
300977,深圳瑞捷,0.523,17.21,17.05,-0.93,负
000800,一汽解放,0.5229,6.14,6.13,-0.16,负
300107,建新股份,0.5229,6.06,6.05,-0.17,负
300229,拓尔思,0.5228,16.24,16.0,-1.48,负
002937,兴瑞科技,0.5228,41.6,42.93,3.2,胜
003043,华亚智能,0.5226,82.9,82.26,-0.77,负
605567,春雪食品,0.5226,8.6,8.57,-0.35,负
603429,*ST集友,0.5226,10.87,10.77,-0.92,负
301439,泓淋电力,0.5226,17.44,17.3,-0.8,负
000420,吉林化纤,0.5225,4.35,4.31,-0.92,负
300022,吉峰科技,0.5225,7.38,7.33,-0.68,负
301378,通达海,0.5225,27.2,27.2,0.0,平
600641,先导基电,0.5223,36.01,36.9,2.47,胜
300458,全志科技,0.5223,35.58,35.21,-1.04,负
000833,粤桂股份,0.5222,24.13,24.39,1.08,胜
603578,三星新材,0.5221,13.97,13.84,-0.93,负
002674,兴业科技,0.522,19.69,21.66,10.01,胜
688589,力合微,0.522,20.69,20.72,0.14,胜
002138,顺络电子,0.522,73.44,72.2,-1.69,负
605368,蓝天燃气,0.5219,6.57,6.57,0.0,平
601009,南京银行,0.5218,10.83,10.85,0.18,胜
600790,轻纺城,0.5218,3.56,3.55,-0.28,负
600207,安彩高科,0.5217,6.12,6.06,-0.98,负
603759,海天股份,0.5216,7.33,7.34,0.14,胜
688323,瑞华泰,0.5215,62.23,60.66,-2.52,负
000709,河钢股份,0.5215,2.08,2.08,0.0,平
688292,浩瀚深度,0.5215,20.48,20.75,1.32,胜
600833,第一医药,0.5214,9.79,9.76,-0.31,负
300605,恒锋信息,0.5213,10.31,10.35,0.39,胜
688580,伟思医疗,0.5212,53.91,53.01,-1.67,负
603290,斯达半导,0.5212,135.59,134.63,-0.71,负
301389,隆扬电子,0.5211,98.9,101.0,2.12,胜
605286,同力天启,0.5209,28.72,28.6,-0.42,负
002830,名雕股份,0.5208,16.15,16.36,1.3,胜
300401,花园生物,0.5208,19.87,21.43,7.85,胜
688239,航宇科技,0.5208,58.49,57.53,-1.64,负
002101,广东鸿图,0.5207,8.48,8.48,0.0,平
002554,惠博普,0.5207,3.26,3.27,0.31,胜
603339,四方科技,0.5206,13.83,14.18,2.53,胜
688622,*ST禾信,0.5204,137.0,138.99,1.45,胜
603261,立航科技,0.5204,46.69,44.39,-4.93,负
920522,纳科诺尔,0.5203,27.47,27.29,-0.66,负
300518,新迅达,0.5202,31.77,31.27,-1.57,负
002537,海联金汇,0.5202,5.97,5.91,-1.01,负
603579,荣泰健康,0.5202,19.42,19.53,0.57,胜
002716,湖南白银,0.5201,9.6,9.46,-1.46,负
603398,*ST沐邦,0.5199,14.58,14.4,-1.23,负
300283,温州宏丰,0.5199,25.53,25.91,1.49,胜
002245,蔚蓝锂芯,0.5198,22.16,21.81,-1.58,负
301279,金道科技,0.5198,22.67,22.72,0.22,胜
688049,炬芯科技,0.5198,45.84,45.7,-0.31,负
600727,鲁北化工,0.5197,7.94,7.85,-1.13,负
688266,泽璟制药-U,0.5196,88.23,87.5,-0.83,负
301004,嘉益股份,0.5196,34.34,33.92,-1.22,负
600830,香溢融通,0.5196,8.51,8.44,-0.82,负
300862,蓝盾光电,0.5196,21.27,21.08,-0.89,负
688697,纽威数控,0.5196,14.19,14.3,0.78,胜
003011,海象新材,0.5195,19.1,19.07,-0.16,负
688498,源杰科技,0.5193,1873.5,1855.0,-0.99,负
600749,西藏旅游,0.5192,14.78,14.66,-0.81,负
603271,永杰新材,0.5192,47.7,48.9,2.52,胜
688458,美芯晟,0.5191,40.62,40.6,-0.05,负
688608,恒玄科技,0.5191,155.9,154.52,-0.89,负
603109,神驰机电,0.519,17.96,18.02,0.33,胜
603173,福斯达,0.519,35.7,35.7,0.0,平
002760,凤形股份,0.5189,17.88,17.83,-0.28,负
301129,瑞纳智能,0.5189,22.9,22.77,-0.57,负
002049,紫光国微,0.5189,81.96,81.7,-0.32,负
688455,科捷智能,0.5188,20.12,20.15,0.15,胜
688070,纵横股份,0.5188,39.01,39.0,-0.03,负
301638,南网数字,0.5187,26.06,25.85,-0.81,负
688097,博众精工,0.5186,63.3,63.33,0.05,胜
000059,华锦股份,0.5185,4.11,4.1,-0.24,负
603376,大明电子,0.5185,26.27,26.39,0.46,胜
688692,达梦数据,0.5185,268.14,267.5,-0.24,负
002957,科瑞技术,0.5185,57.45,55.75,-2.96,负
600178,东安动力,0.5184,9.98,9.89,-0.9,负
688081,兴图新科,0.5184,48.41,48.57,0.33,胜
000428,华天酒店,0.5183,3.24,3.23,-0.31,负
920089,禾昌聚合,0.5183,11.23,11.45,1.96,胜
001239,永达股份,0.5183,14.94,14.83,-0.74,负
300259,新天科技,0.5183,5.37,5.46,1.68,胜
300856,科思股份,0.5181,11.26,11.18,-0.71,负
301429,森泰股份,0.5181,17.44,17.41,-0.17,负
002615,哈尔斯,0.5181,6.66,6.66,0.0,平
603978,深圳新星,0.518,29.48,29.04,-1.49,负
300682,朗新科技,0.518,11.39,11.31,-0.7,负
300686,智动力,0.518,20.04,19.84,-1.0,负
600887,伊利股份,0.5179,24.63,24.56,-0.28,负
603885,吉祥航空,0.5179,10.51,10.4,-1.05,负
000925,众合科技,0.5179,8.53,8.51,-0.23,负
300756,金马游乐,0.5179,31.5,31.18,-1.02,负
300855,图南股份,0.5178,34.18,34.09,-0.26,负
000921,海信家电,0.5177,26.9,26.76,-0.52,负
300370,安控科技,0.5177,2.18,2.16,-0.92,负
000036,华联控股,0.5177,4.97,4.93,-0.8,负
688148,芳源股份,0.5176,9.45,9.36,-0.95,负
000008,神州高铁,0.5176,2.46,2.45,-0.41,负
688375,国博电子,0.5176,97.0,94.6,-2.47,负
688269,凯立新材,0.5175,35.69,35.6,-0.25,负
300190,维尔利,0.5175,4.08,4.06,-0.49,负
601326,秦港股份,0.5174,3.31,3.3,-0.3,负
688255,凯尔达,0.5173,29.45,29.3,-0.51,负
688308,欧科亿,0.5173,200.73,195.71,-2.5,负
301606,绿联科技,0.5171,62.85,62.86,0.02,胜
300219,鸿利智汇,0.517,9.27,9.18,-0.97,负
600288,大恒科技,0.5169,13.01,13.04,0.23,胜
002354,天娱数科,0.5168,8.5,8.51,0.12,胜
600690,海尔智家,0.5168,19.98,20.07,0.45,胜
301024,霍普股份,0.5168,44.4,45.24,1.89,胜
301051,信濠光电,0.5168,15.65,15.5,-0.96,负
002536,飞龙股份,0.5168,43.07,45.95,6.69,胜
688737,中自科技,0.5167,26.3,26.58,1.06,胜
002088,鲁阳节能,0.5166,8.78,8.76,-0.23,负
002593,日上集团,0.5165,4.3,4.26,-0.93,负
688283,坤恒顺维,0.5165,34.8,34.51,-0.83,负
600984,建设机械,0.5165,3.99,3.97,-0.5,负
688259,创耀科技,0.5164,38.39,38.0,-1.02,负
688411,海博思创,0.5164,286.98,283.4,-1.25,负
601958,金钼股份,0.5163,30.47,31.45,3.22,胜
300633,开立医疗,0.5163,18.87,18.75,-0.64,负
002818,富森美,0.5163,11.39,11.4,0.09,胜
688416,恒烁股份,0.5162,151.04,151.0,-0.03,负
002857,三晖电气,0.5162,17.7,17.68,-0.11,负
688180,君实生物-U,0.5161,30.15,29.98,-0.56,负
600162,香江控股,0.5159,3.94,3.92,-0.51,负
