代码,名称,综合得分,选股日价格,次日开盘价,次日收益%,胜负
300758,七彩化学,0.6379,13.54,13.57,0.22,胜
001236,弘业期货,0.6379,7.81,7.77,-0.51,负
000657,中钨高新,0.6374,108.33,113.99,5.22,胜
002197,证通电子,0.6373,6.39,6.31,-1.25,负
688503,聚和材料,0.6372,97.92,98.36,0.45,胜
300951,博硕科技,0.637,58.28,56.93,-2.32,负
603201,常润股份,0.637,20.39,20.07,-1.57,负
600839,四川长虹,0.6367,6.89,6.85,-0.58,负
002552,宝鼎科技,0.6366,76.68,76.67,-0.01,负
300916,朗特智能,0.6366,25.04,24.56,-1.92,负
688551,科威尔,0.6363,68.64,68.95,0.45,胜
600390,五矿资本,0.6362,4.91,4.88,-0.61,负
002202,金风科技,0.6358,22.94,22.63,-1.35,负
301557,常友科技,0.6357,94.09,94.0,-0.1,负
605166,聚合顺,0.6356,10.46,10.31,-1.43,负
002387,维信诺,0.6352,8.29,8.14,-1.81,负
603123,翠微股份,0.6348,9.29,9.45,1.72,胜
000962,东方钽业,0.6347,69.31,75.04,8.27,胜
600769,祥龙电业,0.6345,21.08,21.72,3.04,胜
300537,广信材料,0.6339,31.09,31.52,1.38,胜
300781,因赛集团,0.6338,29.65,29.22,-1.45,负
300014,亿纬锂能,0.6337,70.23,69.99,-0.34,负
000811,冰轮环境,0.6337,44.19,45.13,2.13,胜
603380,易德龙,0.6335,45.13,43.57,-3.46,负
688685,XD迈信林,0.6335,43.18,42.75,-1.0,负
000686,东北证券,0.6333,8.36,8.3,-0.72,负
600318,新力金融,0.6333,6.59,6.51,-1.21,负
600497,驰宏锌锗,0.6331,11.31,11.88,5.04,胜
688558,国盛智科,0.6331,33.02,32.58,-1.33,负
600958,东方证券,0.633,9.76,9.75,-0.1,负
300490,华自科技,0.633,15.12,14.97,-0.99,负
002142,宁波银行,0.6328,30.81,30.83,0.06,胜
002549,凯美特气,0.6326,16.97,17.28,1.83,胜
301386,未来电器,0.6326,21.9,21.9,0.0,平
688478,晶升股份,0.6325,92.68,88.3,-4.73,负
000889,中嘉博创,0.6322,4.26,4.09,-3.99,负
688678,福立旺,0.6321,23.32,23.39,0.3,胜
000969,安泰科技,0.6315,26.43,27.0,2.16,胜
300738,奥飞数据,0.6312,22.0,21.68,-1.45,负
300260,新莱应材,0.6312,82.21,80.95,-1.53,负
301292,海科新源,0.6312,80.84,80.78,-0.07,负
603020,爱普股份,0.6311,14.87,15.07,1.34,胜
600026,中远海能,0.6308,20.44,20.62,0.88,胜
603235,天新药业,0.6304,22.87,22.72,-0.66,负
603110,东方材料,0.6303,25.22,24.98,-0.95,负
688521,芯原股份,0.6301,284.0,278.0,-2.11,负
301013,利和兴,0.6298,67.88,67.72,-0.24,负
002346,柘中股份,0.6297,20.27,20.6,1.63,胜
603890,春秋电子,0.6294,27.72,28.44,2.6,胜
600966,博汇纸业,0.6293,5.24,5.24,0.0,平
002725,跃岭股份,0.6292,13.53,13.4,-0.96,负
300731,科创新源,0.6291,61.64,62.0,0.58,胜
300304,云意电气,0.6289,18.62,18.2,-2.26,负
301138,华研精机,0.6289,31.85,31.41,-1.38,负
920100,三协电机,0.6289,41.56,41.54,-0.05,负
603400,华之杰,0.6289,58.41,58.5,0.15,胜
605133,嵘泰股份,0.6287,34.68,34.31,-1.07,负
300929,华骐环保,0.6287,11.29,11.3,0.09,胜
600150,中国船舶,0.6285,37.33,37.5,0.46,胜
600261,阳光照明,0.6283,3.21,3.19,-0.62,负
301666,大普微-UW,0.628,763.46,745.0,-2.42,负
603181,皇马科技,0.628,16.46,16.61,0.91,胜
688657,浩辰软件,0.6277,37.47,38.75,3.42,胜
002921,联诚精密,0.6276,23.45,23.9,1.92,胜
002051,中工国际,0.6275,13.23,13.2,-0.23,负
688158,优刻得-W,0.627,39.77,40.0,0.58,胜
300349,金卡智能,0.627,12.28,12.05,-1.87,负
600909,华安证券,0.6269,9.52,9.53,0.11,胜
002158,汉钟精机,0.6268,34.34,35.2,2.5,胜
001217,华尔泰,0.6266,9.26,9.17,-0.97,负
000928,中钢国际,0.6263,5.67,5.61,-1.06,负
002709,天赐材料,0.6262,55.92,55.61,-0.55,负
601518,吉林高速,0.6261,2.95,2.93,-0.68,负
000917,电广传媒,0.626,7.58,7.7,1.58,胜
301631,壹连科技,0.6257,81.14,82.48,1.65,胜
300748,金力永磁,0.6256,34.39,34.12,-0.79,负
688261,东微半导,0.6254,97.5,97.5,0.0,平
688212,澳华内镜,0.6253,29.3,29.05,-0.85,负
688233,神工股份,0.6252,128.54,128.93,0.3,胜
688611,杭州柯林,0.6252,74.0,74.56,0.76,胜
601788,光大证券,0.625,15.05,15.08,0.2,胜
002373,千方科技,0.6248,7.76,7.75,-0.13,负
603313,梦百合,0.6248,5.4,5.38,-0.37,负
688683,莱尔科技,0.6241,40.18,40.2,0.05,胜
603299,苏盐井神,0.6241,9.48,9.47,-0.11,负
600460,士兰微,0.6241,44.8,45.2,0.89,胜
688525,佰维存储,0.6239,406.31,400.0,-1.55,负
300773,拉卡拉,0.6234,17.9,17.62,-1.56,负
300467,迅游科技,0.6233,36.45,36.01,-1.21,负
002970,锐明技术,0.6232,64.2,63.37,-1.29,负
603980,吉华集团,0.6232,6.36,6.38,0.31,胜
600961,株冶集团,0.6231,31.7,34.87,10.0,胜
300690,双一科技,0.6229,24.16,23.88,-1.16,负
600478,科力远,0.6228,5.85,5.83,-0.34,负
601991,大唐发电,0.6227,8.37,8.22,-1.79,负
300766,每日互动,0.6224,24.47,24.1,-1.51,负
000031,大悦城,0.6223,2.35,2.33,-0.85,负
002736,国信证券,0.6222,10.37,10.38,0.1,胜
601677,明泰铝业,0.6222,17.2,16.9,-1.74,负
603082,北自科技,0.622,45.13,43.82,-2.9,负
002723,小崧股份,0.6218,9.07,9.09,0.22,胜
603026,石大胜华,0.6217,95.58,93.53,-2.14,负
605376,博迁新材,0.6213,245.89,238.0,-3.21,负
600016,民生银行,0.6212,3.49,3.49,0.0,平
002155,湖南黄金,0.6209,29.15,28.55,-2.06,负
002539,云图控股,0.6208,12.6,12.91,2.46,胜
600805,悦达投资,0.6206,4.55,4.5,-1.1,负
002842,翔鹭钨业,0.6201,52.49,51.91,-1.1,负
300938,信测标准,0.6196,43.79,43.98,0.43,胜
603660,苏州科达,0.6195,13.2,13.43,1.74,胜
002821,凯莱英,0.6194,125.81,125.1,-0.56,负
000967,盈峰环境,0.6194,10.45,10.5,0.48,胜
301042,安联锐视,0.6194,74.0,74.0,0.0,平
603058,永吉股份,0.6194,9.74,9.65,-0.92,负
688028,沃尔德,0.6192,126.7,127.0,0.24,胜
300676,华大基因,0.619,36.58,36.58,0.0,平
603566,普莱柯,0.6189,10.24,10.18,-0.59,负
688557,兰剑智能,0.6189,31.4,31.31,-0.29,负
688057,金达莱,0.6187,13.73,14.0,1.97,胜
603533,掌阅科技,0.6182,22.92,22.92,0.0,平
600366,宁波韵升,0.618,15.13,15.0,-0.86,负
002430,杭氧股份,0.6174,27.6,27.83,0.83,胜
688727,恒坤新材,0.6174,59.5,61.7,3.7,胜
301285,鸿日达,0.6171,127.75,127.63,-0.09,负
688041,海光信息,0.6171,327.3,324.0,-1.01,负
688179,阿拉丁,0.617,22.78,22.65,-0.57,负
002849,威星智能,0.6168,17.44,17.27,-0.97,负
301626,苏州天脉,0.6167,337.97,340.65,0.79,胜
688227,品高股份,0.6165,100.37,99.0,-1.36,负
000668,荣丰控股,0.6164,23.43,23.12,-1.32,负
688335,复洁科技,0.6164,31.2,30.68,-1.67,负
920445,龙竹科技,0.6162,7.07,7.09,0.28,胜
688333,铂力特,0.6162,106.0,104.09,-1.8,负
300882,万胜智能,0.616,18.04,17.74,-1.66,负
300939,秋田微,0.6159,71.32,69.5,-2.55,负
600846,同济科技,0.6158,9.59,9.61,0.21,胜
601868,中国能建,0.6155,2.8,2.76,-1.43,负
000830,鲁西化工,0.6155,13.44,13.39,-0.37,负
603166,福达股份,0.6155,16.56,16.55,-0.06,负
000402,金 融 街,0.6154,2.7,2.68,-0.74,负
300736,百邦科技,0.6153,36.94,36.68,-0.7,负
600255,鑫科材料,0.6152,4.44,4.43,-0.23,负
300567,精测电子,0.6152,213.8,210.0,-1.78,负
600410,华胜天成,0.6148,19.3,19.11,-0.98,负
600563,法拉电子,0.6148,172.94,172.0,-0.54,负
600584,长电科技,0.6147,91.33,91.96,0.69,胜
301206,三元生物,0.6142,24.0,24.01,0.04,胜
600739,辽宁成大,0.6141,10.74,10.72,-0.19,负
603915,国茂股份,0.6136,15.31,15.25,-0.39,负
603790,雅运股份,0.6135,26.3,26.0,-1.14,负
301092,争光股份,0.6134,54.98,53.63,-2.46,负
300243,瑞丰高材,0.6131,23.46,23.66,0.85,胜
300386,飞天诚信,0.613,12.17,12.11,-0.49,负
300576,容大感光,0.6126,53.92,55.0,2.0,胜
600333,长春燃气,0.6122,5.38,5.37,-0.19,负
603666,亿嘉和,0.6121,28.16,28.16,0.0,平
300555,ST路通,0.612,13.25,13.18,-0.53,负
300780,德恩精工,0.612,29.68,30.5,2.76,胜
688165,埃夫特-U,0.6117,20.05,19.7,-1.75,负
600517,国网英大,0.6116,5.2,5.13,-1.35,负
301590,优优绿能,0.6113,168.89,169.97,0.64,胜
000035,中国天楹,0.6111,5.24,5.21,-0.57,负
600605,汇通能源,0.611,29.97,29.78,-0.63,负
920726,朱老六,0.611,18.4,18.1,-1.63,负
601616,广电电气,0.6108,3.81,3.79,-0.52,负
000417,合百集团,0.6108,7.74,7.64,-1.29,负
300468,四方精创,0.6107,24.64,24.28,-1.46,负
601059,信达证券,0.6106,16.11,16.1,-0.06,负
600885,宏发股份,0.6105,35.23,35.0,-0.65,负
603052,可川科技,0.6104,91.1,89.79,-1.44,负
300223,北京君正,0.6103,192.75,191.69,-0.55,负
688107,安路科技,0.6102,41.94,41.44,-1.19,负
300668,杰恩股份,0.6099,63.8,62.7,-1.72,负
600926,杭州银行,0.6098,15.59,15.61,0.13,胜
002225,濮耐股份,0.6098,4.51,4.45,-1.33,负
300617,安靠智电,0.6098,59.57,58.94,-1.06,负
002084,海鸥住工,0.6098,3.54,3.52,-0.56,负
300365,恒华科技,0.6098,5.03,4.98,-0.99,负
920725,惠丰钻石,0.6097,110.43,115.64,4.72,胜
688312,燕麦科技,0.6096,95.99,95.99,0.0,平
605168,三人行,0.6095,59.58,61.07,2.5,胜
000997,新 大 陆,0.6095,18.66,18.45,-1.13,负
600367,红星发展,0.6094,62.22,64.68,3.95,胜
601061,中信金属,0.6094,12.54,12.49,-0.4,负
002961,瑞达期货,0.6093,21.8,21.6,-0.92,负
001257,盛龙股份,0.6092,33.81,32.3,-4.47,负
603938,三孚股份,0.609,59.2,64.14,8.34,胜
002741,光华科技,0.6089,41.56,40.0,-3.75,负
300797,钢研纳克,0.6088,14.61,14.44,-1.16,负
002083,孚日股份,0.6087,11.1,10.85,-2.25,负
300320,海达股份,0.6086,9.62,9.62,0.0,平
301122,采纳股份,0.6086,27.06,26.97,-0.33,负
600409,三友化工,0.6085,6.45,6.58,2.02,胜
688199,久日新材,0.6084,32.28,32.28,0.0,平
002774,快意电梯,0.6084,13.0,12.91,-0.69,负
688638,誉辰智能,0.6084,33.45,33.33,-0.36,负
300801,泰和科技,0.6083,28.27,27.9,-1.31,负
601975,招商南油,0.608,4.56,4.55,-0.22,负
000960,锡业股份,0.6079,45.91,48.21,5.01,胜
603106,恒银科技,0.6079,7.35,7.33,-0.27,负
688981,中芯国际,0.6078,145.59,143.58,-1.38,负
688337,普源精电,0.6078,75.0,74.33,-0.89,负
600719,大连热电,0.6077,8.99,8.99,0.0,平
688790,昂瑞微-UW,0.6077,127.7,127.94,0.19,胜
688618,三旺通信,0.6074,34.79,34.65,-0.4,负
000783,长江证券,0.6073,8.6,8.91,3.6,胜
300001,特锐德,0.607,40.36,40.36,0.0,平
603663,三祥新材,0.6069,96.24,100.0,3.91,胜
688063,派能科技,0.6067,59.98,59.5,-0.8,负
601336,新华保险,0.6066,63.31,63.8,0.77,胜
300606,金太阳,0.6065,48.82,48.71,-0.23,负
600406,国电南瑞,0.6064,23.95,23.95,0.0,平
301123,奕东电子,0.6064,119.55,125.0,4.56,胜
688813,泰金新能,0.6062,207.0,216.0,4.35,胜
002404,嘉欣丝绸,0.6061,6.08,6.06,-0.33,负
920045,蘅东光,0.6058,726.5,730.0,0.48,胜
301018,申菱环境,0.6057,109.9,118.0,7.37,胜
603757,大元泵业,0.6055,61.67,67.84,10.0,胜
002782,可立克,0.6054,25.03,24.99,-0.16,负
001326,联域股份,0.6054,69.95,70.2,0.36,胜
002353,杰瑞股份,0.6052,173.66,173.66,0.0,平
300976,达瑞电子,0.6052,90.6,88.88,-1.9,负
603337,杰克科技,0.6052,40.81,40.8,-0.02,负
605089,味知香,0.6051,22.63,22.65,0.09,胜
300624,万兴科技,0.605,58.3,57.38,-1.58,负
605090,九丰能源,0.6049,37.18,38.33,3.09,胜
300819,聚杰微纤,0.6049,71.19,69.91,-1.8,负
002803,吉宏股份,0.6045,23.27,23.27,0.0,平
603815,交建股份,0.6045,5.56,5.47,-1.62,负
002201,九鼎新材,0.6044,13.27,13.01,-1.96,负
002929,润建股份,0.6044,63.85,62.71,-1.79,负
688820,盛合晶微,0.6043,206.04,198.63,-3.6,负
920592,华信永道,0.6042,26.98,26.35,-2.34,负
