代码,名称,综合得分,选股日价格,次日开盘价,次日收益%,胜负
300503,昊志机电,0.462,80.99,80.11,-1.09,负
688283,坤恒顺维,0.4617,35.81,35.86,0.14,胜
300322,硕贝德,0.4615,30.14,30.18,0.13,胜
688048,长光华芯,0.4615,371.5,381.0,2.56,胜
603527,众源新材,0.4613,14.73,14.64,-0.61,负
301616,浙江华业,0.4603,36.99,36.59,-1.08,负
300709,精研科技,0.4599,61.01,61.0,-0.02,负
002686,亿利达,0.4597,5.75,5.72,-0.52,负
002426,胜利精密,0.4595,4.09,4.09,0.0,平
600105,XD永鼎股,0.459,63.09,61.83,-2.0,负
000060,中金岭南,0.4587,7.97,8.04,0.88,胜
300502,新易盛,0.4585,557.88,552.66,-0.94,负
002635,安洁科技,0.4584,18.37,18.3,-0.38,负
688205,德科立,0.4583,237.03,234.15,-1.22,负
600345,长江通信,0.4568,60.53,59.6,-1.54,负
300430,*ST益通,0.4565,5.0,4.96,-0.8,负
002114,罗平锌电,0.4564,7.69,7.67,-0.26,负
000586,汇源通信,0.456,15.49,15.5,0.06,胜
003043,华亚智能,0.4557,80.99,79.83,-1.43,负
600595,中孚实业,0.455,6.24,6.19,-0.8,负
002131,利欧股份,0.455,5.36,5.33,-0.56,负
605060,联德股份,0.4546,50.52,51.3,1.54,胜
002272,川润股份,0.4545,21.09,20.85,-1.14,负
301353,普莱得,0.4544,18.3,18.2,-0.55,负
002514,*ST宝馨,0.454,3.05,3.01,-1.31,负
300818,耐普矿机,0.4538,22.4,22.4,0.0,平
002877,智能自控,0.4534,7.69,7.67,-0.26,负
300112,万讯自控,0.4534,6.63,6.54,-1.36,负
688668,鼎通科技,0.453,408.3,398.0,-2.52,负
600961,株冶集团,0.4524,26.7,26.41,-1.09,负
300885,海昌新材,0.4517,25.57,25.31,-1.02,负
300032,金龙机电,0.45,4.17,4.14,-0.72,负
688433,华曙高科,0.449,114.38,119.99,4.9,胜
301528,多浦乐,0.4489,92.88,94.08,1.29,胜
300353,东土科技,0.4487,22.32,22.02,-1.34,负
300615,欣天科技,0.4482,10.79,10.68,-1.02,负
603278,大业股份,0.4482,12.57,12.5,-0.56,负
300414,中光防雷,0.4481,11.95,11.83,-1.0,负
002313,日海智能,0.4474,8.22,8.22,0.0,平
300515,三德科技,0.4473,14.55,14.53,-0.14,负
000837,秦川机床,0.4473,12.03,11.91,-1.0,负
300421,力星股份,0.4471,20.17,20.01,-0.79,负
003038,鑫铂股份,0.4469,12.12,12.1,-0.17,负
605358,立昂微,0.4465,70.95,69.69,-1.78,负
603028,赛福天,0.4461,7.3,7.31,0.14,胜
300718,长盛轴承,0.446,66.66,66.51,-0.23,负
002884,凌霄泵业,0.4459,15.8,15.83,0.19,胜
002295,精艺股份,0.4447,9.78,9.66,-1.23,负
002203,海亮股份,0.4444,23.2,22.95,-1.08,负
600243,*ST海华,0.4441,3.84,3.86,0.52,胜
603271,XD永杰新,0.4438,54.4,53.38,-1.87,负
301368,丰立智能,0.4431,44.11,43.52,-1.34,负
300686,智动力,0.4429,19.25,19.16,-0.47,负
300985,致远新能,0.4421,33.3,33.2,-0.3,负
601702,华峰铝业,0.4419,16.41,16.3,-0.67,负
002896,中大力德,0.4416,79.69,79.72,0.04,胜
603236,移远通信,0.4415,55.08,54.5,-1.05,负
688528,秦川物联,0.4411,10.13,10.13,0.0,平
600219,南山铝业,0.4411,4.63,4.59,-0.86,负
688577,浙海德曼,0.441,49.03,49.03,0.0,平
300647,超频三,0.4407,6.1,6.1,0.0,平
300203,聚光科技,0.4407,13.37,13.26,-0.82,负
603912,佳力图,0.4404,8.34,8.34,0.0,平
600490,鹏欣资源,0.4403,7.39,7.35,-0.54,负
002347,泰尔股份,0.4398,6.4,6.35,-0.78,负
002017,东信和平,0.4397,16.13,16.02,-0.68,负
301107,瑜欣电子,0.4394,24.91,24.76,-0.6,负
000807,云铝股份,0.4391,25.0,24.75,-1.0,负
688167,炬光科技,0.439,399.23,395.0,-1.06,负
600198,大唐电信,0.4388,9.26,9.1,-1.73,负
688313,仕佳光子,0.4387,169.52,171.0,0.87,胜
002660,茂硕电源,0.4385,7.08,6.99,-1.27,负
301151,冠龙节能,0.4384,19.95,19.74,-1.05,负
600498,烽火通信,0.4384,76.68,76.56,-0.16,负
300620,光库科技,0.4354,395.2,390.5,-1.19,负
300689,澄天伟业,0.435,60.27,60.27,0.0,平
002139,拓邦股份,0.4347,9.74,9.73,-0.1,负
605056,咸亨国际,0.4346,17.59,17.99,2.27,胜
300098,高新兴,0.4342,4.98,4.96,-0.4,负
603633,徕木股份,0.433,8.02,7.96,-0.75,负
600711,盛屯矿业,0.4324,13.08,12.97,-0.84,负
300897,山科智能,0.4312,15.7,15.9,1.27,胜
300007,汉威科技,0.4305,39.05,38.72,-0.85,负
300134,大富科技,0.4303,10.07,10.03,-0.4,负
300548,长芯博创,0.4288,269.88,266.3,-1.33,负
002282,博深股份,0.4283,5.91,5.86,-0.85,负
002871,伟隆股份,0.4283,19.79,19.74,-0.25,负
688027,国盾量子,0.4282,507.84,511.31,0.68,胜
688080,映翰通,0.428,41.77,41.28,-1.17,负
000758,中色股份,0.428,6.96,6.9,-0.86,负
300328,宜安科技,0.4276,19.28,19.57,1.5,胜
601882,海天精工,0.4273,20.69,20.69,0.0,平
600531,豫光金铅,0.4263,13.43,13.29,-1.04,负
300913,兆龙互连,0.4261,56.98,56.95,-0.05,负
002164,宁波东力,0.4258,12.83,12.73,-0.78,负
002767,先锋电子,0.4253,17.23,17.24,0.06,胜
601212,白银有色,0.4241,5.91,5.9,-0.17,负
300470,中密控股,0.4239,30.6,30.48,-0.39,负
300666,江丰电子,0.4231,301.57,301.58,0.0,平
688305,科德数控,0.4228,68.7,68.7,0.0,平
002902,铭普光磁,0.4223,35.15,34.8,-1.0,负
603109,神驰机电,0.4222,17.64,17.71,0.4,胜
002881,美格智能,0.4221,41.6,41.6,0.0,平
601869,长飞光纤,0.4221,460.5,455.0,-1.19,负
000751,锌业股份,0.4206,5.11,5.08,-0.59,负
300213,佳讯飞鸿,0.4193,6.87,6.83,-0.58,负
601138,工业富联,0.4188,72.64,72.0,-0.88,负
300563,神宇股份,0.4182,29.14,29.23,0.31,胜
002540,亚太科技,0.4177,5.04,5.04,0.0,平
002530,金财互联,0.4166,7.35,7.34,-0.14,负
688100,威胜信息,0.4162,31.47,31.18,-0.92,负
300091,*ST金灵,0.416,2.65,2.68,1.13,胜
600592,龙溪股份,0.4136,15.38,15.29,-0.59,负
603100,川仪股份,0.4127,17.4,17.5,0.57,胜
000933,神火股份,0.4125,24.55,24.2,-1.43,负
600361,创新新材,0.4123,4.08,4.03,-1.23,负
002351,漫步者,0.4111,10.04,9.99,-0.5,负
600338,西藏珠峰,0.4085,17.91,17.75,-0.89,负
688775,影石创新,0.4072,144.99,144.0,-0.68,负
601609,金田股份,0.4054,12.17,12.18,0.08,胜
688360,德马科技,0.4051,20.77,20.57,-0.96,负
600992,贵绳股份,0.4027,9.8,9.8,0.0,平
601177,杭齿前进,0.4026,13.7,13.65,-0.36,负
002248,华东数控,0.3997,9.52,9.49,-0.32,负
300638,广和通,0.3988,20.08,19.97,-0.55,负
002122,ST汇洲,0.3984,2.57,2.55,-0.78,负
601600,中国铝业,0.3984,9.97,9.87,-1.0,负
300627,华测导航,0.3959,29.7,29.6,-0.34,负
002598,ST章鼓,0.3928,7.05,7.1,0.71,胜
688635,长进光子,0.3914,501.84,508.0,1.23,胜
301189,奥尼电子,0.3911,65.5,65.5,0.0,平
600776,东方通信,0.3905,15.7,15.51,-1.21,负
002296,辉煌科技,0.3903,9.48,9.4,-0.84,负
000063,中兴通讯,0.3901,37.64,37.41,-0.61,负
300115,长盈精密,0.3897,30.7,30.51,-0.62,负
000688,国城矿业,0.3854,40.8,40.0,-1.96,负
002175,*ST东智,0.3842,2.07,2.05,-0.97,负
603617,君禾股份,0.3769,7.55,7.47,-1.06,负
600206,有研新材,0.3741,39.79,38.79,-2.51,负
300145,南方泵业,0.3679,5.55,5.54,-0.18,负
002583,海能达,0.3676,8.84,8.78,-0.68,负
002194,武汉凡谷,0.3458,12.48,12.52,0.32,胜
300205,*ST天喻,0.3443,5.59,5.58,-0.18,负
300706,阿石创,0.3373,76.87,74.0,-3.73,负
