代码,名称,综合得分,选股日价格,次日开盘价,次日收益%,胜负
603666,亿嘉和,0.6995,28.67,28.86,0.66,胜
002444,巨星科技,0.6989,29.04,29.0,-0.14,负
688396,华润微,0.6983,80.8,79.97,-1.03,负
002734,利民股份,0.6975,19.1,18.87,-1.2,负
688112,鼎阳科技,0.696,69.26,68.99,-0.39,负
688351,微电生理,0.6945,23.18,23.3,0.52,胜
603456,九洲药业,0.6943,13.19,13.26,0.53,胜
300347,泰格医药,0.6934,41.08,41.64,1.36,胜
002558,巨人网络,0.6933,25.19,24.97,-0.87,负
002028,思源电气,0.6933,193.0,191.14,-0.96,负
688202,美迪西,0.693,64.41,64.41,0.0,平
300357,我武生物,0.6925,22.65,22.6,-0.22,负
300478,杭州高新,0.6923,39.29,38.94,-0.89,负
300608,思特奇,0.6922,12.75,12.58,-1.33,负
300606,金太阳,0.6919,49.21,49.51,0.61,胜
600456,宝钛股份,0.6919,31.57,28.66,-9.22,负
688312,燕麦科技,0.6917,91.36,90.0,-1.49,负
603318,水发燃气,0.6916,11.69,10.99,-5.99,负
605305,中际联合,0.6916,42.84,42.84,0.0,平
002976,瑞玛精密,0.6915,31.9,31.57,-1.03,负
603125,常青科技,0.691,30.8,29.9,-2.92,负
301501,恒鑫生活,0.6891,28.86,28.54,-1.11,负
688168,安博通,0.6886,68.59,67.91,-0.99,负
688313,仕佳光子,0.6879,199.98,193.0,-3.49,负
002326,永太科技,0.6875,25.05,25.95,3.59,胜
603067,振华股份,0.6871,39.03,39.08,0.13,胜
601099,太平洋,0.6868,3.51,3.46,-1.42,负
688505,复旦张江,0.6867,7.48,7.5,0.27,胜
002440,闰土股份,0.6865,11.0,11.04,0.36,胜
688119,中钢洛耐,0.6853,5.03,5.01,-0.4,负
601567,三星电气,0.6839,15.49,15.49,0.0,平
002577,雷柏科技,0.6831,19.02,19.02,0.0,平
300577,开润股份,0.6831,15.81,15.7,-0.7,负
000567,海德股份,0.6829,6.17,6.18,0.16,胜
000598,兴蓉环境,0.6826,6.74,6.75,0.15,胜
002971,和远气体,0.6819,73.0,72.86,-0.19,负
301361,众智科技,0.6814,34.38,33.92,-1.34,负
600172,黄河旋风,0.6804,16.95,16.55,-2.36,负
600131,国网信通,0.6804,15.59,15.48,-0.71,负
688390,固德威,0.6793,114.46,114.89,0.38,胜
002940,昂利康,0.6791,30.1,29.6,-1.66,负
920225,利通科技,0.6787,20.5,20.2,-1.46,负
600717,天津港,0.6785,4.37,4.36,-0.23,负
603083,剑桥科技,0.6784,238.37,237.0,-0.57,负
301248,杰创智能,0.677,73.81,73.08,-0.99,负
002462,嘉事堂,0.6768,13.07,13.11,0.31,胜
688235,百济神州,0.6761,228.0,230.0,0.88,胜
920274,宏裕包材,0.6758,18.34,18.29,-0.27,负
603201,常润股份,0.6752,21.35,20.51,-3.93,负
688222,成都先导,0.6747,30.74,30.66,-0.26,负
688576,DR西山科,0.6746,47.59,48.04,0.95,胜
605389,长龄液压,0.6743,94.52,95.0,0.51,胜
301631,壹连科技,0.6742,81.43,81.0,-0.53,负
002828,贝肯能源,0.6736,10.1,10.01,-0.89,负
300187,永清环保,0.6734,5.61,5.47,-2.5,负
920790,联迪信息,0.6732,30.29,28.5,-5.91,负
002810,山东赫达,0.6732,25.17,25.17,0.0,平
301507,民生健康,0.6729,12.73,12.66,-0.55,负
301358,湖南裕能,0.672,83.92,83.0,-1.1,负
600980,北矿科技,0.6711,20.91,20.78,-0.62,负
603912,佳力图,0.6703,8.79,8.57,-2.5,负
600230,沧州大化,0.6702,14.86,14.64,-1.48,负
605167,利柏特,0.6695,16.67,16.97,1.8,胜
603700,宁水集团,0.6694,11.63,11.63,0.0,平
600234,科新发展,0.6692,28.94,29.17,0.79,胜
920821,则成电子,0.6688,21.97,21.96,-0.05,负
920068,天工股份,0.6687,17.49,17.4,-0.51,负
001309,德明利,0.6687,755.01,759.0,0.53,胜
688291,金橙子,0.6685,63.78,63.55,-0.36,负
301678,新恒汇,0.6684,60.8,59.6,-1.97,负
603661,恒林股份,0.6681,35.55,35.1,-1.27,负
301525,儒竞科技,0.667,51.53,50.92,-1.18,负
603618,杭电股份,0.6668,52.81,51.2,-3.05,负
003013,地铁设计,0.6667,16.3,16.0,-1.84,负
301283,聚胶股份,0.6657,26.79,26.75,-0.15,负
300490,华自科技,0.6655,15.13,14.92,-1.39,负
603181,皇马科技,0.6654,16.86,16.66,-1.19,负
688320,禾川科技,0.6651,37.28,36.87,-1.1,负
300841,康华生物,0.6642,46.78,46.79,0.02,胜
920100,三协电机,0.6642,41.7,42.86,2.78,胜
600843,上工申贝,0.664,8.58,8.49,-1.05,负
300304,云意电气,0.664,19.1,18.81,-1.52,负
300015,爱尔眼科,0.6639,8.58,8.52,-0.7,负
301325,曼恩斯特,0.6638,39.49,38.96,-1.34,负
601872,招商轮船,0.6637,19.92,20.71,3.97,胜
600026,中远海能,0.6633,20.75,21.41,3.18,胜
002374,中锐股份,0.6627,3.52,3.55,0.85,胜
300749,顶固集创,0.6626,22.85,22.48,-1.62,负
301222,浙江恒威,0.6623,32.06,31.83,-0.72,负
300217,东方电热,0.6619,4.73,4.7,-0.63,负
688759,必贝特-U,0.6619,31.95,32.59,2.0,胜
688659,元琛科技,0.6618,11.48,11.55,0.61,胜
300368,汇金股份,0.6617,9.53,9.55,0.21,胜
600909,华安证券,0.6615,10.46,10.2,-2.49,负
002197,证通电子,0.6611,6.41,6.33,-1.25,负
600066,宇通客车,0.6607,26.58,26.73,0.56,胜
920112,巴兰仕,0.6606,25.59,18.48,-27.78,负
002439,启明星辰,0.6605,13.57,13.56,-0.07,负
002301,齐心集团,0.6601,7.79,7.77,-0.26,负
300011,鼎汉技术,0.6594,6.29,6.3,0.16,胜
603669,灵康药业,0.6592,5.56,5.68,2.16,胜
603007,顺景科技,0.6583,6.8,6.68,-1.76,负
600037,歌华有线,0.6583,6.68,6.69,0.15,胜
300567,精测电子,0.658,212.6,211.52,-0.51,负
603938,三孚股份,0.6578,65.12,66.2,1.66,胜
301590,优优绿能,0.6577,167.21,166.88,-0.2,负
688328,深科达,0.6573,78.9,78.3,-0.76,负
601166,兴业银行,0.657,17.65,17.72,0.4,胜
600976,健民集团,0.6557,28.92,28.78,-0.48,负
002875,安奈儿,0.6557,17.3,17.28,-0.12,负
600095,湘财股份,0.6553,8.3,8.26,-0.48,负
605158,华达新材,0.6551,6.78,6.75,-0.44,负
300096,ST易联众,0.6547,10.29,10.34,0.49,胜
301118,恒光股份,0.6544,31.01,31.01,0.0,平
600884,杉杉股份,0.6543,14.55,14.41,-0.96,负
603933,睿能科技,0.6543,24.13,24.1,-0.12,负
003816,中国广核,0.6537,4.07,4.06,-0.25,负
002966,苏州银行,0.6535,7.69,7.57,-1.56,负
301197,工大科雅,0.6534,33.53,33.41,-0.36,负
688265,南模生物,0.6533,32.92,32.91,-0.03,负
301135,瑞德智能,0.653,19.26,19.0,-1.35,负
000519,中兵红箭,0.653,21.91,21.5,-1.87,负
300222,科大智能,0.6526,14.58,14.44,-0.96,负
300341,麦克奥迪,0.6522,15.48,15.47,-0.06,负
688450,光格科技,0.6521,53.88,54.0,0.22,胜
002123,梦网科技,0.6519,7.75,7.82,0.9,胜
300820,英杰电气,0.6519,75.38,74.66,-0.96,负
300737,科顺股份,0.6519,8.03,7.91,-1.49,负
688123,聚辰股份,0.6518,138.23,134.89,-2.42,负
603068,博通集成,0.6518,38.22,37.4,-2.15,负
000917,电广传媒,0.6515,7.74,7.75,0.13,胜
301292,海科新源,0.6509,83.59,87.85,5.1,胜
300579,数字认证,0.6508,23.51,23.42,-0.38,负
300958,建工修复,0.6508,11.59,11.57,-0.17,负
002948,青岛银行,0.6504,5.69,5.51,-3.16,负
688448,磁谷科技,0.6503,57.27,57.1,-0.3,负
301157,华塑科技,0.6503,69.33,69.1,-0.33,负
920118,太湖远大,0.6502,20.05,19.97,-0.4,负
600379,宝光股份,0.6501,13.73,13.88,1.09,胜
002821,凯莱英,0.6501,128.7,129.42,0.56,胜
603880,南卫股份,0.6501,7.71,7.78,0.91,胜
300676,华大基因,0.6495,36.0,36.37,1.03,胜
688261,东微半导,0.649,99.28,98.29,-1.0,负
603683,晶华新材,0.649,32.7,32.65,-0.15,负
002455,百川股份,0.6487,8.23,8.28,0.61,胜
688458,美芯晟,0.6487,41.24,40.86,-0.92,负
001313,粤海饲料,0.6481,7.6,7.58,-0.26,负
688030,山石网科,0.6481,16.88,16.9,0.12,胜
688179,阿拉丁,0.6478,26.91,26.0,-3.38,负
002470,金正大,0.6477,2.19,2.13,-2.74,负
603757,大元泵业,0.6471,67.84,69.3,2.15,胜
301072,中捷精工,0.6471,40.04,40.69,1.62,胜
920245,威博液压,0.6471,14.87,14.87,0.0,平
301018,申菱环境,0.647,110.53,108.5,-1.84,负
688510,航亚科技,0.647,25.22,25.22,0.0,平
000783,长江证券,0.6466,9.46,9.49,0.32,胜
688680,海优新材,0.6465,44.66,44.7,0.09,胜
603655,朗博科技,0.6464,32.1,32.0,-0.31,负
603895,天永智能,0.6462,32.63,33.5,2.67,胜
300458,全志科技,0.6454,35.87,35.22,-1.81,负
000811,冰轮环境,0.6451,44.97,43.87,-2.45,负
688115,思林杰,0.645,54.11,53.31,-1.48,负
300624,万兴科技,0.6449,56.59,56.5,-0.16,负
301293,三博脑科,0.6448,52.41,53.93,2.9,胜
300984,金沃股份,0.6442,55.48,55.36,-0.22,负
603556,海兴电力,0.644,22.73,22.65,-0.35,负
301087,可孚医疗,0.6439,45.4,45.55,0.33,胜
605128,上海沿浦,0.6438,26.17,26.02,-0.57,负
002180,奔图科技,0.6436,14.46,14.46,0.0,平
300267,尔康制药,0.6435,3.53,3.49,-1.13,负
603668,天马科技,0.6434,12.26,12.38,0.98,胜
600719,大连热电,0.6432,9.89,9.92,0.3,胜
300531,优博讯,0.6431,15.82,15.68,-0.88,负
605133,嵘泰股份,0.6426,37.15,37.05,-0.27,负
600630,龙头股份,0.6426,9.35,9.26,-0.96,负
301122,采纳股份,0.6426,27.92,27.8,-0.43,负
600016,民生银行,0.6425,3.49,3.48,-0.29,负
300260,新莱应材,0.6413,78.84,77.04,-2.28,负
688211,中科微至,0.6406,34.1,34.1,0.0,平
688699,明微电子,0.6402,75.6,73.3,-3.04,负
601555,东吴证券,0.6402,8.12,8.12,0.0,平
688190,云路股份,0.6402,107.22,107.0,-0.21,负
002975,博杰股份,0.6401,144.6,143.56,-0.72,负
603916,苏博特,0.64,14.7,14.73,0.2,胜
603313,梦百合,0.64,5.35,5.4,0.93,胜
300137,先河环保,0.6398,18.3,18.18,-0.66,负
605286,同力天启,0.6397,28.68,28.88,0.7,胜
002552,宝鼎科技,0.6394,69.08,68.82,-0.38,负
301376,致欧科技,0.6392,15.89,15.86,-0.19,负
601995,中金公司,0.6391,35.42,35.01,-1.16,负
300740,水羊股份,0.639,21.93,21.75,-0.82,负
300860,锋尚文化,0.6389,26.28,26.2,-0.3,负
000676,智度股份,0.6386,5.62,5.63,0.18,胜
688799,华纳药厂,0.6384,46.44,45.75,-1.49,负
688046,药康生物,0.6384,20.52,20.45,-0.34,负
300835,龙磁科技,0.6378,234.31,239.03,2.01,胜
688677,海泰新光,0.6378,118.36,118.39,0.03,胜
603026,石大胜华,0.6375,99.21,100.28,1.08,胜
002771,真视通,0.6374,14.49,14.42,-0.48,负
301279,金道科技,0.6369,24.35,24.21,-0.57,负
002430,杭氧股份,0.6367,28.4,28.0,-1.41,负
601997,贵阳银行,0.6365,5.48,5.47,-0.18,负
300057,万顺新材,0.6364,8.97,8.93,-0.45,负
688256,寒武纪,0.6363,1413.0,1402.0,-0.78,负
002687,乔治白,0.636,4.61,4.85,5.21,胜
001267,汇绿生态,0.6352,61.36,58.21,-5.13,负
300828,锐新科技,0.6351,20.65,20.42,-1.11,负
603139,康惠股份,0.6344,41.52,41.0,-1.25,负
301317,鑫磊股份,0.6341,64.38,63.29,-1.69,负
000906,浙商中拓,0.634,5.48,5.47,-0.18,负
300439,美康生物,0.634,8.57,8.59,0.23,胜
600708,光明地产,0.6339,3.29,3.28,-0.3,负
603980,吉华集团,0.6337,6.71,6.57,-2.09,负
605117,德业股份,0.6335,101.44,102.0,0.55,胜
688678,福立旺,0.6335,23.22,23.1,-0.52,负
603823,百合花,0.6333,52.2,51.52,-1.3,负
002950,奥美医疗,0.6329,9.97,9.74,-2.31,负
300185,通裕重工,0.6328,2.91,2.89,-0.69,负
300801,泰和科技,0.6326,28.98,29.88,3.11,胜
002681,奋达科技,0.6326,4.84,4.86,0.41,胜
605060,联德股份,0.6326,52.11,51.85,-0.5,负
300131,英唐智控,0.6324,19.58,19.54,-0.2,负
688077,大地熊,0.6322,30.47,30.28,-0.62,负
300686,智动力,0.6316,19.9,19.79,-0.55,负
688639,华恒生物,0.6316,21.83,22.03,0.92,胜
603173,福斯达,0.6316,36.24,36.1,-0.39,负
300904,威力传动,0.6312,44.75,45.14,0.87,胜
601066,中信建投,0.6312,28.81,28.19,-2.15,负
688717,艾罗能源,0.6311,86.8,88.0,1.38,胜
300781,因赛集团,0.6306,28.77,28.61,-0.56,负
300882,万胜智能,0.6303,17.41,17.25,-0.92,负
002182,宝武镁业,0.6302,13.16,13.07,-0.68,负
688517,金冠电气,0.6294,18.53,18.73,1.08,胜
002907,华森制药,0.6289,13.48,13.27,-1.56,负
301607,富特科技,0.6287,44.99,45.6,1.36,胜
300402,宝色股份,0.6282,17.22,17.0,-1.28,负
920262,太湖雪,0.6277,13.77,13.67,-0.73,负
301557,常友科技,0.6277,91.25,90.9,-0.38,负
002859,洁美科技,0.6277,92.25,91.37,-0.95,负
603407,长裕集团,0.6276,82.32,79.53,-3.39,负
601825,沪农商行,0.6274,8.35,8.37,0.24,胜
688535,华海诚科,0.6274,138.09,137.54,-0.4,负
002921,联诚精密,0.6273,25.8,25.97,0.66,胜
300668,杰恩股份,0.6269,59.25,59.26,0.02,胜
920186,中科仪,0.6267,95.37,94.5,-0.91,负
301588,美新科技,0.6265,41.17,41.0,-0.41,负
301349,信德新材,0.6264,62.15,61.14,-1.63,负
301587,中瑞股份,0.6264,23.89,23.89,0.0,平
000608,阳光股份,0.6262,7.82,7.54,-3.58,负
002443,金洲管道,0.6259,11.4,11.29,-0.96,负
000751,锌业股份,0.6258,6.03,5.74,-4.81,负
002225,濮耐股份,0.6257,4.49,4.42,-1.56,负
300146,汤臣倍健,0.6251,10.07,10.05,-0.2,负
300302,同有科技,0.625,55.9,53.51,-4.28,负
300404,博济医药,0.625,8.97,8.9,-0.78,负
300871,回盛生物,0.6249,23.04,23.12,0.35,胜
002631,德尔未来,0.6248,8.99,9.08,1.0,胜
300386,飞天诚信,0.6247,12.1,11.88,-1.82,负
002549,凯美特气,0.6245,18.67,18.84,0.91,胜
002782,可立克,0.6244,24.21,23.72,-2.02,负
688530,欧莱新材,0.6243,79.25,80.15,1.14,胜
002871,伟隆股份,0.6242,21.46,21.46,0.0,平
688129,东来技术,0.6242,26.78,26.99,0.78,胜
301305,朗坤科技,0.624,29.46,29.2,-0.88,负
301356,天振股份,0.6239,27.31,27.09,-0.81,负
301449,天溯计量,0.6238,41.2,41.45,0.61,胜
688536,思瑞浦,0.6237,346.93,341.68,-1.51,负
002418,康盛股份,0.6237,4.87,4.7,-3.49,负
000552,甘肃能化,0.6236,2.49,2.47,-0.8,负
301328,维峰电子,0.6235,65.69,65.13,-0.85,负
301581,黄山谷捷,0.6235,50.02,49.3,-1.44,负
002112,三变科技,0.6235,17.76,17.75,-0.06,负
688252,天德钰,0.6234,22.64,22.55,-0.4,负
688028,沃尔德,0.6233,115.5,113.0,-2.16,负
600293,三峡新材,0.623,3.72,3.66,-1.61,负
002446,盛路通信,0.623,11.44,11.3,-1.22,负
603341,龙旗科技,0.6229,38.5,38.8,0.78,胜
300286,安科瑞,0.6229,28.81,28.38,-1.49,负
002106,莱宝高科,0.6229,14.29,14.18,-0.77,负
603010,万盛股份,0.6228,14.51,14.41,-0.69,负
002783,凯龙股份,0.6227,7.49,7.48,-0.13,负
300917,特发服务,0.6227,26.47,26.39,-0.3,负
002101,广东鸿图,0.6226,9.06,9.0,-0.66,负
688657,浩辰软件,0.6226,37.81,37.42,-1.03,负
603097,江苏华辰,0.6225,27.99,27.75,-0.86,负
688391,钜泉科技,0.6225,34.07,33.62,-1.32,负
002487,大金重工,0.6224,59.79,59.8,0.02,胜
600864,哈投股份,0.6224,5.57,5.52,-0.9,负
000799,酒鬼酒,0.6224,41.41,41.42,0.02,胜
300665,飞鹿股份,0.6223,11.76,12.01,2.13,胜
301060,兰卫医学,0.6223,9.0,8.95,-0.56,负
002760,凤形股份,0.6222,18.12,18.05,-0.39,负
600399,抚顺特钢,0.6221,4.48,4.49,0.22,胜
603297,永新光学,0.6221,120.81,120.0,-0.67,负
300349,金卡智能,0.6221,12.06,12.09,0.25,胜
600886,国投电力,0.6218,13.33,13.3,-0.23,负
600621,华鑫股份,0.6217,13.57,13.46,-0.81,负
688109,品茗科技,0.6213,84.84,85.06,0.26,胜
300161,华中数控,0.6212,32.63,32.23,-1.23,负
688693,锴威特,0.6211,103.5,102.47,-1.0,负
688026,洁特生物,0.6207,17.71,17.8,0.51,胜
920799,艾融软件,0.6206,36.76,35.03,-4.71,负
605077,华康股份,0.6204,11.95,12.07,1.0,胜
001215,千味央厨,0.6204,40.0,39.4,-1.5,负
601901,方正证券,0.6203,7.05,6.99,-0.85,负
002819,东方中科,0.6202,21.88,22.94,4.84,胜
600486,扬农化工,0.6201,55.43,55.43,0.0,平
600276,恒瑞医药,0.6197,48.98,48.98,0.0,平
300546,雄帝科技,0.6196,17.0,16.77,-1.35,负
002706,良信股份,0.6194,11.94,11.93,-0.08,负
300553,集智股份,0.6192,78.57,78.89,0.41,胜
688612,威迈斯,0.619,29.52,29.6,0.27,胜
688172,燕东微,0.6189,73.89,73.28,-0.83,负
920111,聚星科技,0.6188,35.87,35.14,-2.04,负
002365,永安药业,0.6188,11.33,11.33,0.0,平
920188,悦龙科技,0.6188,26.5,27.0,1.89,胜
000551,创元科技,0.6182,16.84,17.14,1.78,胜
301026,浩通科技,0.6177,23.63,23.5,-0.55,负
300983,尤安设计,0.6172,42.07,41.71,-0.86,负
301626,苏州天脉,0.6171,322.5,320.99,-0.47,负
002869,金溢科技,0.6171,19.37,19.18,-0.98,负
600770,综艺股份,0.6171,5.97,5.93,-0.67,负
300996,普联软件,0.6171,11.58,11.51,-0.6,负
688159,有方科技,0.6171,47.0,47.2,0.43,胜
001393,维通利,0.617,58.32,58.0,-0.55,负
300211,*ST亿通,0.6167,7.85,7.84,-0.13,负
300919,中伟新材,0.6166,48.01,47.69,-0.67,负
002578,闽发铝业,0.6166,3.49,3.49,0.0,平
001283,豪鹏科技,0.6162,51.82,51.83,0.02,胜
300485,赛升药业,0.616,9.7,9.56,-1.44,负
605365,立达信,0.616,15.22,15.21,-0.07,负
301230,泓博医药,0.6159,37.09,37.0,-0.24,负
300033,同花顺,0.6158,249.4,246.24,-1.27,负
601020,华钰矿业,0.6155,24.49,25.06,2.33,胜
600888,新疆众和,0.6153,13.62,13.52,-0.73,负
002539,云图控股,0.6152,12.23,12.4,1.39,胜
688178,万德斯,0.6152,35.95,36.3,0.97,胜
301071,力量钻石,0.6152,98.95,94.0,-5.0,负
688551,科威尔,0.6151,67.1,66.88,-0.33,负
300787,海能实业,0.6151,10.02,10.02,0.0,平
300993,玉马科技,0.6151,10.33,10.29,-0.39,负
002380,科远智慧,0.6149,36.85,36.28,-1.55,负
920971,天马新材,0.6149,43.0,41.9,-2.56,负
300489,光智科技,0.6144,239.16,238.0,-0.49,负
300869,康泰医学,0.6141,11.83,11.83,0.0,平
603949,雪龙集团,0.6141,17.28,17.28,0.0,平
002515,金字火腿,0.6136,10.34,10.44,0.97,胜
688663,新风光,0.6136,85.0,84.69,-0.36,负
000066,中国长城,0.6134,17.77,17.7,-0.39,负
301285,鸿日达,0.6131,125.18,124.0,-0.94,负
000948,南天信息,0.6131,12.98,12.98,0.0,平
600278,东方创业,0.6131,6.5,6.5,0.0,平
603818,曲美家居,0.6129,2.97,2.97,0.0,平
605580,恒盛能源,0.6128,29.07,28.3,-2.65,负
603196,璞源材料,0.6128,26.19,25.85,-1.3,负
688079,美迪凯,0.6128,28.79,28.1,-2.4,负
301263,泰恩康,0.6127,19.52,19.67,0.77,胜
301617,博苑新材,0.6127,58.06,57.99,-0.12,负
300373,扬杰科技,0.6127,132.96,130.0,-2.23,负
688227,品高股份,0.6125,103.68,101.51,-2.09,负
603885,吉祥航空,0.6124,10.29,10.35,0.58,胜
688236,春立医疗,0.6114,15.32,15.08,-1.57,负
001965,招商公路,0.6113,10.2,10.21,0.1,胜
301062,上海艾录,0.6112,6.46,6.44,-0.31,负
600191,华资实业,0.6111,11.4,11.4,0.0,平
301382,蜂助手,0.6108,40.0,39.39,-1.52,负
603369,今世缘,0.6106,24.03,23.99,-0.17,负
601158,重庆水务,0.6106,4.06,4.06,0.0,平
600549,厦门钨业,0.6103,85.43,84.53,-1.05,负
301558,三态股份,0.6102,6.63,6.56,-1.06,负
600184,光电股份,0.6101,28.75,28.29,-1.6,负
000668,荣丰控股,0.61,23.03,22.8,-1.0,负
301138,华研精机,0.6097,32.56,32.4,-0.49,负
000987,越秀资本,0.6095,8.37,8.45,0.96,胜
000428,华天酒店,0.6093,3.36,3.38,0.6,胜
688106,金宏气体,0.6092,34.45,32.7,-5.08,负
001872,招商港口,0.6092,20.2,20.1,-0.5,负
300087,荃银高科,0.6088,7.19,7.18,-0.14,负
002674,兴业科技,0.6088,21.66,23.83,10.02,胜
688772,珠海冠宇,0.6082,19.64,19.49,-0.76,负
000166,申万宏源,0.6082,4.61,4.57,-0.87,负
300328,宜安科技,0.608,18.45,18.4,-0.27,负
603398,*ST沐邦,0.6079,14.88,14.8,-0.54,负
000923,河钢资源,0.6079,13.3,13.29,-0.08,负
688781,视涯科技-UW,0.6078,54.2,53.58,-1.14,负
002432,九安医疗,0.6077,68.99,68.82,-0.25,负
920171,志晟信息,0.6075,20.4,19.91,-2.4,负
601021,春秋航空,0.6074,45.89,46.29,0.87,胜
600550,保变电气,0.6074,12.63,12.63,0.0,平
688485,九州一轨,0.6074,69.99,70.0,0.01,胜
688358,祥生医疗,0.6072,33.45,33.5,0.15,胜
300223,北京君正,0.6072,194.0,192.76,-0.64,负
688269,凯立新材,0.6071,34.88,34.78,-0.29,负
300209,行云科技,0.6071,30.11,29.5,-2.03,负
600460,士兰微,0.607,47.04,46.92,-0.26,负
920223,荣亿精密,0.6069,15.49,14.59,-5.81,负
301120,新特电气,0.6069,19.42,19.5,0.41,胜
600816,建元信托,0.6068,2.71,2.7,-0.37,负
603418,友升股份,0.6066,52.7,52.65,-0.09,负
301180,万祥科技,0.6066,13.73,13.79,0.44,胜
605288,凯迪股份,0.6065,87.66,84.53,-3.57,负
688707,振华新材,0.6062,14.04,13.88,-1.14,负
688709,成都华微,0.606,35.32,35.33,0.03,胜
601208,东材科技,0.606,71.85,71.74,-0.15,负
688410,山外山,0.6059,14.52,14.48,-0.28,负
003043,华亚智能,0.6058,79.36,79.88,0.66,胜
000426,兴业银锡,0.6056,38.71,36.04,-6.9,负
300858,科拓生物,0.6055,15.51,15.69,1.16,胜
688348,昱能科技,0.6052,36.05,36.0,-0.14,负
301289,国缆检测,0.6051,49.89,49.89,0.0,平
300179,四方达,0.605,56.99,55.0,-3.49,负
603990,麦迪科技,0.6048,21.53,22.0,2.18,胜
688032,禾迈股份,0.6048,86.1,85.86,-0.28,负
688210,统联精密,0.6041,41.25,41.24,-0.02,负
002367,康力电梯,0.6041,5.99,5.97,-0.33,负
301221,光庭信息,0.604,31.05,30.66,-1.26,负
000619,海螺新材,0.6039,4.93,4.93,0.0,平
000017,深中华A,0.6039,5.29,5.28,-0.19,负
301043,绿岛风,0.6038,45.02,45.08,0.13,胜
301315,威士顿,0.6037,42.67,42.26,-0.96,负
688343,云天励飞-U,0.6037,71.71,71.99,0.39,胜
002174,游族网络,0.6036,12.72,12.58,-1.1,负
603976,正川股份,0.6036,28.0,27.9,-0.36,负
300761,立华股份,0.6033,16.91,16.95,0.24,胜
688418,震有科技,0.6033,46.0,46.5,1.09,胜
603421,鼎信通讯,0.6029,6.76,6.7,-0.89,负
688009,中国通号,0.6029,5.0,5.02,0.4,胜
301017,漱玉平民,0.6029,13.38,13.38,0.0,平
605168,三人行,0.6029,56.44,56.44,0.0,平
002387,维信诺,0.6028,8.28,8.2,-0.97,负
000012,南  玻Ａ,0.6025,4.67,4.65,-0.43,负
603032,德新科技,0.6025,25.14,24.8,-1.35,负
600707,彩虹股份,0.6024,13.64,13.0,-4.69,负
300487,蓝晓科技,0.6024,58.5,58.38,-0.21,负
600688,上海石化,0.6024,3.04,3.03,-0.33,负
002441,众业达,0.6023,8.89,8.86,-0.34,负
000665,湖北广电,0.6023,4.03,4.02,-0.25,负
600409,三友化工,0.6022,6.82,6.8,-0.29,负
920950,迅安科技,0.6021,13.77,13.77,0.0,平
301213,观想科技,0.602,51.0,50.8,-0.39,负
002404,嘉欣丝绸,0.602,6.11,6.12,0.16,胜
300684,中石科技,0.602,59.0,58.58,-0.71,负
002357,富临运业,0.6019,10.1,10.1,0.0,平
603376,大明电子,0.6017,26.69,26.38,-1.16,负
000839,国安股份,0.6013,2.81,2.81,0.0,平
