代码,名称,最新价,涨跌幅,成交量,成交额,换手率,量比,最高,最低,开盘,昨收,总市值,主力净流入,主力占比,超大单净流入,超大单占比,大单净流入,大单占比,中单净流入,中单占比,小单净流入,小单占比,5日主力净流入,5日主力占比,5日超大买入,5日超大卖出,融资净买入,融资净买入占比,融券净卖出,融券卖出量,10日主力净流入,10日主力占比,行业
002785,万里石,41.26,0.93,91215,374469357.0,4.71,1.09,42.18,40.24,41.66,40.88,9350328616,17804157.0,4.75,-3279637.0,-0.88,21083794.0,5.63,20575703.0,5.49,-38379860.0,-10.25,31735031.0,2.0,2467530.0,0.16,29267501.0,1.84,36098511.0,-67833540.0,122822355.0,4.16,装修建材
600131,国网信通,15.95,5.7,197151,303481149.0,1.65,2.13,16.16,14.7,14.99,15.09,19113762952,17774696.0,5.86,8267814.0,2.72,9506882.0,3.13,-3277678.0,-1.08,-14497018.0,-4.78,-3054381.0,-0.39,-5666063.0,-0.73,2611682.0,0.34,6095185.0,-3040803.0,-69285702.0,-3.96,IT服务Ⅱ
601360,三六零,9.58,2.24,1009989,952895601.0,1.44,1.49,9.6,9.25,9.31,9.37,67055764481,17772937.0,1.87,-2522908.0,-0.26,20295845.0,2.13,1939792.0,0.2,-19712720.0,-2.07,-76256402.0,-2.27,-67623824.0,-2.01,-8632578.0,-0.26,6433907.0,69822498.0,-304850150.0,-4.53,软件开发
601136,首创证券,14.73,5.36,240444,346118015.0,0.88,1.52,14.79,13.92,13.94,13.98,40262006874,17747761.0,5.13,5317140.0,1.54,12430621.0,3.59,796125.0,0.23,-18543885.0,-5.36,9708394.0,0.84,-13083703.0,-1.13,22792097.0,1.97,-9500933.0,-207461.0,-16655754.0,-0.81,证券Ⅱ
603337,杰克科技,40.81,-4.38,56988,232877819.0,1.2,1.08,42.3,40.15,42.01,42.68,19442361110,17740191.0,7.62,12101026.0,5.2,5639165.0,2.42,-5716399.0,-2.45,-12023792.0,-5.16,19728102.0,1.7,23177921.0,2.0,-3449819.0,-0.3,-71287485.0,51559383.0,30298356.0,1.47,专用设备
000997,新 大 陆,18.66,5.13,324316,586974563.73,3.22,1.46,18.73,17.53,17.63,17.75,18904407094,17661713.0,3.01,18393175.0,3.13,-731462.0,-0.12,5757985.0,0.98,-23419697.0,-3.99,24238347.0,1.08,42674991.0,1.9,-18436644.0,-0.82,22061693.0,-46300041.0,-157918833.0,-3.67,计算机设备
300072,海新能科,3.55,3.8,477228,166887194.21,2.05,1.49,3.57,3.38,3.4,3.42,8341507072,17507019.0,10.49,2843163.0,1.7,14663856.0,8.79,-10515448.0,-6.3,-6991571.0,-4.19,-37003899.0,-6.05,-11080330.0,-1.81,-25923569.0,-4.24,-5758374.0,42762275.0,-87105552.0,-7.46,化学制品
002545,东方铁塔,19.24,4.17,279900,525195632.45,2.48,0.71,19.35,18.09,18.29,18.47,23935754477,17478565.0,3.33,12853971.0,2.45,4624594.0,0.88,-20471262.0,-3.9,2992697.0,0.57,-140607280.0,-3.93,-19904102.0,-0.56,-120703178.0,-3.38,-139059783.0,279667035.0,-183139219.0,-3.21,农化制品
688173,希荻微,17.62,1.32,186003,330277624.0,4.52,1.7,18.7,17.11,17.78,17.39,7312084402,17441820.0,5.28,13587552.0,4.11,3854268.0,1.17,9566836.0,2.9,-27008655.0,-8.18,21147828.0,2.03,-6929889.0,-0.66,28077717.0,2.69,-4775388.0,-16372437.0,58151368.0,3.0,半导体
688655,迅捷兴,55.26,-2.78,135472,744440365.0,10.16,1.17,57.89,52.52,56.0,56.84,7371131400,17419760.0,2.34,-10278250.0,-1.38,27698010.0,3.72,31808997.0,4.27,-49228758.0,-6.61,127967399.0,3.85,97586900.0,2.93,30380499.0,0.91,58161867.0,-186129269.0,-15916919.0,-0.29,元件
600227,赤天化,2.74,4.18,771494,206324611.0,6.04,0.89,2.74,2.59,2.63,2.63,4627113857,17405305.0,8.44,18871081.0,9.15,-1465776.0,-0.71,-10915970.0,-5.29,-6489336.0,-3.15,-70264479.0,-6.85,-32906423.0,-3.21,-37358056.0,-3.64,-48082342.0,118346821.0,-42075894.0,-1.56,农化制品
002963,豪尔赛,21.44,10.01,69723,145260114.0,5.67,0.95,21.44,19.9,19.94,19.49,3223716899,17399874.0,11.98,22301054.0,15.35,-4901180.0,-3.37,-7648782.0,-5.27,-9751092.0,-6.71,24804160.0,3.53,13983798.0,1.99,10820362.0,1.54,-6626085.0,-18178075.0,66415444.0,4.74,装修装饰Ⅱ
002261,拓维信息,31.2,2.16,799191,2460303010.88,6.97,1.16,31.36,30.01,30.4,30.54,39311007029,17318442.0,0.7,29470858.0,1.2,-12152416.0,-0.49,-36220848.0,-1.47,18902400.0,0.77,-133484951.0,-1.34,-21429415.0,-0.21,-112055536.0,-1.12,-112545568.0,246030512.0,265687974.0,1.33,软件开发
300930,屹通新材,36.99,4.49,72163,262273911.2,15.31,1.59,37.3,35.22,36.11,35.4,3699000000,17300982.0,6.6,-4007002.0,-1.53,21307984.0,8.12,14265248.0,5.44,-31566231.0,-12.04,-17521986.0,-2.0,-11760658.0,-1.34,-5761328.0,-0.66,-13966492.0,31488478.0,-91524744.0,-4.41,金属新材料
600428,中远海特,8.15,3.69,340367,271056863.0,1.39,0.9,8.18,7.69,7.86,7.86,22362951219,17300412.0,6.38,-1845952.0,-0.68,19146364.0,7.06,-15530994.0,-5.73,-1769418.0,-0.65,34386259.0,2.52,-11569795.0,-0.85,45956054.0,3.37,434549.0,-34820807.0,112322531.0,4.0,航运港口
600061,国投资本,6.68,5.03,782418,511265677.0,1.22,1.5,6.7,6.3,6.32,6.36,42711824115,17138593.0,3.35,7726119.0,1.51,9412474.0,1.84,38647994.0,7.56,-55786587.0,-10.91,21225428.0,1.2,15046528.0,0.85,6178900.0,0.35,57820949.0,-79046376.0,29525338.0,0.98,多元金融
601216,君正集团,5.06,1.81,865875,427937616.0,1.03,1.23,5.06,4.84,4.97,4.97,42696367993,17135376.0,4.0,18738590.0,4.38,-1603214.0,-0.37,5419340.0,1.27,-22554715.0,-5.27,-45964374.0,-2.77,-39225416.0,-2.37,-6738958.0,-0.41,51000108.0,-5035731.0,-65358857.0,-1.77,化学原料
002206,海 利 得,5.63,4.26,212386,115949585.08,2.01,1.4,5.67,5.25,5.38,5.4,6543226649,17129589.0,14.77,9166215.0,7.91,7963374.0,6.87,-3927440.0,-3.39,-13202149.0,-11.39,17525192.0,3.87,7045157.0,1.56,10480035.0,2.32,19948610.0,-37473801.0,22903352.0,2.71,化学纤维
003043,华亚智能,82.9,0.84,60656,491608938.12,7.14,0.84,83.0,79.0,81.93,82.21,11188650230,17090456.0,3.48,27255671.0,5.54,-10165215.0,-2.07,-23538166.0,-4.79,6447709.0,1.31,-15451568.0,-0.55,10916774.0,0.39,-26368342.0,-0.95,-113310123.0,128761689.0,-20549834.0,-0.33,半导体
300333,兆日科技,10.34,14.63,382653,372229742.79,11.43,2.16,10.48,8.84,9.15,9.02,3474240000,17031561.0,4.58,8263591.0,2.22,8767970.0,2.36,393267.0,0.11,-17424828.0,-4.68,-36916726.0,-3.46,-29223771.0,-2.74,-7692955.0,-0.72,6709245.0,30207483.0,-51796836.0,-2.72,计算机设备
300137,先河环保,17.61,0.23,223935,393316942.05,4.22,0.95,18.19,17.18,17.66,17.57,9449212718,16940346.0,4.31,-5793734.0,-1.47,22734080.0,5.78,18619847.0,4.73,-35560193.0,-9.04,35955887.0,1.72,6887046.0,0.33,29068841.0,1.39,-17964554.0,-17991332.0,-173235084.0,-3.85,环保设备Ⅱ
300146,汤臣倍健,10.28,4.68,363081,375187294.52,3.24,2.5,10.6,10.0,10.31,9.82,17390439879,16903870.0,4.51,-2982600.0,-0.79,19886470.0,5.3,535837.0,0.14,-17439708.0,-4.65,2662265.0,0.31,-4688504.0,-0.55,7350769.0,0.86,17748018.0,-20410283.0,-31613848.0,-1.93,食品加工
300187,永清环保,5.3,7.72,312661,160446020.0,4.87,2.36,5.58,4.78,4.93,4.92,3421797475,16874851.0,10.52,5921395.0,3.69,10953456.0,6.83,8113830.0,5.06,-24988681.0,-15.57,13493700.0,3.26,5745373.0,1.39,7748327.0,1.87,11289593.0,-24783293.0,10664127.0,1.36,环境治理
600885,宏发股份,35.23,-0.76,174168,611087178.0,1.13,0.91,35.9,34.6,35.85,35.5,54521747647,16848600.0,2.76,-3811485.0,-0.62,20660085.0,3.38,7247513.0,1.19,-24096114.0,-3.94,101343907.0,3.15,2923427.0,0.09,98420480.0,3.06,34625899.0,-135969798.0,-130477493.0,-2.24,电网设备
301053,远信工业,42.27,-1.17,29719,123391432.83,2.43,0.8,43.42,40.47,42.82,42.77,5574792350,16765596.0,13.59,4720227.0,3.83,12045369.0,9.76,6303632.0,5.11,-23069228.0,-18.7,8330247.0,1.23,6329794.0,0.94,2000453.0,0.3,33463629.0,-41793875.0,70258524.0,3.79,专用设备
688316,青云科技-U,62.0,2.41,31637,194833669.0,6.6,1.37,63.35,59.2,60.78,60.54,2969683998,16742254.0,8.59,1456031.0,0.75,15286223.0,7.85,9690399.0,4.97,-26432654.0,-13.57,8654430.0,1.15,6095296.0,0.81,2559134.0,0.34,-2397035.0,-6257395.0,954004.0,0.07,IT服务Ⅱ
300340,科恒股份,10.52,14.97,242304,241019741.34,8.86,3.43,10.75,8.87,9.24,9.15,2898414802,16726464.0,6.94,7320755.0,3.04,9405709.0,3.9,-4503209.0,-1.87,-12223255.0,-5.07,15111783.0,2.99,5125454.0,1.01,9986329.0,1.97,-1996327.0,-13115454.0,19200461.0,2.3,电池
688779,五矿新能,9.18,4.2,443796,391785040.0,2.3,1.2,9.2,8.51,8.66,8.81,17710238866,16663720.0,4.25,11313781.0,2.89,5349939.0,1.37,-5147110.0,-1.31,-11516611.0,-2.94,-41784142.0,-2.64,4213903.0,0.27,-45998045.0,-2.9,3783723.0,38000418.0,90703154.0,2.7,电池
300890,翔丰华,36.11,5.43,114806,401084576.69,10.5,1.58,36.11,33.25,34.0,34.25,4318031922,16649753.0,4.15,-1479199.0,-0.37,18128952.0,4.52,6488899.0,1.62,-23138652.0,-5.77,16924031.0,1.18,11658493.0,0.82,5265538.0,0.37,35006165.0,-51930198.0,-13463824.0,-0.56,电池
002203,海亮股份,26.3,3.06,1366945,3570514821.75,6.18,1.2,26.99,25.15,26.57,25.52,60273163706,16616432.0,0.47,-184669872.0,-5.17,201286304.0,5.64,166485744.0,4.66,-183102160.0,-5.13,-491019680.0,-3.28,-647942528.0,-4.33,156922848.0,1.05,257649200.0,233370480.0,-84066936.0,-0.42,工业金属
603127,昭衍新药,36.67,2.83,359057,1268125644.0,5.7,1.91,36.85,34.13,35.03,35.66,27478599227,16594446.0,1.31,-23874853.0,-1.88,40469299.0,3.19,45120.0,0.0,-16639584.0,-1.31,180137627.0,4.8,103356864.0,2.76,76780763.0,2.05,-69416965.0,-110720694.0,160065086.0,2.59,医疗服务
605060,联德股份,53.5,1.46,61421,328514251.0,2.57,1.03,55.14,52.15,53.19,52.73,12871672000,16572215.0,5.04,-1672306.0,-0.51,18244521.0,5.55,10544870.0,3.21,-27117085.0,-8.25,52676502.0,3.29,16166712.0,1.01,36509790.0,2.28,31008432.0,-83684934.0,37812281.0,1.28,通用设备
300395,菲利华,138.25,1.84,461120,6322909315.09,9.0,0.97,141.0,133.31,135.83,135.75,72681769087,16511216.0,0.26,-13304848.0,-0.21,29816064.0,0.47,-54503232.0,-0.86,37992016.0,0.6,5566384.0,0.02,82369840.0,0.26,-76803456.0,-0.24,-42518368.0,36951968.0,-166451248.0,-0.3,航空装备Ⅱ
300624,万兴科技,58.3,3.0,125349,716509908.42,7.32,1.69,58.36,55.88,56.0,56.6,11271507689,16494170.0,2.3,-8602687.0,-1.2,25096857.0,3.5,6277465.0,0.88,-22771635.0,-3.18,43931693.0,1.81,10250954.0,0.42,33680739.0,1.39,6572908.0,-50504591.0,-82220687.0,-1.95,软件开发
688096,京源环保,14.58,2.03,169809,247103103.0,7.19,0.89,15.15,13.95,14.65,14.29,3441531624,16476819.0,6.67,-5142545.0,-2.08,21619364.0,8.75,-890263.0,-0.36,-15586556.0,-6.31,18306631.0,1.44,-23724041.0,-1.87,42030672.0,3.31,-9224102.0,-9082529.0,35415384.0,1.36,环境治理
688633,星球石墨,33.26,5.72,126193,402000649.0,7.41,1.51,33.26,30.34,31.23,31.46,5667524954,16434842.0,4.09,19351854.0,4.81,-2917012.0,-0.73,-15915454.0,-3.96,-519387.0,-0.13,76518467.0,5.26,21890977.0,1.5,54627490.0,3.75,7036351.0,-83554817.0,104341951.0,3.77,专用设备
000056,*ST皇庭,1.75,4.79,368058,62717875.0,4.07,0.78,1.75,1.62,1.62,1.67,2069424385,16366122.0,26.09,5017225.0,8.0,11348897.0,18.1,-10502874.0,-16.75,-5863248.0,-9.35,-1591863.0,-0.42,-11940184.0,-3.19,10348321.0,2.76,-3363033.0,4954897.0,-43633651.0,-4.7,房地产服务
001215,千味央厨,43.29,2.58,62427,263043267.2,6.44,1.05,43.38,40.24,42.2,42.2,4206075707,16353695.0,6.22,-5105327.0,-1.94,21459022.0,8.16,5271203.0,2.0,-21624898.0,-8.22,30727460.0,2.66,-20827498.0,-1.81,51554958.0,4.47,20254498.0,-50981959.0,107598538.0,3.82,食品加工
300229,拓尔思,16.24,3.84,319624,503712589.74,3.66,1.68,16.25,15.24,15.48,15.64,14187603936,16312675.0,3.24,-5481471.0,-1.09,21794146.0,4.33,3431561.0,0.68,-19744235.0,-3.92,-25324935.0,-1.49,2904869.0,0.17,-28229804.0,-1.66,-24149494.0,49474431.0,-71175863.0,-2.0,软件开发
600630,龙头股份,9.14,7.91,424764,380154465.0,10.0,1.3,9.19,8.64,8.64,8.47,3883234997,16285224.0,4.28,-9672470.0,-2.54,25957694.0,6.83,24347413.0,6.4,-40632638.0,-10.69,156646642.0,10.22,-46226436.0,-3.02,202873078.0,13.24,50676467.0,-207323109.0,414639771.0,12.69,服装家纺
002955,鸿合科技,34.58,-0.55,82957,284992018.6,4.24,0.7,35.01,33.63,34.77,34.77,8183008157,16228598.0,5.69,2113732.0,0.74,14114866.0,4.95,-7891097.0,-2.77,-8337501.0,-2.93,-27480789.0,-1.61,3672586.0,0.22,-31153375.0,-1.83,-32070279.0,59551067.0,22866713.0,0.64,光学光电子
000933,神火股份,25.11,5.77,705883,1721604194.82,3.14,0.92,25.2,23.56,23.8,23.74,56472500459,16158944.0,0.94,44947904.0,2.61,-28788960.0,-1.67,-86668064.0,-5.03,70509120.0,4.1,-81209347.0,-0.85,356307109.0,3.73,-437516456.0,-4.57,-238674048.0,319883440.0,-399304583.0,-2.38,工业金属
300334,津膜科技,12.58,3.71,396482,498537926.88,13.13,0.8,13.15,11.96,12.0,12.13,3799982178,16132110.0,3.24,4025254.0,0.81,12106856.0,2.43,17102654.0,3.43,-33234764.0,-6.67,-84179264.0,-2.98,-58610788.0,-2.07,-25568476.0,-0.9,68767474.0,15411787.0,-62950449.0,-1.08,环境治理
300827,上能电气,31.1,3.32,205232,626087808.49,5.3,1.33,31.2,29.68,29.77,30.1,17313108107,15958464.0,2.55,1848266.0,0.3,14110198.0,2.25,10203335.0,1.63,-26161798.0,-4.18,-75490492.0,-3.03,-29601369.0,-1.19,-45889123.0,-1.84,18406269.0,57084225.0,-47829760.0,-0.91,光伏设备
300467,迅游科技,36.45,1.96,78266,286375442.0,4.6,1.36,37.45,35.43,35.45,35.75,7406818496,15780394.0,5.51,6751833.0,2.36,9028561.0,3.15,8166327.0,2.85,-23946720.0,-8.36,46468107.0,4.13,2234477.0,0.2,44233630.0,3.93,45367595.0,-91835701.0,79305187.0,4.34,游戏Ⅱ
003018,金富科技,65.69,-0.35,134677,874119872.81,5.67,0.83,67.5,62.43,64.62,65.92,17079400000,15770441.0,1.8,-33907824.0,-3.88,49678265.0,5.68,-6662580.0,-0.76,-9107856.0,-1.04,267969115.0,5.61,29524112.0,0.62,238445003.0,4.99,18401658.0,-286370767.0,533838364.0,5.69,包装印刷
600862,中航高科,19.19,2.84,246741,462347531.0,1.77,0.85,19.2,18.4,18.5,18.66,26732612363,15746653.0,3.41,12137728.0,2.63,3608925.0,0.78,9055718.0,1.96,-24802371.0,-5.36,-33556584.0,-1.31,-8867533.0,-0.34,-24689051.0,-0.96,-13053835.0,46610423.0,56356305.0,1.3,航空装备Ⅱ
688190,云路股份,110.25,2.16,29311,322663523.0,2.44,1.16,114.0,107.4,108.88,107.92,13230000000,15743087.0,4.88,12473516.0,3.87,3269571.0,1.01,-7519595.0,-2.33,-8223492.0,-2.55,35955900.0,2.5,4767633.0,0.33,31188267.0,2.16,22309547.0,-58265449.0,17587108.0,0.67,金属新材料
301139,*ST元道,5.02,20.1,248406,117645102.96,32.61,1.46,5.02,4.11,4.15,4.18,610335616,15740417.0,13.38,2552510.0,2.17,13187907.0,11.21,-11467.0,-0.01,-15728949.0,-13.37,4313873.0,0.99,3484868.0,0.8,829005.0,0.19,-8926086.0,4612216.0,-10418826.0,-1.0,通信服务
300588,熙菱信息,22.82,-6.05,107415,252526189.97,6.07,1.17,25.89,22.62,23.83,24.29,4369368905,15736153.0,6.23,9559414.0,3.79,6176739.0,2.45,3833220.0,1.52,-19569372.0,-7.75,161696912.0,13.03,105814042.0,8.53,55882870.0,4.5,-54287210.0,-107409701.0,160313733.0,10.29,计算机设备
603790,雅运股份,26.3,-3.24,64196,169220225.0,3.35,1.62,27.48,25.42,27.0,27.18,5032768000,15670941.0,9.26,3861184.0,2.28,11809757.0,6.98,2390354.0,1.41,-18061295.0,-10.67,-3467540.0,-0.59,-7934830.0,-1.34,4467290.0,0.76,7144168.0,-3676629.0,42276842.0,3.61,化学制品
603311,金海高科,38.68,4.46,159540,613522211.0,6.76,0.81,39.33,36.41,37.03,37.03,9123989523,15598546.0,2.54,3529163.0,0.58,12069383.0,1.97,-20653770.0,-3.37,5055224.0,0.82,-104411169.0,-2.81,-97693571.0,-2.63,-6717598.0,-0.18,47247891.0,57163287.0,-130111971.0,-1.87,家电零部件Ⅱ
688727,恒坤新材,59.5,2.04,87637,516643258.0,16.22,1.02,60.3,57.81,58.24,58.31,26734516200,15584277.0,3.02,23173417.0,4.49,-7589140.0,-1.47,-1301223.0,-0.25,-14283054.0,-2.76,17817357.0,0.76,22206258.0,0.95,-4388901.0,-0.19,-11011690.0,-6805668.0,60799439.0,1.36,半导体
000598,兴蓉环境,6.69,-1.47,362253,238901631.7,1.22,1.49,6.76,6.48,6.76,6.79,19963018343,15578093.0,6.52,2382096.0,1.0,13195997.0,5.52,21346878.0,8.94,-36924971.0,-15.46,49827302.0,5.57,-3206604.0,-0.36,53033906.0,5.92,74191227.0,-124018526.0,82076639.0,4.78,环境治理
605305,中际联合,40.43,10.01,102334,384515701.0,4.82,2.5,40.43,35.1,36.49,36.75,8592183600,15507668.0,4.03,17732167.0,4.61,-2224499.0,-0.58,-26047527.0,-6.77,10539860.0,2.74,13508602.0,1.35,20631755.0,2.06,-7123153.0,-0.71,-10526344.0,-2982255.0,5831093.0,0.34,工程机械
301007,德迈仕,33.32,-3.28,62183,204330940.09,4.11,1.67,34.5,31.85,34.0,34.45,5109288800,15466252.0,7.57,2469028.0,1.21,12997224.0,6.36,152277.0,0.07,-15618529.0,-7.64,2185877.0,0.28,-27490312.0,-3.56,29676189.0,3.84,16681183.0,-18867058.0,-11060291.0,-0.9,汽车零部件
601016,节能风电,3.78,-0.53,2107203,783643533.0,3.49,0.98,3.79,3.66,3.76,3.8,24738157360,15426673.0,1.97,38484989.0,4.91,-23058316.0,-2.94,-49414005.0,-6.31,33987328.0,4.34,-77779523.0,-1.87,27491620.0,0.66,-105271143.0,-2.53,-150818796.0,228598331.0,-521589595.0,-5.57,电力
002945,华林证券,14.5,5.84,188626,266106327.02,0.7,1.6,14.55,13.56,13.7,13.7,39150000000,15423088.0,5.8,-2152216.0,-0.81,17575304.0,6.6,3841172.0,1.44,-19264260.0,-7.24,-5955735.0,-0.65,-10638958.0,-1.17,4683223.0,0.51,-799206.0,6754940.0,-28291370.0,-1.87,证券Ⅱ
688202,美迪西,63.85,12.04,90490,536717486.0,6.74,2.15,63.99,55.11,56.07,56.99,8578386948,15370799.0,2.86,-5885089.0,-1.1,21255888.0,3.96,6368939.0,1.19,-21739738.0,-4.05,48917488.0,3.35,-507992.0,-0.03,49425480.0,3.38,33427178.0,-82344667.0,47600347.0,2.07,医疗服务
688172,燕东微,72.51,-3.33,316696,2296017519.0,2.64,1.07,75.46,69.2,75.01,75.01,103516588213,15338208.0,0.67,-44111872.0,-1.92,59450080.0,2.59,-72629472.0,-3.16,57291264.0,2.5,289432055.0,2.76,41157479.0,0.39,248274576.0,2.36,-644520912.0,355088832.0,399646096.0,2.23,半导体
300591,万里马,7.22,-2.43,248328,176478268.68,7.09,1.81,7.33,6.95,7.33,7.4,2928964670,15245289.0,8.64,1742444.0,0.99,13502845.0,7.65,3054397.0,1.73,-18299686.0,-10.37,44131048.0,7.54,24026935.0,4.11,20104113.0,3.44,9765206.0,-53896254.0,45970028.0,4.63,服装家纺
601236,红塔证券,7.07,5.84,363315,250486696.0,0.77,1.19,7.08,6.64,6.7,6.68,33347689336,15152322.0,6.05,5296625.0,2.11,9855697.0,3.93,-7148526.0,-2.85,-8003797.0,-3.2,1349718.0,0.14,-7990916.0,-0.83,9340634.0,0.97,-9765580.0,8415862.0,-30229717.0,-1.9,证券Ⅱ
001288,运机集团,27.84,1.9,44966,123488567.45,2.96,0.8,27.88,26.81,27.34,27.32,6539095531,15137041.0,12.26,11777697.0,9.54,3359344.0,2.72,1551119.0,1.26,-16688160.0,-13.51,55789371.0,7.02,-1558705.0,-0.2,57348076.0,7.22,-18121021.0,-37668349.0,75319393.0,6.14,专用设备
603990,麦迪科技,21.92,0.5,158060,343311770.0,5.18,0.7,22.0,21.37,21.85,21.81,6690979848,15070254.0,4.39,-25253186.0,-7.36,40323440.0,11.75,11738560.0,3.42,-26808814.0,-7.81,235955801.0,9.5,62801956.0,2.53,173153845.0,6.98,22786042.0,-258741844.0,64791464.0,1.4,软件开发
601375,中原证券,4.13,4.82,888159,358436553.0,2.58,1.23,4.14,3.91,3.93,3.94,19175113811,15027167.0,4.19,-5207513.0,-1.45,20234680.0,5.65,9618454.0,2.68,-24645621.0,-6.88,57607866.0,3.84,55429814.0,3.7,2178052.0,0.15,-46736808.0,-10871056.0,-19795070.0,-0.81,证券Ⅱ
000158,常山北明,14.74,1.52,413676,598802976.54,2.61,1.06,15.01,14.03,14.41,14.52,23563610468,15006419.0,2.51,-3125206.0,-0.52,18131625.0,3.03,-13753163.0,-2.3,-1253256.0,-0.21,-143042573.0,-5.54,-39894976.0,-1.54,-103147597.0,-3.99,-45805601.0,188848173.0,-30803969.0,-0.47,IT服务Ⅱ
000685,中山公用,11.57,5.57,301025,340998443.4,2.41,1.51,11.6,10.83,10.93,10.96,16981649174,14959767.0,4.39,14221816.0,4.17,737951.0,0.22,-18923168.0,-5.55,3963401.0,1.16,-4131982.0,-0.36,-4773720.0,-0.41,641738.0,0.06,-18957283.0,23089265.0,-32696211.0,-1.56,环境治理
603040,新坐标,97.47,0.09,30374,292897181.0,2.24,1.06,99.48,93.68,97.4,97.38,13300356183,14896381.0,5.09,14140044.0,4.83,756337.0,0.26,-6349006.0,-2.17,-8547375.0,-2.92,99594403.0,7.49,65553119.0,4.93,34041284.0,2.56,-46834841.0,-52759563.0,112593240.0,4.37,汽车零部件
603980,吉华集团,6.36,8.72,510993,315872284.0,7.55,2.48,6.43,5.74,5.82,5.85,4304660170,14870199.0,4.71,212711.0,0.07,14657488.0,4.64,12243296.0,3.88,-27113497.0,-8.58,19765608.0,2.53,-7506408.0,-0.96,27272016.0,3.49,8761237.0,-28526845.0,24683576.0,2.05,化学制品
600292,电投水电,14.8,3.93,255666,368699755.0,5.82,0.99,14.84,13.83,14.23,14.24,64827051775,14851588.0,4.03,3299436.0,0.89,11552152.0,3.13,17751015.0,4.81,-32602603.0,-8.84,1817460.0,0.1,-8203059.0,-0.47,10020519.0,0.57,-5664028.0,3846570.0,101022334.0,3.48,环境治理
603161,科华控股,15.24,3.96,90854,136152682.0,4.76,1.7,15.55,14.37,14.57,14.66,2962773424,14834727.0,10.9,1958586.0,1.44,12876141.0,9.46,634830.0,0.47,-15469557.0,-11.36,24924811.0,5.5,13206344.0,2.91,11718467.0,2.59,-1178767.0,-23746042.0,14696631.0,1.69,汽车零部件
600048,保利发展,5.0,1.63,1352918,665826118.0,1.13,1.2,5.01,4.83,4.91,4.92,59852217090,14755753.0,2.22,58213843.0,8.74,-43458090.0,-6.53,-6017918.0,-0.9,-8737835.0,-1.31,-113353329.0,-3.8,-28451389.0,-0.95,-84901940.0,-2.85,51742832.0,61610499.0,-97280306.0,-1.73,房地产开发
000402,金 融 街,2.7,1.12,479391,126407566.06,1.6,1.09,2.71,2.57,2.65,2.67,8070110749,14750776.0,11.67,9029562.0,7.14,5721214.0,4.53,-8891980.0,-7.03,-5858797.0,-4.63,24330339.0,4.15,26620431.0,4.54,-2290092.0,-0.39,-13824700.0,-10505641.0,29656300.0,2.24,房地产开发
688337,普源精电,75.0,-4.7,99527,757687373.0,5.35,1.06,81.8,72.56,78.78,78.7,14540581275,14685513.0,1.94,3431291.0,0.45,11254222.0,1.49,-4177501.0,-0.55,-10508013.0,-1.39,150422793.0,4.18,42962662.0,1.2,107460131.0,2.99,-27799734.0,-122623059.0,166131996.0,2.46,通用设备
300891,惠云钛业,7.42,9.76,251120,181463072.41,7.53,2.95,7.51,6.7,6.75,6.76,2968061935,14633368.0,8.06,2732209.0,1.51,11901159.0,6.56,21276500.0,11.72,-35909868.0,-19.79,15417261.0,3.63,2713036.0,0.64,12704225.0,2.99,30866198.0,-46283456.0,14873717.0,2.3,化学原料
000818,航锦科技,12.71,2.91,271582,334001824.66,4.13,1.36,12.74,11.95,12.16,12.35,8388600496,14625078.0,4.38,3331997.0,1.0,11293081.0,3.38,5397890.0,1.62,-20022967.0,-5.99,-16524772.0,-1.33,-12442369.0,-1.0,-4082403.0,-0.33,-11125742.0,27650513.0,-48975026.0,-1.91,化学原料
002828,贝肯能源,9.91,7.02,292485,278222962.79,14.55,1.53,10.05,9.05,9.21,9.26,1991787116,14622372.0,5.26,7016252.0,2.52,7606120.0,2.73,936784.0,0.34,-15559156.0,-5.59,74408504.0,7.11,45763810.0,4.38,28644694.0,2.74,7661379.0,-82069884.0,69087431.0,4.34,油服工程
000958,电投产融,5.88,1.03,476362,274396145.58,0.88,0.42,5.9,5.68,5.81,5.82,107701166724,14599735.0,5.32,-7291530.0,-2.66,21891265.0,7.98,18209458.0,6.64,-32809194.0,-11.96,31300949.0,1.13,-55748355.0,-2.01,87049304.0,3.13,-26755018.0,-4545925.0,307278672.0,5.85,电力
300002,神州泰岳,7.56,3.85,583865,430166117.91,3.16,1.12,7.59,7.15,7.18,7.28,14871834427,14529682.0,3.38,19598967.0,4.56,-5069285.0,-1.18,1230805.0,0.29,-15760486.0,-3.66,-46059394.0,-2.66,1673248.0,0.1,-47732642.0,-2.76,-48811628.0,94871020.0,-128942184.0,-3.61,游戏Ⅱ
301209,联合化学,59.34,-2.88,20767,122409225.04,1.55,1.11,61.38,57.69,61.35,61.1,9304512000,14506335.0,11.85,-2777536.0,-2.27,17283871.0,14.12,904458.0,0.74,-15410792.0,-12.59,-4553442.0,-0.75,-12565161.0,-2.07,8011719.0,1.32,20613968.0,-16060521.0,12831265.0,1.06,化学制品
