代码,名称,最新价,涨跌幅,成交量,成交额,换手率,量比,最高,最低,开盘,昨收,总市值,主力净流入,主力占比,超大单净流入,超大单占比,大单净流入,大单占比,中单净流入,中单占比,小单净流入,小单占比,5日主力净流入,5日主力占比,5日超大买入,5日超大卖出,融资净买入,融资净买入占比,融券净卖出,融券卖出量,10日主力净流入,10日主力占比,行业
002056,横店东磁,29.24,7.78,1241482,3504182035.05,7.64,1.41,29.31,26.95,27.8,27.13,47565061044,183433744.0,5.23,47371328.0,1.35,136062416.0,3.88,-7218272.0,-0.21,-176215456.0,-5.03,680915739.0,5.3,158016155.0,1.23,522899584.0,4.07,4312912.0,-685228640.0,-229828999.0,-1.0,光伏设备
600345,长江通信,71.26,10.0,218225,1492929090.0,10.32,0.88,71.26,64.98,66.5,64.78,23488160526,179923672.0,12.05,180048152.0,12.06,-124480.0,-0.01,-84715824.0,-5.67,-95207860.0,-6.38,318984002.0,4.38,269557570.0,3.7,49426432.0,0.68,-176464864.0,-142519140.0,410954692.0,2.99,通信设备
000823,超声电子,23.76,10.0,1173017,2704349979.97,19.74,1.19,23.76,21.84,21.84,21.6,14121243212,179844624.0,6.65,117530816.0,4.35,62313808.0,2.3,-48145200.0,-1.78,-131699392.0,-4.87,548940015.0,5.33,571651391.0,5.55,-22711376.0,-0.22,-395263190.0,-153676761.0,475569195.0,2.39,元件
601636,旗滨集团,8.37,4.1,3139229,2605863378.0,10.61,1.62,8.58,8.02,8.28,8.04,24763931703,179213968.0,6.88,108674688.0,4.17,70539280.0,2.71,-11476656.0,-0.44,-167737312.0,-6.44,549852224.0,6.01,468379630.0,5.12,81472594.0,0.89,-295627636.0,-254224618.0,526732063.0,3.59,玻璃玻纤
300260,新莱应材,82.21,-0.92,301650,2433890199.35,10.49,1.03,84.0,78.25,83.63,82.97,33525793082,179160303.0,7.36,35775967.0,1.47,143384336.0,5.89,36636576.0,1.51,-215796880.0,-8.87,768910952.0,7.11,151970392.0,1.4,616940560.0,5.7,-112443200.0,-656467744.0,981981399.0,4.2,通用设备
300661,圣邦股份,136.81,3.04,227147,3127218267.47,3.79,0.87,143.0,133.66,135.0,132.77,84961010709,179050352.0,5.73,16156656.0,0.52,162893696.0,5.21,-237708256.0,-7.6,58657888.0,1.88,792845524.0,5.22,114638884.0,0.75,678206640.0,4.46,-152505680.0,-640339824.0,708949971.0,2.72,半导体
300769,德方纳米,74.16,8.71,469068,3351719977.59,18.63,1.27,74.5,64.93,68.0,68.22,20778744305,177798128.0,5.3,98488048.0,2.94,79310080.0,2.37,-28195744.0,-0.84,-149602400.0,-4.46,510468808.0,3.85,207072904.0,1.56,303395904.0,2.29,110333568.0,-620802400.0,919587468.0,4.58,电池
601168,西部矿业,33.37,5.1,915553,2950628858.0,3.84,1.14,33.45,30.8,31.3,31.75,79520710000,177398464.0,6.01,24550336.0,0.83,152848128.0,5.18,-20477104.0,-0.69,-156921360.0,-5.32,-94724272.0,-0.73,29492496.0,0.23,-124216768.0,-0.96,110821472.0,-16097232.0,-317361052.0,-1.53,工业金属
002297,博云新材,31.2,10.01,395833,1232730875.45,6.91,0.29,31.2,29.78,31.2,28.36,17880870353,176111903.0,14.29,243180416.0,19.73,-67068513.0,-5.44,-85708705.0,-6.95,-90403196.0,-7.33,995399935.0,6.85,808531296.0,5.56,186868639.0,1.29,-539510945.0,-455888988.0,1346171040.0,5.28,航空装备Ⅱ
603588,高能环境,17.61,9.99,1138698,1962532141.0,7.48,1.53,17.61,16.39,16.62,16.01,26824158788,174693792.0,8.9,155997840.0,7.95,18695952.0,0.95,-77668208.0,-3.96,-97025584.0,-4.94,318576424.0,4.88,288868644.0,4.43,29707780.0,0.46,-63427313.0,-255149102.0,563585053.0,4.81,环境治理
601519,大智慧,9.42,10.05,916822,818160733.0,4.61,1.99,9.42,8.35,8.5,8.56,18737887200,172736220.0,21.11,144061976.0,17.61,28674244.0,3.5,-37033812.0,-4.53,-135702406.0,-16.59,68276645.0,2.97,89131287.0,3.87,-20854642.0,-0.91,-57564747.0,-10711895.0,-32717056.0,-0.83,软件开发
000612,焦作万方,12.13,9.97,883771,1037827126.17,7.41,1.7,12.13,10.97,11.04,11.03,14461378649,171754141.0,16.55,135295559.0,13.04,36458582.0,3.51,-66800000.0,-6.44,-104954140.0,-10.11,-48651351.0,-1.57,-60048108.0,-1.93,11396757.0,0.37,9022132.0,39629220.0,32580257.0,0.63,工业金属
000833,粤桂股份,24.13,9.98,708013,1649863497.98,15.61,1.29,24.13,21.99,22.38,21.94,19354243993,171189698.0,10.38,140136930.0,8.49,31052768.0,1.88,-50596704.0,-3.07,-120593008.0,-7.31,-187960092.0,-3.21,-52265676.0,-0.89,-135694416.0,-2.32,8052603.0,179907468.0,-11682600.0,-0.08,综合Ⅱ
002466,天齐锂业,64.97,4.49,934530,5791708692.13,6.33,1.12,65.0,58.58,59.05,62.18,111307794315,171185200.0,2.96,203725456.0,3.52,-32540256.0,-0.56,-47178192.0,-0.81,-124007024.0,-2.14,-1089509168.0,-4.2,-386813968.0,-1.49,-702695200.0,-2.71,390641664.0,698867520.0,434548864.0,0.88,能源金属
000048,京基智农,20.75,10.02,467371,955548037.89,8.83,1.0,20.75,19.08,19.11,18.86,11001707063,169482628.0,17.74,141051616.0,14.76,28431012.0,2.98,-53646573.0,-5.61,-115836049.0,-12.12,141361209.0,3.78,90054215.0,2.41,51306994.0,1.37,-150611755.0,9250536.0,181240442.0,2.5,养殖业
002440,闰土股份,10.99,10.01,690961,725612415.07,7.3,0.91,10.99,9.5,9.7,9.99,12352758956,168770679.0,23.26,92801514.0,12.79,75969165.0,10.47,-32054289.0,-4.42,-136716391.0,-18.84,509719415.0,12.58,178847578.0,4.41,330871837.0,8.16,-66110474.0,-443608951.0,551064654.0,10.47,化学制品
000333,美的集团,78.28,0.36,306710,2398663377.26,0.45,0.78,79.15,76.9,77.33,78.0,595979997640,167439233.0,6.98,-33024863.0,-1.38,200464096.0,8.36,-256999072.0,-10.71,89559856.0,3.73,-450264895.0,-3.06,-358565711.0,-2.44,-91699184.0,-0.62,-361160848.0,811425744.0,93435332.0,0.3,白色家电
600352,浙江龙盛,12.06,10.04,1108547,1289306974.0,3.41,1.02,12.06,10.53,10.91,10.96,39235182232,167380234.0,12.98,77877658.0,6.04,89502576.0,6.94,-49519856.0,-3.84,-117860370.0,-9.14,136782316.0,2.23,107550974.0,1.75,29231342.0,0.48,-250774256.0,113991944.0,292381187.0,2.95,化学制品
