代码,名称,最新价,综合得分,资金得分,趋势得分,启动得分,板块得分,位置得分,分析师得分,多日得分,技术面得分,行业内得分,融资得分,加速度得分,占比趋势得分,涨跌幅,换手率,量比,总市值,触发信号
300986,志特新材,19.2,0.5416,0.806,0.792,0.559,0.528,0.275,0.5,0.475,0.5,0.727,0.645,0.7,0.05,2.56,4.61,1.53,79.0990032,P32_ratio_accel
920438,戈碧迦,108.94,0.5412,0.658,0.72,0.825,0.528,0.395,0.5,0.958,0.5,0.675,0.947,1.0,0.0,4.75,7.98,1.01,158.480465,
002023,海特高新,13.28,0.5411,0.804,0.825,0.473,0.528,0.439,0.5,0.912,0.5,0.95,0.896,0.883,0.0,5.4,9.99,1.65,98.38623921,
688109,品茗科技,86.09,0.541,0.759,0.651,0.521,0.822,0.423,0.5,0.516,0.5,0.686,0.696,0.7,0.05,3.99,2.91,2.03,67.87533607,P32_ratio_accel
002174,游族网络,12.33,0.5409,0.895,0.793,0.513,0.661,0.198,0.5,0.941,0.5,0.889,0.768,0.642,0.0,6.11,6.3,1.35,120.81069223,
605376,博迁新材,245.89,0.54,0.945,0.771,0.261,0.745,0.282,0.5,0.996,0.5,1.0,0.991,0.646,0.0,6.3,6.74,1.25,643.24824,
000546,金圆股份,5.6,0.5393,0.873,0.714,0.536,0.689,0.319,0.5,0.8,0.5,0.833,0.808,1.0,0.0,8.11,8.28,2.12,43.54830267,
000534,万泽股份,31.54,0.5392,0.804,0.571,0.59,0.528,0.638,0.5,0.882,0.5,1.0,0.622,1.0,0.0,-2.53,6.27,1.48,160.71160195,
002170,芭田股份,11.57,0.5389,0.834,0.778,0.453,0.78,0.213,0.5,0.47,0.5,0.682,0.679,0.7,0.05,6.93,4.44,1.66,112.2696925,P32_ratio_accel
002276,万马股份,11.28,0.5388,0.826,0.711,0.503,0.829,0.208,0.5,0.48,0.5,0.764,0.533,0.7,0.05,4.83,3.63,2.03,114.04931031,P32_ratio_accel
301382,蜂助手,43.99,0.5387,0.916,0.764,0.32,0.682,0.382,0.5,0.957,0.5,0.909,0.975,0.64,0.0,7.61,9.83,1.69,125.63275793,
002669,康达新材,18.8,0.5386,0.802,0.713,0.363,0.815,0.377,0.5,0.482,0.5,0.91,0.708,0.7,0.05,6.03,18.38,1.04,57.0392,P32_ratio_accel
603533,掌阅科技,22.92,0.5385,0.96,0.575,0.842,0.584,0.15,0.5,0.888,0.5,1.0,0.872,1.0,-0.04,9.98,8.33,2.24,100.59515458,P32_extreme
300209,行云科技,31.29,0.5383,0.747,0.531,0.723,0.822,0.383,0.5,0.893,0.5,0.743,0.934,1.0,0.0,9.1,11.71,1.11,290.57024383,
300740,水羊股份,22.42,0.5383,0.741,0.507,0.463,0.43,0.724,0.5,0.566,0.5,1.0,0.882,0.7,0.05,-1.45,4.36,1.29,87.93783978,P32_ratio_accel
301197,工大科雅,33.8,0.5374,0.669,0.75,0.803,0.528,0.46,0.5,0.783,0.5,0.773,0.812,1.0,0.0,7.75,8.59,2.55,40.74252,
300737,科顺股份,8.35,0.5372,0.899,0.587,0.626,0.556,0.438,0.5,0.651,0.5,1.0,0.826,0.7,0.0,8.72,12.67,1.19,92.68263637,
300203,聚光科技,15.02,0.5371,0.865,0.575,0.271,0.528,0.367,0.5,0.853,0.5,0.922,0.852,0.716,0.05,15.1,8.36,2.39,67.40038752,P32_ratio_accel
002601,龙佰集团,17.03,0.5366,0.97,0.575,0.476,0.801,0.15,0.5,0.955,0.5,1.0,0.881,0.431,0.0,10.01,5.33,1.99,406.03744394,
002827,高争民爆,27.61,0.5366,0.833,0.672,0.489,0.815,0.155,0.5,0.493,0.5,0.806,0.67,0.7,0.05,7.1,3.29,2.88,76.4924006,P32_ratio_accel
301325,曼恩斯特,39.7,0.5358,0.798,0.502,0.628,0.787,0.377,0.5,0.508,0.5,0.524,0.705,0.7,0.05,0.92,2.9,1.22,57.12538602,P32_ratio_accel
301371,敷尔佳,27.39,0.5355,0.726,0.605,0.528,0.43,0.457,0.5,0.735,0.5,0.857,0.551,1.0,0.05,-0.36,4.37,1.46,142.4564856,P32_ratio_accel
300857,协创数据,316.81,0.5348,0.928,0.539,0.48,0.528,0.329,0.5,1.0,0.5,0.978,1.0,0.682,0.0,14.06,7.97,1.33,1550.35104702,
603072,天和磁材,42.21,0.5346,0.918,0.825,0.377,0.745,0.254,0.5,0.886,0.5,0.808,0.868,0.606,0.0,5.92,11.67,1.94,111.552588,
603316,诚邦股份,22.69,0.5337,0.895,0.734,0.411,0.647,0.217,0.5,0.952,0.5,1.0,0.958,0.671,0.0,7.23,19.89,2.11,59.9615016,
600888,新疆众和,14.29,0.5336,0.92,0.584,0.45,0.843,0.318,0.5,0.986,0.5,0.758,0.944,0.485,0.0,8.75,9.85,1.19,221.93598211,
002782,可立克,25.03,0.5336,0.839,0.825,0.263,0.717,0.612,0.5,0.916,0.5,0.81,0.907,0.712,0.0,2.71,6.72,1.71,124.10224745,
002180,奔图科技,14.5,0.533,0.808,0.547,0.603,0.451,0.438,0.5,0.472,0.5,0.905,0.49,0.7,0.05,2.69,2.23,1.28,206.17244384,P32_ratio_accel
002158,汉钟精机,34.34,0.5329,0.645,0.684,0.625,0.528,0.78,0.5,0.943,0.5,0.789,0.949,0.652,0.0,-0.03,5.54,1.96,183.62426933,
300916,朗特智能,25.04,0.5329,0.746,0.517,0.695,0.528,0.391,0.5,0.511,0.5,0.756,0.682,0.7,0.05,-1.46,5.53,1.09,36.21885935,P32_ratio_accel
688190,云路股份,110.25,0.5319,0.777,0.52,0.731,0.745,0.537,0.5,0.806,0.5,0.5,0.802,1.0,0.0,2.16,2.44,1.16,132.3,
002202,金风科技,22.94,0.5318,0.883,0.661,0.808,0.164,0.16,0.5,0.668,0.5,1.0,0.981,0.7,0.0,2.0,4.44,1.08,968.93711562,
688150,莱特光电,60.75,0.5317,0.862,0.737,0.361,0.773,0.397,0.5,0.965,0.5,0.588,0.98,1.0,0.0,5.05,4.61,1.24,244.48083289,
603110,东方材料,25.22,0.5317,0.849,0.816,0.264,0.815,0.534,0.5,0.928,0.5,0.866,0.915,0.427,0.0,4.6,10.67,1.46,50.74938181,
002387,维信诺,8.29,0.5317,0.868,0.436,0.486,0.528,0.774,0.5,0.439,0.5,0.75,0.304,0.7,0.05,-0.12,3.16,1.08,115.79439196,P32_ratio_accel
600133,东湖高新,8.54,0.5314,0.731,0.508,1.0,0.689,0.236,0.5,0.781,0.5,0.633,0.618,1.0,0.0,1.67,2.32,1.28,91.05688533,
300626,华瑞股份,42.4,0.5307,0.87,0.784,0.446,0.528,0.231,0.5,0.959,0.5,1.0,0.959,0.508,0.0,4.48,12.84,1.31,76.32,
002539,云图控股,12.6,0.5305,0.874,0.438,0.517,0.78,0.15,0.5,0.832,0.5,0.727,0.388,0.662,0.05,10.04,3.35,1.59,152.17319401,P32_ratio_accel
300759,康龙化成,23.67,0.5304,0.854,0.598,0.365,0.654,0.17,0.5,0.59,0.5,1.0,0.897,0.7,0.05,4.23,3.25,1.12,434.88503475,P32_ratio_accel
603139,康惠股份,41.8,0.5304,0.848,0.487,0.362,0.192,0.784,0.5,0.892,0.5,0.846,0.335,0.581,0.05,-7.54,8.57,1.09,41.74984,P32_ratio_accel
300841,康华生物,48.16,0.5304,0.777,0.709,0.341,0.528,0.34,0.5,0.778,0.5,0.9,0.649,0.758,0.05,3.93,3.61,2.37,62.58242656,P32_ratio_accel
000712,锦龙股份,9.6,0.5303,0.849,0.712,0.301,0.85,0.202,0.5,0.881,0.5,0.211,0.806,0.828,0.05,5.84,4.75,1.07,86.016,P32_ratio_accel
002380,科远智慧,38.24,0.5302,0.641,0.652,0.699,0.752,0.482,0.5,0.878,0.5,0.767,0.92,1.0,0.0,-0.62,8.76,1.51,91.77280658,
688521,芯原股份,284.0,0.5301,0.88,0.754,0.581,0.528,0.39,0.5,0.998,0.5,0.981,0.027,0.415,0.0,3.65,5.33,1.17,1493.59937532,
002709,天赐材料,55.92,0.5298,0.96,0.681,0.59,0.787,0.271,0.5,0.227,0.5,0.984,0.91,0.7,0.0,8.35,11.51,1.46,1139.96372724,
603127,昭衍新药,36.67,0.5297,0.671,0.825,0.656,0.654,0.238,0.5,0.93,0.5,0.897,0.896,0.825,0.0,2.83,5.7,1.91,274.78599227,
300674,宇信科技,17.03,0.5296,0.827,0.644,0.509,0.752,0.163,0.5,0.457,0.5,0.849,0.584,0.7,0.05,6.37,2.83,1.9,119.90091732,P32_ratio_accel
605168,三人行,59.58,0.5295,0.896,0.575,0.53,0.759,0.15,0.5,0.958,0.5,0.933,0.9,0.632,0.0,10.01,8.13,1.94,125.60476026,
603186,华正新材,249.19,0.5294,0.881,0.816,0.377,0.528,0.429,0.5,0.869,0.5,1.0,0.945,0.226,0.0,4.65,12.44,1.46,390.7062918,
002443,金洲管道,11.11,0.5294,0.761,0.485,0.31,0.325,0.636,0.5,0.873,0.5,1.0,0.914,0.77,0.05,-3.14,6.39,1.08,57.83149627,P32_ratio_accel
688390,固德威,120.32,0.529,0.978,0.825,0.386,0.808,0.241,0.5,0.976,0.5,1.0,0.987,0.755,-0.04,5.07,6.28,1.77,292.45245949,P32_extreme
600409,三友化工,6.45,0.5283,0.798,0.551,0.724,0.801,0.174,0.5,0.441,0.5,0.636,0.31,0.7,0.05,5.39,2.56,1.17,133.1505394,P32_ratio_accel
300133,华策影视,7.67,0.5279,0.953,0.825,0.505,0.332,0.41,0.5,0.932,0.5,1.0,0.917,1.0,-0.04,4.21,7.16,1.81,144.83038424,P32_extreme
002885,京泉华,46.87,0.5278,0.956,0.469,0.45,0.717,0.15,0.5,0.974,0.5,0.905,0.992,1.0,0.0,10.0,20.96,2.63,126.9787829,
002145,钛能化学,4.97,0.5271,0.813,0.805,0.472,0.801,0.217,0.5,0.917,0.5,0.727,0.908,0.709,0.0,6.2,4.76,2.01,189.1916075,
002056,横店东磁,29.24,0.5269,0.881,0.728,0.474,0.808,0.19,0.5,0.69,0.5,0.903,0.997,0.7,0.0,7.78,7.64,1.41,475.65061044,
002392,北京利尔,8.34,0.5261,0.683,0.575,0.636,0.556,0.723,0.5,0.928,0.5,0.727,0.953,0.717,0.0,-5.33,7.05,2.99,99.28693597,
601020,华钰矿业,26.87,0.5257,0.976,0.575,0.59,0.843,0.15,0.5,0.973,0.5,0.909,0.957,1.0,-0.04,9.99,8.68,1.63,220.32451435,P32_extreme
002432,九安医疗,72.88,0.5257,0.858,0.602,0.495,0.171,0.461,0.5,0.979,0.5,1.0,0.953,1.0,0.0,-0.86,6.65,1.33,339.54346047,
600563,法拉电子,172.94,0.5256,0.723,0.759,0.705,0.528,0.487,0.5,0.645,0.5,0.808,0.838,0.7,0.0,2.82,5.57,1.19,389.115,
000021,深科技,46.68,0.5253,0.761,0.765,0.684,0.528,0.296,0.5,0.68,0.5,0.911,0.898,0.7,0.0,5.99,12.23,1.22,734.9158133,
301085,亚康股份,67.99,0.5252,0.641,0.804,0.702,0.752,0.417,0.5,0.772,0.5,0.671,0.728,1.0,0.0,2.78,6.08,1.4,58.99878143,
000682,东方电子,14.15,0.5249,0.962,0.575,0.705,0.829,0.15,0.5,0.919,0.5,0.917,0.639,1.0,-0.04,10.03,5.54,2.62,189.71287149,P32_extreme
688334,西高院,19.41,0.5247,0.81,0.538,0.59,0.304,0.16,0.5,0.761,0.5,0.846,0.682,0.698,0.05,3.96,2.1,1.29,61.44807435,P32_ratio_accel
002990,盛视科技,59.02,0.5245,0.897,0.825,0.284,0.451,0.37,0.5,0.959,0.5,0.952,0.919,0.649,0.0,5.81,14.72,1.74,154.54513185,
688448,磁谷科技,59.8,0.5245,0.78,0.656,0.428,0.528,0.447,0.5,0.476,0.5,0.859,0.683,0.7,0.05,0.05,4.6,1.75,58.31632612,P32_ratio_accel
000917,电广传媒,7.58,0.5238,0.937,0.788,0.651,0.57,0.389,0.5,0.624,0.5,1.0,0.839,0.7,-0.04,7.37,6.11,2.6,107.45077042,P32_extreme
001236,弘业期货,7.81,0.5231,0.77,0.626,0.422,0.731,0.209,0.5,0.74,0.5,0.667,0.587,0.972,0.05,5.54,2.71,1.46,78.70744446,P32_ratio_accel
300820,英杰电气,79.4,0.523,0.771,0.651,0.486,0.633,0.526,0.5,0.913,0.5,0.727,0.95,0.872,0.0,8.63,9.28,1.45,176.46888835,
300781,因赛集团,29.65,0.5224,0.732,0.759,0.553,0.759,0.185,0.5,0.495,0.5,0.533,0.654,0.7,0.05,2.14,4.45,1.63,48.67798831,P32_ratio_accel
688307,中润光学,70.4,0.5223,0.603,0.564,0.734,0.451,0.687,0.5,0.941,0.5,0.738,0.978,1.0,0.0,-6.85,9.38,1.45,87.4956544,
600864,哈投股份,5.54,0.5221,0.777,0.632,0.452,0.85,0.253,0.5,0.803,0.5,0.105,0.663,1.0,0.05,5.32,2.68,1.61,115.26360681,P32_ratio_accel
688685,XD迈信林,43.18,0.5211,0.774,0.467,0.47,0.528,0.493,0.5,0.494,0.5,0.9,0.855,0.7,0.05,-5.99,4.35,1.25,63.41054981,P32_ratio_accel
300811,铂科新材,100.92,0.5211,0.697,0.575,0.808,0.745,0.495,0.5,0.637,0.5,0.577,0.963,0.7,0.0,-5.84,12.0,1.66,409.57724002,
603380,易德龙,45.13,0.5195,0.92,0.556,0.618,0.528,0.15,0.5,0.919,0.5,0.933,0.569,0.614,0.0,9.99,9.62,4.51,72.40711356,
301369,联动科技,214.81,0.5193,0.871,0.517,0.468,0.528,0.408,0.5,0.913,0.5,0.886,0.871,1.0,0.0,-2.89,5.78,1.23,219.76734007,
301380,挖金客,30.37,0.5188,0.754,0.761,0.309,0.682,0.376,0.5,0.729,0.5,0.591,0.566,0.722,0.05,4.65,4.23,2.65,30.7928819,P32_ratio_accel
600318,新力金融,6.59,0.5178,0.642,0.784,0.684,0.731,0.15,0.5,0.481,0.5,0.444,0.694,0.7,0.05,5.78,4.51,2.09,33.78875095,P32_ratio_accel
688178,万德斯,37.5,0.5178,0.594,0.427,1.0,0.689,0.51,0.5,0.762,0.5,0.6,0.745,1.0,0.0,-1.37,3.52,1.22,31.8741915,
605305,中际联合,40.43,0.5175,0.771,0.56,0.875,0.528,0.15,0.5,0.746,0.5,0.917,0.432,1.0,0.0,10.01,4.82,2.5,85.921836,
301283,聚胶股份,26.06,0.5174,0.718,0.486,0.258,0.815,0.731,0.5,0.754,0.5,0.612,0.679,0.84,0.05,-6.16,3.93,2.26,30.28765021,P32_ratio_accel
002155,湖南黄金,29.15,0.5173,0.981,0.582,0.514,0.738,0.22,0.5,0.987,0.5,1.0,0.979,0.748,-0.04,9.34,6.86,1.46,455.51285861,P32_extreme
688450,光格科技,52.94,0.5172,0.571,0.773,0.812,0.528,0.43,0.5,0.812,0.5,0.664,0.803,1.0,0.0,2.18,6.94,1.34,34.9404,
688158,优刻得-W,39.77,0.5171,0.857,0.823,0.378,0.752,0.201,0.5,0.669,0.5,0.945,0.974,0.7,0.0,2.95,10.16,1.49,183.22241071,
300162,雷曼光电,11.95,0.517,0.825,0.577,0.439,0.528,0.15,0.5,0.621,0.5,0.775,0.876,0.7,0.05,7.17,22.62,1.19,50.13144859,P32_ratio_accel
300785,值得买,41.85,0.5168,0.782,0.825,0.437,0.584,0.15,0.5,0.563,0.5,0.429,0.808,0.7,0.05,3.41,7.75,1.61,83.2209192,P32_ratio_accel
301299,卓创资讯,51.45,0.5168,0.715,0.654,0.772,0.584,0.196,0.5,0.47,0.5,0.286,0.622,0.7,0.05,3.11,3.38,1.33,31.21091799,P32_ratio_accel
605060,联德股份,53.5,0.5166,0.731,0.464,0.301,0.528,0.529,0.5,0.84,0.5,0.844,0.821,1.0,0.05,1.46,2.57,1.03,128.71672,P32_ratio_accel
002759,天际股份,28.75,0.5163,0.874,0.825,0.555,0.787,0.207,0.5,0.875,0.5,0.746,0.131,0.273,0.0,6.01,12.71,1.52,144.14749894,
300398,飞凯材料,48.88,0.5162,0.845,0.748,0.219,0.773,0.532,0.5,0.957,0.5,0.706,0.99,0.556,0.0,6.03,16.39,1.14,277.12342476,
601991,大唐发电,8.37,0.5159,0.941,0.742,0.643,0.528,0.467,0.5,0.269,0.5,1.0,0.004,0.7,0.0,1.82,7.95,1.29,1549.01166918,
688275,万润新能,144.29,0.5159,0.874,0.825,0.281,0.787,0.159,0.5,0.955,0.5,0.778,0.961,0.653,0.0,6.06,6.75,1.86,181.97633026,
002225,濮耐股份,4.51,0.5157,0.898,0.741,0.441,0.556,0.233,0.5,0.922,0.5,0.909,0.823,0.158,0.0,7.13,11.48,1.17,52.28168553,
002929,润建股份,63.85,0.5156,0.803,0.825,0.395,0.682,0.426,0.5,0.638,0.5,0.864,0.947,0.7,0.0,2.69,14.58,1.69,182.74879405,
603082,北自科技,45.13,0.5152,0.91,0.483,0.865,0.528,0.15,0.5,0.889,0.5,0.959,0.764,1.0,-0.04,9.99,14.83,1.07,74.77093496,P32_extreme
605133,嵘泰股份,34.68,0.5149,0.808,0.433,0.61,0.528,0.493,0.5,0.9,0.5,0.9,0.879,0.573,0.0,-2.78,4.15,1.17,98.06434191,
301631,壹连科技,81.14,0.5149,0.761,0.67,0.455,0.528,0.587,0.5,0.819,0.5,0.867,0.76,1.0,0.0,0.01,6.77,1.42,103.8433063,
000889,中嘉博创,4.26,0.5147,0.78,0.825,0.376,0.682,0.379,0.5,0.887,0.5,0.727,0.739,1.0,0.0,5.97,17.29,3.53,39.88600154,
603496,恒为科技,27.18,0.5144,0.662,0.778,0.624,0.451,0.399,0.5,0.953,0.5,0.762,0.951,0.651,0.0,1.65,7.37,1.55,87.03287225,
002921,联诚精密,23.45,0.5144,0.741,0.591,0.749,0.528,0.717,0.5,0.463,0.5,0.833,0.515,0.7,0.0,-1.72,5.48,1.53,34.93349478,
688633,星球石墨,33.26,0.5138,0.776,0.825,0.584,0.528,0.15,0.5,0.881,0.5,0.839,0.865,0.433,0.0,5.72,7.41,1.51,56.67524954,
603123,翠微股份,9.29,0.5138,0.715,0.706,0.757,0.731,0.266,0.5,0.741,0.5,0.556,0.568,1.0,0.0,2.31,4.42,1.22,74.20263618,
603757,大元泵业,61.67,0.5136,0.972,0.575,0.647,0.528,0.15,0.5,0.959,0.5,1.0,0.799,0.946,-0.04,10.01,14.99,2.34,115.04369463,P32_extreme
301007,德迈仕,33.32,0.5136,0.774,0.501,0.429,0.528,0.488,0.5,0.449,0.5,0.883,0.794,0.7,0.05,-3.28,4.11,1.67,51.092888,P32_ratio_accel
603698,航天工程,34.65,0.5131,0.939,0.825,0.443,0.528,0.187,0.5,0.949,0.5,0.982,0.962,1.0,-0.04,4.9,5.74,1.64,185.720535,P32_extreme
301138,华研精机,31.85,0.5129,0.733,0.575,0.343,0.528,0.359,0.5,0.761,0.5,0.821,0.717,1.0,0.05,10.71,5.31,2.92,38.22,P32_ratio_accel
002821,凯莱英,125.81,0.5128,0.735,0.48,0.776,0.654,0.164,0.5,0.823,0.5,0.931,0.781,1.0,0.0,1.61,2.05,1.27,453.89853836,
300402,宝色股份,17.59,0.5125,0.57,0.565,1.0,0.528,0.413,0.5,0.735,0.5,0.656,0.736,1.0,0.0,1.03,3.42,1.28,43.41044842,
603266,天龙股份,17.59,0.5124,0.762,0.418,0.25,0.528,0.656,0.5,0.758,0.5,0.858,0.707,1.0,0.05,-4.19,3.12,1.98,34.98417933,P32_ratio_accel
601179,中国西电,16.79,0.5118,0.999,0.5,0.77,0.829,0.15,0.5,0.996,0.5,1.0,0.005,1.0,-0.05,10.03,5.06,1.15,860.6356469,P32_pump_risk
688750,金天钛业,18.94,0.5118,0.856,0.823,0.335,0.836,0.399,0.5,0.838,0.5,0.538,0.811,0.371,0.0,4.35,8.52,1.49,87.5975,
000830,鲁西化工,13.44,0.5118,0.774,0.651,0.622,0.801,0.262,0.5,0.848,0.5,0.682,0.648,0.64,0.0,6.75,3.02,1.46,255.94047508,
688478,晶升股份,92.68,0.5116,0.817,0.575,0.522,0.528,0.279,0.5,0.951,0.5,0.867,0.93,0.774,0.0,15.22,13.01,1.98,128.23769777,
002340,格林美,7.88,0.5109,0.972,0.825,0.577,0.787,0.175,0.5,0.93,0.5,0.921,0.148,1.0,-0.05,6.2,5.27,1.54,402.06594129,P32_pump_risk
600621,华鑫股份,13.49,0.5109,0.892,0.607,0.538,0.85,0.225,0.5,0.831,0.5,0.263,0.737,1.0,0.0,5.89,2.39,1.57,143.11531449,
300368,汇金股份,9.67,0.5107,0.817,0.575,0.4,0.451,0.357,0.5,0.442,0.5,0.929,0.691,0.7,0.05,12.44,10.62,2.32,51.14883403,P32_ratio_accel
688052,纳芯微,291.68,0.5106,0.814,0.519,0.437,0.528,0.251,0.5,0.442,0.5,0.914,0.871,0.7,0.05,9.41,4.22,1.63,474.34002937,P32_ratio_accel
002730,电光科技,32.68,0.5106,0.774,0.65,0.808,0.528,0.356,0.5,0.575,0.5,0.875,0.288,0.7,0.0,8.75,8.48,2.23,118.32770478,
000668,荣丰控股,23.43,0.5106,0.753,0.816,0.793,0.528,0.307,0.5,0.473,0.5,0.818,0.329,0.7,0.0,5.26,5.51,1.46,34.40505483,
600026,中远海能,20.44,0.5104,0.973,0.667,0.475,0.766,0.272,0.5,0.991,0.5,0.667,0.913,0.809,-0.04,5.91,3.65,1.29,1118.25887158,P32_extreme
603058,永吉股份,9.74,0.5104,0.759,0.554,0.595,0.528,0.15,0.5,0.727,0.5,0.7,0.504,0.49,0.05,4.28,2.78,1.1,40.39057273,P32_ratio_accel
300252,金信诺,18.69,0.5102,0.791,0.765,0.321,0.528,0.382,0.5,0.914,0.5,1.0,0.925,0.796,0.0,4.47,16.43,1.22,127.87958782,
002263,大东南,4.45,0.51,0.814,0.761,0.503,0.528,0.15,0.5,0.962,0.5,0.969,0.684,0.498,0.0,6.21,14.08,1.2,83.58702445,
688261,东微半导,97.5,0.51,0.616,0.801,0.808,0.528,0.676,0.5,0.486,0.5,0.743,0.375,0.7,0.0,4.06,9.92,1.39,119.51060063,
603995,甬金股份,24.25,0.5099,0.793,0.747,0.258,0.325,0.188,0.5,0.874,0.5,0.833,0.889,0.456,0.05,7.44,5.62,1.34,88.66242078,P32_ratio_accel
600596,新安股份,16.55,0.5094,0.828,0.659,0.255,0.78,0.346,0.5,0.958,0.5,0.909,0.973,0.837,0.0,7.61,7.71,1.01,223.35831161,
300773,拉卡拉,17.9,0.5094,0.762,0.825,0.485,0.731,0.338,0.5,0.603,0.5,0.889,0.77,0.7,0.0,5.23,6.83,2.13,194.63223432,
688618,三旺通信,34.79,0.5089,0.597,0.43,0.959,0.528,0.508,0.5,0.759,0.5,0.784,0.631,1.0,0.0,-2.17,3.26,1.52,38.33358068,
301021,英诺激光,132.68,0.5088,0.669,0.771,0.808,0.528,0.31,0.5,0.57,0.5,0.878,0.605,0.7,0.0,6.71,8.62,1.25,202.82783772,
605128,上海沿浦,26.12,0.5087,0.787,0.452,0.154,0.528,0.681,0.5,0.815,0.5,0.908,0.803,0.529,0.05,0.46,2.71,1.18,82.01333727,P32_ratio_accel
300676,华大基因,36.58,0.5086,0.681,0.57,0.784,0.654,0.173,0.5,0.793,0.5,0.828,0.825,1.0,0.0,2.98,2.33,1.35,153.02038604,
688396,华润微,78.2,0.5081,0.843,0.662,0.378,0.528,0.511,0.5,0.656,0.5,0.952,0.965,0.7,0.0,6.26,3.84,1.19,1038.66075176,
300632,光莆股份,34.43,0.5079,0.823,0.332,0.552,0.528,0.433,0.5,0.932,0.5,0.875,0.964,1.0,0.0,9.37,24.15,1.33,105.07403177,
688416,恒烁股份,151.04,0.5074,0.834,0.795,0.245,0.528,0.269,0.5,0.967,0.5,0.905,0.986,0.93,0.0,4.24,10.03,1.36,125.62898509,
002068,黑猫股份,11.5,0.5072,0.818,0.575,0.662,0.605,0.15,0.5,0.889,0.5,1.0,0.235,0.854,0.0,10.05,12.41,2.76,84.56469754,
688548,广钢气体,38.38,0.5069,0.936,0.543,0.31,0.773,0.382,0.5,0.944,0.5,0.765,0.935,0.19,0.0,14.88,8.04,1.35,506.38515236,
603799,华友钴业,55.21,0.5065,0.955,0.786,0.415,0.724,0.156,0.5,0.843,0.5,1.0,0.132,0.04,0.0,5.97,5.51,1.32,1047.18325109,
300769,德方纳米,74.16,0.5062,0.897,0.582,0.351,0.787,0.197,0.5,0.985,0.5,0.873,0.988,0.255,0.0,8.71,18.63,1.27,207.78744305,
603666,亿嘉和,28.16,0.5061,0.747,0.498,0.383,0.528,0.161,0.5,0.795,0.5,0.898,0.778,1.0,0.05,1.19,2.8,1.17,57.87736627,P32_ratio_accel
002925,盈趣科技,22.86,0.506,0.897,0.741,0.278,0.528,0.15,0.5,0.91,0.5,0.956,0.948,0.856,0.0,5.69,3.99,1.59,176.40354552,
688173,希荻微,17.62,0.506,0.79,0.719,0.417,0.528,0.682,0.5,0.808,0.5,0.81,0.784,0.064,0.0,1.32,4.52,1.7,73.12084402,
000417,合百集团,7.74,0.5059,0.573,0.521,1.0,0.199,0.473,0.5,0.821,0.5,0.714,0.801,1.0,0.0,-1.9,9.2,1.22,60.36303708,
603950,长源东谷,72.38,0.5057,0.827,0.575,0.471,0.528,0.15,0.5,0.915,0.5,0.983,0.957,1.0,0.0,10.0,6.1,2.23,234.60587304,
688048,长光华芯,412.37,0.5057,0.743,0.771,0.808,0.528,0.245,0.5,0.673,0.5,0.838,0.031,0.7,0.0,5.45,10.27,1.25,726.92560095,
688807,优迅股份,452.5,0.5055,0.937,0.719,0.361,0.528,0.405,0.5,0.962,0.5,0.943,0.975,0.962,-0.04,0.6,16.91,1.64,362.0,P32_extreme
688019,安集科技,257.2,0.5039,0.866,0.705,0.584,0.773,0.319,0.5,0.844,0.5,0.412,0.209,0.429,0.0,4.56,4.84,1.0,585.11126298,
300776,帝尔激光,177.89,0.5039,0.759,0.754,0.643,0.808,0.783,0.5,0.158,0.5,0.742,0.079,0.7,0.0,5.01,10.99,1.17,507.40357378,
300731,科创新源,61.64,0.5037,0.696,0.543,0.517,0.605,0.525,0.5,0.922,0.5,0.8,0.941,0.871,0.0,-2.78,7.02,1.35,109.27818121,
300586,美联新材,16.59,0.5036,0.787,0.527,0.592,0.528,0.234,0.5,0.936,0.5,0.875,0.939,0.613,0.0,9.14,14.48,1.11,117.99084141,
603683,晶华新材,32.06,0.5034,0.866,0.456,0.391,0.815,0.509,0.5,0.602,0.5,0.925,0.966,0.7,0.0,-2.26,4.83,1.01,93.36014891,
002237,恒邦股份,15.52,0.503,0.8,0.711,0.485,0.738,0.173,0.5,0.876,0.5,0.571,0.92,0.744,0.0,7.55,4.29,1.52,221.93140732,
920799,艾融软件,35.72,0.5025,0.905,0.575,0.318,0.822,0.324,0.5,0.847,0.5,0.871,0.774,0.453,0.0,22.41,10.4,2.82,74.70673688,
603090,宏盛股份,61.97,0.5024,0.736,0.606,0.808,0.528,0.409,0.5,0.557,0.5,0.812,0.399,0.7,0.0,-1.45,7.3,2.08,61.97,
300161,华中数控,32.53,0.5024,0.723,0.599,0.808,0.528,0.474,0.5,0.503,0.5,0.75,0.544,0.7,0.0,-0.46,4.26,1.66,64.63610352,
300073,当升科技,53.4,0.5021,0.824,0.72,0.447,0.787,0.165,0.5,0.821,0.5,0.651,0.8,0.76,0.0,3.11,4.1,1.36,290.65281871,
300011,鼎汉技术,6.17,0.5011,0.722,0.623,0.301,0.626,0.452,0.5,0.726,0.5,0.4,0.666,1.0,0.05,3.52,2.99,1.34,37.36276738,P32_ratio_accel
300508,维宏股份,59.64,0.5011,0.617,0.693,0.619,0.451,0.743,0.5,0.845,0.5,0.548,0.817,0.621,0.0,1.62,8.39,1.11,64.91595121,
